
Residuals from Base Run #17 (Convergent Run)

Base_Run,Date_Time,mass,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Zr,Pb,BC
17,11/12/06 03:20,-7.065000E+000,-2.398000E-001,1.442000E-001,1.127000E-001,1.832000E+000,9.433000E-003,3.254000E-002,1.057000E-003,-5.325000E-001,1.159000E-001,-4.832000E-002,1.028000E-003,-8.929000E-004,6.195000E-003,-3.007000E-001,9.254000E-004,-1.265000E-003,-1.021000E-002,7.785000E-005,-1.542000E-003,-5.641000E-004,-1.602000E-003,-1.835000E-003,2.470000E-001
17,11/12/06 06:43,-5.753000E+000,-1.277000E-001,2.202000E-001,1.535000E-001,2.250000E+000,6.209000E-003,3.638000E-002,1.088000E-003,-2.574000E-001,1.089000E-001,-3.613000E-002,-5.020000E-004,-4.054000E-004,5.145000E-004,-2.702000E-001,2.721000E-004,-2.995000E-003,-1.202000E-002,2.921000E-004,-2.077000E-004,1.253000E-003,-2.168000E-003,5.092000E-004,2.382000E-001
17,11/14/06 02:25,-1.594000E+001,3.991000E-002,2.710000E-001,2.350000E-002,2.649000E+000,6.053000E-003,3.361000E-002,-5.376000E-003,-4.796000E-001,2.390000E-001,-5.801000E-002,-2.716000E-004,-1.397000E-003,4.708000E-003,-2.645000E-001,4.575000E-004,2.962000E-003,-1.018000E-002,3.097000E-004,-1.644000E-003,1.373000E-003,-1.873000E-003,-2.919000E-003,2.365000E-001
17,11/14/06 03:18,-7.265000E+000,-1.892000E-001,2.797000E-001,8.635000E-002,2.554000E+000,-1.207000E-003,3.069000E-002,-3.606000E-004,-3.627000E-001,5.009000E-001,-4.023000E-002,-1.502000E-003,-1.760000E-003,2.912000E-003,-2.243000E-001,6.533000E-005,-1.971000E-003,-9.979000E-003,2.900000E-004,-1.551000E-003,3.063000E-003,-1.542000E-003,-7.764000E-004,2.249000E-001
17,11/16/06 03:20,-5.841000E-001,-1.775000E-001,1.630000E-001,-1.384000E-001,1.382000E+000,1.312000E-002,3.204000E-002,1.890000E-003,-4.054000E-001,1.180000E-001,-4.727000E-002,-6.084000E-006,-2.387000E-004,9.346000E-003,-2.374000E-001,-4.473000E-005,-1.361000E-003,-6.726000E-003,2.422000E-004,-9.944000E-004,-2.070000E-004,-1.554000E-003,2.784000E-003,2.222000E-001
17,11/16/06 04:08,-1.506000E+000,-2.057000E-001,1.906000E-001,-7.166000E-003,1.813000E+000,4.185000E-003,3.148000E-002,-9.342000E-004,-1.281000E-001,8.853000E-002,-3.873000E-002,-4.669000E-004,-8.518000E-004,2.682000E-003,-1.869000E-001,-5.506000E-004,3.263000E-003,-6.557000E-003,1.580000E-004,-1.561000E-003,-1.631000E-004,-1.089000E-003,1.858000E-003,2.498000E-001
17,11/18/06 03:18,1.485000E+000,-1.301000E-001,4.582000E-002,-1.833000E-001,6.943000E-001,1.018000E-003,4.192000E-002,-3.125000E-004,-4.455000E-001,5.837000E-002,-2.328000E-002,-2.763000E-003,-1.441000E-003,1.916000E-002,1.304000E-001,-5.996000E-004,1.955000E-004,-3.651000E-003,3.297000E-004,-1.753000E-003,6.659000E-005,-2.096000E-003,-5.545000E-003,4.207000E-001
17,11/18/06 04:01,-7.468000E-001,-8.615000E-002,9.734000E-002,-1.196000E-001,9.704000E-001,4.197000E-003,2.518000E-002,-2.903000E-003,-1.645000E-001,2.874000E-002,-2.098000E-002,-6.866000E-005,1.769000E-005,3.308000E-003,-7.874000E-002,-1.041000E-003,-1.152000E-004,7.935000E-003,-2.259000E-006,-1.191000E-003,1.043000E-004,-1.225000E-003,-1.169000E-003,8.534000E-002
17,11/20/06 02:28,8.291000E+000,-5.442000E-002,1.066000E-001,-1.235000E-001,1.046000E+000,9.039000E-003,2.249000E-002,9.395000E-005,-1.701000E-001,7.805000E-002,-2.970000E-002,-4.808000E-004,2.590000E-004,9.005000E-003,-1.623000E-001,-1.952000E-004,-1.808000E-003,-7.931000E-004,1.757000E-004,-8.889000E-004,-1.138000E-003,-1.062000E-003,-2.712000E-003,1.232000E-001
17,11/20/06 03:11,1.786000E+000,-1.016000E-001,1.208000E-001,-2.848000E-001,1.369000E+000,-1.247000E-002,3.428000E-002,-1.874000E-004,-1.322000E-001,1.098000E-001,-2.813000E-002,-9.785000E-004,9.428000E-004,4.999000E-003,-1.071000E-001,1.852000E-005,-2.713000E-003,-5.767000E-003,2.961000E-004,-2.718000E-004,-3.462000E-004,-6.943000E-004,-1.801000E-003,1.134000E-001
17,11/22/06 02:36,-3.911000E+000,-1.700000E-001,9.959000E-002,-2.441000E-001,8.457000E-001,-2.579000E-003,-2.863000E-002,5.284000E-003,1.039000E-001,4.101000E-003,-3.229000E-002,-1.096000E-003,-1.440000E-004,6.102000E-003,-2.078000E-001,-1.597000E-003,-2.083000E-005,1.067000E-002,-5.225000E-005,-1.643000E-003,-1.007000E-003,-1.393000E-003,-3.124000E-003,-9.975000E-002
17,11/22/06 03:22,-1.522000E-001,-2.076000E-001,5.273000E-002,-1.934000E-001,1.052000E+000,-4.684000E-003,-2.207000E-002,5.422000E-003,7.934000E-002,9.920000E-003,-2.988000E-002,-3.344000E-004,-1.313000E-003,2.297000E-003,-1.398000E-001,-1.464000E-003,-1.850000E-003,1.059000E-002,4.304000E-005,5.186000E-006,-1.162000E-003,-1.031000E-003,-3.964000E-003,-5.869000E-002
17,11/24/06 02:30,-6.115000E+000,-1.539000E-001,1.579000E-001,-1.766000E-001,7.957000E-001,1.177000E-002,2.081000E-002,3.996000E-003,-7.172000E-002,8.110000E-002,-3.361000E-002,-7.953000E-004,2.860000E-004,2.222000E-002,-9.446000E-002,-1.428000E-003,-2.131000E-003,-7.718000E-003,4.200000E-004,-2.893000E-003,-1.837000E-003,-1.741000E-003,-8.475000E-003,5.100000E-001
17,11/26/06 02:31,-6.685000E+000,-1.078000E-001,-4.344000E-002,-8.261000E-002,2.231000E-001,1.116000E-002,-1.878000E-002,6.629000E-003,5.223000E-002,2.160000E-002,-1.712000E-002,1.850000E-004,-1.013000E-003,7.318000E-003,-1.048000E-001,-1.428000E-003,-2.332000E-003,-4.491000E-003,5.976000E-004,-2.298000E-003,-1.123000E-003,-9.126000E-004,-4.621000E-003,1.200000E-001
17,11/26/06 03:04,-2.350000E+000,-8.367000E-002,-6.937000E-003,-6.628000E-002,4.354000E-001,-2.432000E-003,-4.799000E-003,1.444000E-003,2.538000E-002,1.051000E-002,-1.569000E-002,-2.824000E-004,-2.419000E-004,1.753000E-003,-7.540000E-002,-3.471000E-004,-1.990000E-003,-1.579000E-003,1.781000E-004,-7.349000E-004,-2.078000E-005,-7.531000E-004,-3.491000E-003,2.703000E-002
17,11/28/06 02:26,2.760000E+000,-2.811000E-002,-5.790000E-003,-4.449000E-002,5.789000E-002,4.853000E-003,7.470000E-003,2.952000E-004,-2.187000E-002,1.615000E-002,-9.374000E-003,3.408000E-004,-2.849000E-004,1.102000E-002,-1.243000E-002,-1.476000E-003,-1.765000E-003,-3.110000E-003,3.024000E-004,6.533000E-005,-1.697000E-003,-1.069000E-003,-3.363000E-003,2.329000E-001
17,11/28/06 03:01,1.924000E+000,-4.466000E-002,-3.513000E-003,-5.413000E-002,4.248000E-002,2.610000E-003,-1.044000E-002,1.523000E-004,3.167000E-002,3.796000E-003,-8.343000E-003,1.415000E-004,-6.870000E-004,3.067000E-003,-1.368000E-002,-1.047000E-003,-3.297000E-003,-7.390000E-003,9.164000E-004,-1.081000E-003,-2.625000E-005,-7.095000E-004,-6.012000E-003,1.541000E-001
17,11/30/06 02:31,-5.527000E+000,-5.375000E-002,-2.226000E-002,2.513000E-002,-1.279000E-001,1.339000E-002,-5.365000E-002,4.745000E-004,4.469000E-002,-5.427000E-003,-4.301000E-003,-5.384000E-004,-6.695000E-004,1.171000E-002,-9.600000E-003,-7.357000E-004,-1.811000E-003,2.039000E-002,-4.054000E-007,-3.529000E-004,-1.547000E-003,-7.855000E-004,9.214000E-004,-1.683000E-001
17,11/30/06 03:08,-3.355000E+000,7.646000E-002,1.229000E-002,-2.927000E-002,-1.264000E-001,1.410000E-002,-5.819000E-002,1.300000E-004,7.412000E-002,-3.820000E-003,-6.466000E-003,9.583000E-005,-3.199000E-004,2.422000E-003,3.984000E-002,-1.441000E-003,-1.427000E-003,-6.292000E-004,2.681000E-005,3.376000E-004,-1.477000E-003,-5.469000E-004,2.560000E-003,-1.295000E-001
17,12/02/06 02:40,-4.485000E-001,-8.441000E-002,-2.083000E-002,2.481000E-002,-9.155000E-002,8.708000E-003,-3.923000E-002,3.647000E-004,4.299000E-002,-7.903000E-004,-6.073000E-004,-6.854000E-004,-3.831000E-004,5.399000E-003,-1.531000E-002,-1.297000E-003,-1.861000E-003,-3.480000E-005,1.391000E-004,5.094000E-004,-1.262000E-003,-5.432000E-004,-1.375000E-003,-4.112000E-002
17,12/02/06 05:11,-4.319000E+000,-1.761000E-002,-2.498000E-002,-3.925000E-002,-2.343000E-002,5.258000E-003,-1.808000E-002,6.735000E-004,2.965000E-002,-5.931000E-005,-3.682000E-003,-4.135000E-005,-4.328000E-004,1.219000E-003,4.523000E-002,-5.953000E-004,-1.546000E-003,-4.645000E-003,2.010000E-004,1.758000E-004,-7.904000E-004,-3.949000E-004,-3.725000E-004,3.908000E-002
17,12/04/06 02:53,2.995000E+000,-1.444000E-001,-1.573000E-002,-2.227000E-002,-5.599000E-002,1.331000E-002,-1.634000E-002,4.812000E-004,-1.568000E-002,1.796000E-003,-9.053000E-003,2.411000E-004,-1.083000E-003,3.442000E-003,3.215000E-002,7.014000E-006,-2.046000E-003,2.330000E-003,1.611000E-004,-4.469000E-004,-1.639000E-003,-1.235000E-003,4.582000E-003,-7.083000E-002
17,12/04/06 05:21,5.300000E+000,1.081000E-002,6.177000E-002,-6.450000E-002,5.059000E-002,1.041000E-002,-1.033000E-002,5.216000E-005,-1.245000E-002,6.107000E-003,-1.189000E-002,-6.807000E-004,-1.265000E-003,1.697000E-003,7.993000E-002,-1.464000E-003,-3.305000E-003,5.469000E-004,1.428000E-004,-2.035000E-004,-7.239000E-004,-8.289000E-004,2.461000E-003,5.958000E-002
17,12/06/06 02:55,9.474000E-001,5.820000E-002,1.431000E-001,-8.781000E-002,9.253000E-001,3.868000E-003,5.414000E-002,-3.598000E-004,-1.491000E-001,5.251000E-002,-3.078000E-002,9.225000E-004,5.192000E-004,7.008000E-003,-1.819000E-001,1.704000E-004,-2.401000E-005,4.066000E-003,8.464000E-005,-8.388000E-004,-2.423000E-003,-1.957000E-003,-6.145000E-003,2.025000E-001
17,12/06/06 03:32,1.335000E+000,4.111000E-002,1.278000E-001,-3.455000E-001,8.298000E-001,-6.825000E-004,-5.377000E-002,-9.616000E-003,4.181000E-002,1.058000E-001,-4.530000E-002,5.645000E-004,-3.329000E-004,4.152000E-003,-2.671000E-002,-9.746000E-004,-5.547000E-004,1.806000E-002,-7.804000E-006,8.489000E-004,-1.501000E-003,-9.342000E-004,-3.392000E-003,-1.387000E-001
17,12/08/06 02:45,2.177000E+000,-1.239000E-001,-3.868000E-003,-2.356000E-001,4.951000E-001,5.207000E-003,-6.567000E-002,6.667000E-004,1.362000E-001,8.103000E-003,-2.053000E-002,-9.971000E-004,-6.631000E-006,2.089000E-003,-4.125000E-002,-1.260000E-003,-3.013000E-003,-5.919000E-004,3.461000E-004,-1.374000E-003,-1.051000E-003,4.668000E-004,-3.167000E-003,1.869000E-002
17,12/08/06 03:28,-1.430000E+000,-3.476000E-002,2.662000E-002,-3.220000E-001,4.841000E-001,-1.163000E-003,-4.471000E-002,5.686000E-004,1.824000E-001,4.386000E-003,-2.187000E-002,7.140000E-004,9.395000E-004,1.123000E-003,9.090000E-003,-2.434000E-004,-1.193000E-003,-6.380000E-003,2.040000E-004,-9.584000E-005,-4.372000E-004,3.491000E-005,-5.094000E-004,9.194000E-003
17,12/10/06 02:48,-1.172000E+001,4.757000E-002,1.462000E-001,-6.077000E-002,1.486000E+000,2.468000E-004,-6.239000E-002,8.956000E-004,2.756000E-001,2.962000E-002,-4.395000E-002,-8.728000E-004,-1.681000E-003,2.366000E-004,-2.448000E-001,3.241000E-003,-1.043000E-003,-1.615000E-002,1.315000E-004,3.498000E-005,-2.477000E-004,-3.290000E-005,-9.338000E-004,-4.328000E-002
17,12/10/06 03:20,2.957000E+000,-1.169000E-001,-2.436000E-002,-3.023000E-002,3.739000E-001,-5.156000E-003,-7.863000E-002,1.380000E-004,4.865000E-001,7.449000E-004,-7.493000E-003,5.782000E-004,-6.764000E-004,-6.555000E-004,-1.977000E-002,-1.496000E-004,-2.762000E-003,4.035000E-003,2.082000E-005,5.809000E-004,6.434000E-004,1.567000E-003,-3.011000E-003,-1.181000E-001
17,12/12/06 02:49,-2.695000E+000,7.864000E-003,4.345000E-002,-1.995000E-001,8.780000E-001,-4.363000E-003,-5.473000E-002,5.250000E-005,3.048000E-001,2.074000E-004,-2.896000E-002,-1.466000E-004,-5.425000E-004,2.470000E-003,-1.092000E-001,-9.285000E-004,-9.527000E-004,3.272000E-003,-1.336000E-004,-6.050000E-005,-3.676000E-004,-3.597000E-004,2.079000E-003,-1.364000E-001
17,12/12/06 03:18,-2.561000E+000,-1.607000E-001,6.663000E-002,-1.029000E-001,1.385000E+000,1.603000E-002,-8.333000E-002,2.051000E-003,3.266000E-001,5.566000E-005,-3.680000E-002,-3.782000E-004,-4.310000E-004,-7.344000E-004,-9.439000E-002,-1.134000E-003,-5.422000E-004,1.368000E-002,-1.096000E-004,-9.574000E-004,-7.915000E-004,-5.029000E-004,2.359000E-003,-1.441000E-001
17,12/14/06 02:50,-2.199000E+000,-2.386000E-001,-3.482000E-002,-1.235000E-001,3.340000E-001,1.153000E-002,-4.956000E-003,1.355000E-003,-4.807000E-002,1.214000E-002,-1.238000E-002,-3.175000E-004,-9.879000E-004,2.312000E-003,-4.800000E-003,-2.441000E-003,-1.800000E-003,5.037000E-003,7.111000E-004,-8.052000E-005,-2.056000E-003,3.054000E-003,-1.586000E-003,1.370000E-001
17,12/14/06 03:19,3.534000E+000,-1.511000E-001,-2.501000E-002,-1.309000E-001,4.022000E-001,5.093000E-004,-2.468000E-002,1.614000E-003,4.270000E-002,2.325000E-003,-1.187000E-002,1.708000E-004,-3.110000E-004,3.252000E-004,8.747000E-003,-1.096000E-003,-3.144000E-003,1.639000E-003,4.039000E-004,7.945000E-004,-1.608000E-005,-7.728000E-004,-4.252000E-003,4.111000E-002
17,12/16/06 02:39,-1.817000E+000,-1.885000E-002,-1.244000E-001,1.114000E-001,-2.823000E-001,3.203000E-002,4.376000E-002,8.989000E-005,-1.415000E-001,8.905000E-003,1.141000E-002,-2.841000E-004,5.315000E-004,2.509000E-003,4.780000E-002,-4.373000E-004,-8.584000E-004,2.465000E-003,3.416000E-004,1.140000E-004,-2.512000E-003,1.247000E-005,-2.032000E-003,1.200000E-001
17,12/16/06 03:09,8.114000E+000,-1.043000E-002,-1.151000E-001,1.168000E-001,-1.365000E-001,1.573000E-002,4.112000E-002,-2.279000E-004,-1.280000E-001,-1.283000E-003,6.403000E-003,1.495000E-004,3.022000E-004,-5.983000E-004,8.378000E-002,2.974000E-003,4.575000E-003,1.531000E-003,1.026000E-004,6.759000E-004,2.449000E-004,1.602000E-003,-2.568000E-003,7.783000E-002
17,12/18/06 02:36,-1.122000E+000,-2.586000E-002,-8.599000E-002,1.993000E-002,-1.278000E-001,-1.404000E-003,-5.065000E-003,8.871000E-004,1.172000E-002,1.702000E-003,8.333000E-003,5.924000E-006,-4.994000E-004,8.397000E-004,-1.804000E-002,-1.031000E-003,-9.125000E-004,-9.454000E-004,4.448000E-005,1.480000E-004,-9.689000E-004,-1.177000E-004,1.483000E-003,3.103000E-002
17,12/18/06 03:10,-6.634000E-001,9.140000E-002,-8.200000E-002,-2.802000E-002,5.863000E-002,7.188000E-003,1.382000E-002,-3.531000E-005,-2.646000E-002,1.111000E-003,8.607000E-003,1.411000E-006,1.059000E-003,-8.442000E-004,3.931000E-002,-6.079000E-004,6.866000E-005,-2.643000E-003,4.703000E-005,-9.312000E-004,-2.175000E-004,2.650000E-004,1.489000E-003,6.658000E-002
17,12/20/06 02:55,1.206000E+000,-8.997000E-002,-6.762000E-002,-4.862000E-002,3.277000E-002,1.528000E-002,-4.010000E-002,6.904000E-004,4.867000E-004,-9.431000E-004,-1.063000E-003,1.018000E-004,-1.163000E-004,2.091000E-003,-2.704000E-002,-1.437000E-003,5.994000E-004,1.863000E-003,5.079000E-005,1.136000E-005,-1.379000E-003,4.996000E-004,2.494000E-003,-3.237000E-002
17,12/20/06 03:26,3.246000E+000,-1.626000E-001,-1.230000E-001,-8.985000E-002,1.962000E-001,1.444000E-002,-3.594000E-002,3.020000E-003,2.127000E-003,-5.270000E-003,-1.918000E-003,3.662000E-005,9.835000E-005,2.381000E-004,5.984000E-002,-1.234000E-003,-1.225000E-003,1.610000E-003,1.253000E-004,4.088000E-004,-2.770000E-004,4.752000E-004,2.404000E-003,-5.364000E-003
17,12/22/06 02:57,-7.042000E+000,-2.530000E-001,-1.359000E-001,-3.993000E-002,-3.208000E-001,1.129000E-002,-4.988000E-002,7.236000E-003,2.304000E-002,-1.171000E-002,8.543000E-003,5.728000E-004,1.013000E-004,3.391000E-003,4.914000E-002,-1.190000E-003,8.494000E-004,2.361000E-003,9.819000E-005,2.156000E-004,-1.349000E-003,-2.199000E-004,3.187000E-004,-6.086000E-002
17,12/22/06 03:29,-7.255000E-001,-2.243000E-001,-1.289000E-001,-1.582000E-002,-1.790000E-001,8.402000E-003,1.012000E-002,3.452000E-003,-1.680000E-002,-4.913000E-003,4.280000E-003,4.279000E-004,4.025000E-005,6.694000E-004,8.983000E-002,5.573000E-004,-6.268000E-005,-3.681000E-003,2.455000E-004,-7.007000E-004,6.003000E-005,1.112000E-003,-6.029000E-004,8.237000E-002
17,12/24/06 04:00,-3.285000E+000,3.714000E-002,-6.283000E-002,4.317000E-002,-2.486000E-001,2.597000E-003,-1.072000E-002,4.829000E-004,2.839000E-002,-7.702000E-003,4.991000E-003,-4.822000E-006,9.995000E-005,1.789000E-003,1.178000E-002,1.113000E-003,7.221000E-004,-4.186000E-003,6.093000E-005,5.340000E-004,9.933000E-004,-8.807000E-004,1.234000E-003,-5.576000E-002
17,12/24/06 04:27,-1.332000E+001,1.690000E-001,-5.171000E-002,1.150000E-001,2.775000E-002,-1.965000E-002,7.989000E-002,-2.704000E-004,-5.930000E-002,4.482000E-003,-2.141000E-003,2.372000E-003,5.688000E-004,-9.058000E-004,-2.106000E-002,1.284000E-002,-9.980000E-004,-4.468000E-003,-1.429000E-004,5.506000E-004,2.791000E-003,1.505000E-003,8.279000E-004,1.208000E-001
17,12/26/06 02:52,1.724000E-001,-5.483000E-002,-6.743000E-002,3.577000E-002,5.990000E-003,1.471000E-002,-9.613000E-002,9.841000E-004,5.496000E-001,9.466000E-004,4.673000E-003,-1.365000E-003,-8.502000E-004,-1.509000E-003,-2.111000E-002,-1.147000E-003,1.728000E-003,-9.671000E-003,5.936000E-004,1.194000E-003,1.440000E-003,-7.447000E-004,-2.536000E-003,1.598000E-001
17,12/26/06 03:20,-1.327000E+000,2.876000E-002,-3.958000E-002,-5.799000E-002,-1.646000E-002,-4.389000E-004,-5.295000E-002,3.581000E-004,5.279000E-001,-6.886000E-003,-1.019000E-003,-5.832000E-004,-8.703000E-004,-1.344000E-004,6.235000E-002,-3.368000E-005,2.091000E-004,-9.649000E-003,2.348000E-004,-5.233000E-004,3.736000E-003,-7.314000E-004,1.583000E-003,-1.259000E-002
17,12/28/06 02:53,3.091000E+000,1.158000E-002,-5.238000E-002,7.419000E-002,-3.347000E-002,9.142000E-003,-7.396000E-002,1.227000E-003,2.609000E-001,4.688000E-003,1.320000E-003,7.036000E-005,-6.850000E-004,-1.103000E-003,-2.760000E-002,-1.001000E-003,2.439000E-003,-4.695000E-003,1.703000E-004,3.580000E-004,-1.242000E-003,-1.492000E-003,-1.450000E-003,4.346000E-002
17,12/28/06 03:22,-8.942000E-001,1.079000E-002,-5.505000E-002,-1.039000E-002,-9.599000E-003,2.209000E-003,-7.953000E-002,1.614000E-004,2.660000E-001,-8.616000E-003,-1.860000E-003,3.897000E-004,2.231000E-004,-6.873000E-004,6.667000E-002,-3.553000E-004,4.291000E-003,3.766000E-003,-2.069000E-004,-3.718000E-004,-6.181000E-004,1.670000E-005,-1.115000E-003,-2.593000E-001
17,12/30/06 03:04,9.169000E+000,-2.698000E-001,-7.280000E-002,7.317000E-003,-8.714000E-002,1.757000E-002,-8.110000E-002,1.163000E-002,6.844000E-002,3.609000E-002,-7.575000E-003,-4.228000E-004,-1.352000E-003,-1.667000E-004,6.258000E-002,-2.112000E-003,-3.854000E-003,2.532000E-002,2.365000E-004,-8.072000E-004,-4.528000E-003,3.834000E-004,-1.477000E-003,2.330000E-003
17,01/01/07 03:20,5.875000E+001,-4.426000E-001,-9.969000E-002,-4.756000E-001,6.793000E-001,-3.246000E-002,-5.045000E-002,3.634000E-003,1.563000E+000,-9.230000E-002,-3.539000E-002,-3.237000E-003,-5.010000E-004,7.874000E-003,6.424000E-002,6.253000E-004,7.857000E-003,1.014000E-001,-9.536000E-004,-9.070000E-004,1.053000E-002,-1.021000E-003,5.832000E-002,-1.637000E-001
17,01/01/07 03:27,6.717000E+001,-1.129000E-001,6.637000E-002,-8.922000E-001,1.176000E+000,-2.297000E-002,-3.885000E-002,-1.549000E-003,1.163000E+000,-1.815000E-001,-3.932000E-002,-1.186000E-003,-4.769000E-004,1.621000E-002,-5.492000E-002,3.331000E-003,8.824000E-003,7.878000E-002,-1.152000E-003,-9.263000E-005,1.167000E-002,-2.354000E-003,5.253000E-002,-9.974000E-002
17,01/03/07 03:07,1.051000E+002,2.634000E-002,-9.653000E-002,-6.772000E+000,-4.071000E+000,1.537000E-002,-6.323000E-003,4.626000E-003,8.049000E-001,-8.849000E-001,1.213000E-001,2.222000E-003,1.942000E-003,1.365000E-001,1.951000E+000,6.425000E-003,3.312000E-003,-9.518000E-003,1.895000E-004,5.973000E-003,1.592000E-002,9.637000E-003,-6.863000E-003,-1.189000E-002
17,01/03/07 03:25,1.353000E+002,7.454000E-002,2.273000E-001,-6.740000E+000,-3.271000E+000,5.216000E-002,-5.763000E-003,-1.072000E-001,4.661000E-001,-5.494000E-001,1.806000E-001,2.884000E-003,2.862000E-003,1.560000E-001,2.405000E+000,6.306000E-003,-1.054000E-004,-1.442000E-002,2.062000E-004,6.630000E-003,2.398000E-002,1.317000E-002,-4.482000E-003,-6.184000E-002
17,01/05/07 02:54,1.532000E+002,-1.489000E-001,-6.869000E-001,-8.480000E+000,-2.720000E+000,-3.738000E-003,-5.779000E-003,5.393000E-002,2.987000E-001,-8.704000E-001,2.708000E-001,9.992000E-003,1.273000E-003,1.735000E-001,4.240000E+000,3.097000E-003,1.077000E-002,-6.710000E-002,1.787000E-003,5.681000E-003,4.051000E-002,2.264000E-002,-1.841000E-002,2.308000E-002
17,01/05/07 02:58,2.413000E+002,-8.104000E-002,-5.498000E-001,-8.624000E+000,-1.925000E+000,-2.093000E-002,7.825000E-004,6.227000E-003,2.174000E-001,-8.798000E-001,3.512000E-001,1.406000E-002,1.945000E-003,1.935000E-001,5.215000E+000,7.077000E-003,2.187000E-002,-5.659000E-002,1.028000E-003,4.477000E-003,4.404000E-002,3.126000E-002,-3.577000E-003,6.431000E-003
17,01/07/07 02:53,5.483000E+001,-1.901000E-001,-1.311000E-001,-1.264000E+000,-1.088000E+000,2.421000E-002,-4.069000E-002,1.065000E-002,1.192000E+000,-5.568000E-001,6.103000E-002,2.804000E-003,6.636000E-004,2.537000E-002,3.699000E-001,1.919000E-003,1.293000E-003,4.131000E-002,-1.718000E-004,5.731000E-003,-2.508000E-003,2.611000E-003,5.738000E-003,-9.257000E-002
17,01/07/07 03:09,4.398000E+001,-2.984000E-001,-2.120000E-001,-1.149000E+000,-1.220000E+000,1.282000E-002,-3.253000E-002,2.333000E-002,1.488000E+000,-2.770000E-001,4.138000E-002,1.085000E-003,1.395000E-003,1.811000E-002,3.480000E-001,1.788000E-003,-2.338000E-003,9.911000E-002,1.042000E-005,6.715000E-003,-1.417000E-003,2.631000E-003,9.880000E-003,-9.732000E-002
17,01/09/07 02:25,5.730000E+001,-7.468000E-003,-1.236000E-001,-1.680000E+000,5.383000E-001,4.684000E-003,-3.389000E-002,-2.802000E-003,4.734000E-001,-1.515000E+000,7.843000E-002,3.094000E-003,1.143000E-003,3.332000E-002,5.354000E-001,6.030000E-003,7.554000E-003,6.204000E-003,-4.419000E-003,2.358000E-003,-1.947000E-003,3.351000E-003,-1.234000E-003,-9.111000E-002
17,01/09/07 03:02,7.621000E+001,-5.008000E-002,-2.578000E-001,-2.331000E+000,9.190000E-001,-1.664000E-002,7.372000E-003,2.604000E-003,5.359000E-001,-1.547000E+000,1.655000E-001,7.630000E-003,2.783000E-003,5.445000E-002,1.437000E+000,7.266000E-003,1.281000E-003,-1.706000E-002,-2.640000E-003,3.752000E-003,4.989000E-003,8.095000E-003,-2.037000E-003,-1.597000E-001
17,01/11/07 02:28,6.890000E+001,-1.583000E-001,-4.124000E-001,-1.019000E+000,-1.110000E+000,1.244000E-002,-5.206000E-002,1.014000E-003,7.804000E-001,-1.756000E-001,4.804000E-002,3.729000E-003,1.570000E-003,1.699000E-002,5.076000E-001,3.012000E-003,8.013000E-003,3.968000E-002,-6.314000E-004,6.018000E-004,1.762000E-003,5.094000E-003,1.030000E-002,-2.038000E-001
17,01/11/07 02:55,6.839000E+001,-2.636000E-001,-3.990000E-001,-1.971000E+000,-1.443000E+000,1.415000E-002,-5.389000E-002,1.365000E-002,6.105000E-001,-9.538000E-001,8.649000E-002,5.298000E-003,2.086000E-003,2.796000E-002,9.133000E-001,4.002000E-003,6.474000E-003,4.403000E-002,-4.189000E-004,-1.016000E-003,-7.151000E-004,3.380000E-003,5.264000E-003,-1.236000E-001
17,01/13/07 02:51,4.340000E+001,-2.184000E-002,4.679000E-001,-2.906000E+000,3.071000E+000,-1.457000E-002,-1.080000E-002,-2.261000E-002,2.565000E-001,9.397000E-002,-1.297000E-001,-5.112000E-003,-2.718000E-003,3.348000E-002,-3.290000E-001,-2.803000E-004,-3.653000E-003,3.233000E-003,4.556000E-005,-3.880000E-003,5.015000E-003,-7.396000E-003,-6.283000E-003,-1.928000E-002
17,01/13/07 03:27,3.543000E+001,-1.797000E-001,4.319000E-001,-2.729000E+000,2.514000E+000,2.364000E-002,-1.735000E-002,2.238000E-002,1.021000E+000,-1.194000E-001,-1.504000E-001,-2.547000E-003,-2.186000E-003,2.491000E-002,-3.048000E-001,2.132000E-003,-2.202000E-003,1.856000E-003,2.959000E-004,-2.020000E-003,5.829000E-003,-6.376000E-003,-5.213000E-003,-2.155000E-002
17,01/15/07 02:43,3.485000E+002,-1.231000E-001,-5.986000E-001,-1.018000E+001,-2.774000E+000,-6.239000E-002,-2.482000E-002,4.974000E-002,7.967000E-001,-2.010000E+000,1.524000E-001,4.891000E-003,1.284000E-003,2.224000E-001,2.610000E+000,6.816000E-003,4.975000E-004,1.120000E-002,9.598000E-004,1.289000E-002,5.590000E-003,8.236000E-003,-1.957000E-002,-8.928000E-002
17,01/15/07 03:19,9.646000E+001,-1.042000E-001,-3.530000E-001,-5.209000E+000,-8.558000E-001,-5.470000E-002,-7.779000E-003,1.408000E-002,6.842000E-001,-1.005000E+000,8.717000E-002,8.703000E-004,1.083000E-003,1.110000E-001,1.615000E+000,7.323000E-003,-8.183000E-004,2.427000E-003,8.839000E-005,3.884000E-003,7.381000E-003,9.271000E-005,-1.131000E-002,-4.307000E-002
