"Sample    : V - A36",
"33828",
"30298",
"28467",
"25314",
"21518",
"17707",
"14819",
"11711",
"9053",
"6451",
"4808",
"3427",
"2415",
"1561",
"1093",
"694",
"491",
"302",
"241",
"211",
"153",
"174",
"145",
"156",
"163",
"174",
"182",
"221",
"247",
"314",
"406",
"469",
"571",
"766",
"942",
"1235",
"1524",
"1857",
"2269",
"2602",
"3105",
"3364",
"3731",
"4031",
"4153",
"4390",
"4468",
"4287",
"4186",
"3651",
"3660",
"3011",
"2685",
"2185",
"1923",
"1452",
"1197",
"869",
"734",
"529",
"380",
"241",
"197",
"119",
"104",
"74",
"72",
"55",
"51",
"57",
"30",
"43",
"35",
"48",
"34",
"41",
"35",
"36",
"43",
"36",
"37",
"43",
"40",
"49",
"36",
"53",
"36",
"41",
"46",
"36",
"31",
"49",
"57",
"51",
"39",
"44",
"52",
"39",
"57",
"40",
"39",
"51",
"51",
"39",
"54",
"53",
"52",
"46",
"67",
"57",
"57",
"54",
"55",
"58",
"55",
"64",
"47",
"53",
"60",
"61",
"66",
"58",
"58",
"49",
"64",
"55",
"60",
"74",
"67",
"54",
"53",
"65",
"67",
"71",
"66",
"71",
"62",
"89",
"64",
"66",
"75",
"79",
"87",
"62",
"80",
"62",
"68",
"80",
"66",
"62",
"63",
"63",
"82",
"52",
"64",
"54",
"67",
"61",
"69",
"54",
"77",
"62",
"72",
"77",
"56",
"53",
"64",
"61",
"70",
"79",
"70",
"46",
"55",
"55",
"60",
"60",
"64",
"71",
"68",
"55",
"52",
"41",
"66",
"60",
"57",
"57",
"53",
"56",
"63",
"67",
"71",
"70",
"74",
"75",
"66",
"68",
"71",
"64",
"69",
"62",
"73",
"57",
"68",
"51",
"65",
"53",
"63",
"64",
"68",
"70",
"67",
"68",
"75",
"75",
"84",
"67",
"75",
"81",
"87",
"80",
"67",
"73",
"72",
"73",
"78",
"65",
"53",
"62",
"94",
"75",
"70",
"79",
"91",
"83",
"69",
"87",
"84",
"84",
"97",
"91",
"99",
"88",
"129",
"109",
"133",
"112",
"118",
"148",
"145",
"146",
"155",
"126",
"152",
"126",
"143",
"147",
"120",
"116",
"103",
"107",
"118",
"97",
"79",
"96",
"79",
"78",
"91",
"77",
"75",
"79",
"75",
"89",
"61",
"65",
"54",
"71",
"78",
"72",
"63",
"83",
"72",
"71",
"62",
"68",
"86",
"68",
"77",
"73",
"75",
"78",
"86",
"92",
"70",
"82",
"69",
"91",
"107",
"66",
"79",
"97",
"91",
"74",
"86",
"104",
"86",
"89",
"89",
"88",
"87",
"68",
"104",
"89",
"90",
"85",
"84",
"78",
"106",
"83",
"85",
"82",
"74",
"72",
"75",
"92",
"72",
"94",
"79",
"87",
"84",
"70",
"95",
"71",
"81",
"87",
"71",
"75",
"71",
"77",
"88",
"75",
"80",
"66",
"69",
"70",
"81",
"71",
"84",
"80",
"70",
"66",
"80",
"82",
"68",
"70",
"91",
"74",
"70",
"63",
"72",
"81",
"75",
"73",
"71",
"75",
"66",
"78",
"74",
"75",
"83",
"81",
"78",
"91",
"84",
"79",
"92",
"74",
"80",
"61",
"75",
"81",
"77",
"84",
"81",
"88",
"65",
"66",
"78",
"83",
"74",
"77",
"81",
"65",
"55",
"85",
"60",
"69",
"79",
"80",
"79",
"77",
"87",
"80",
"66",
"72",
"78",
"78",
"81",
"65",
"75",
"71",
"91",
"63",
"86",
"91",
"79",
"79",
"77",
"87",
"83",
"79",
"81",
"67",
"97",
"67",
"97",
"82",
"66",
"65",
"83",
"73",
"73",
"85",
"84",
"81",
"80",
"88",
"79",
"81",
"63",
"77",
"78",
"60",
"70",
"83",
"72",
"73",
"74",
"99",
"75",
"87",
"83",
"81",
"73",
"79",
"84",
"65",
"75",
"75",
"106",
"88",
"69",
"86",
"83",
"83",
"70",
"80",
"70",
"94",
"89",
"92",
"80",
"97",
"90",
"68",
"78",
"82",
"96",
"81",
"80",
"96",
"84",
"69",
"94",
"101",
"98",
"79",
"101",
"96",
"115",
"102",
"107",
"114",
"123",
"116",
"129",
"103",
"126",
"122",
"122",
"99",
"128",
"88",
"106",
"113",
"101",
"91",
"96",
"80",
"91",
"66",
"74",
"77",
"99",
"78",
"87",
"83",
"77",
"81",
"74",
"75",
"72",
"78",
"82",
"82",
"74",
"74",
"67",
"83",
"70",
"70",
"81",
"95",
"77",
"75",
"75",
"69",
"98",
"71",
"87",
"82",
"72",
"106",
"107",
"77",
"90",
"87",
"91",
"102",
"70",
"67",
"80",
"86",
"79",
"75",
"78",
"78",
"66",
"63",
"81",
"84",
"78",
"87",
"98",
"89",
"73",
"84",
"63",
"86",
"89",
"66",
"83",
"68",
"74",
"79",
"85",
"75",
"70",
"74",
"74",
"82",
"73",
"75",
"72",
"80",
"81",
"71",
"66",
"69",
"65",
"80",
"67",
"71",
"74",
"64",
"78",
"69",
"79",
"79",
"79",
"90",
"63",
"77",
"73",
"68",
"77",
"70",
"66",
"73",
"67",
"60",
"82",
"69",
"84",
"70",
"74",
"75",
"82",
"61",
"72",
"77",
"83",
"72",
"73",
"84",
"69",
"88",
"69",
"75",
"75",
"69",
"75",
"89",
"77",
"70",
"71",
"71",
"70",
"79",
"80",
"79",
"84",
"80",
"83",
"87",
"88",
"77",
"51",
"80",
"66",
"81",
"70",
"74",
"69",
"67",
"78",
"84",
"69",
"69",
"73",
"62",
"65",
"63",
"75",
"79",
"61",
"71",
"73",
"75",
"91",
"61",
"82",
"88",
"77",
"66",
"85",
"60",
"73",
"53",
"88",
"63",
"72",
"61",
"78",
"72",
"68",
"69",
"77",
"69",
"83",
"82",
"73",
"66",
"75",
"71",
"56",
"70",
"82",
"71",
"72",
"82",
"80",
"80",
"66",
"63",
"94",
"71",
"86",
"71",
"73",
"63",
"46",
"60",
"67",
"72",
"86",
"67",
"71",
"60",
"66",
"79",
"61",
"74",
"61",
"66",
"70",
"62",
"77",
"81",
"79",
"58",
"65",
"81",
"74",
"62",
"71",
"65",
"70",
"57",
"65",
"81",
"71",
"74",
"72",
"66",
"70",
"85",
"78",
"75",
"58",
"65",
"69",
"71",
"73",
"60",
"67",
"64",
"63",
"69",
"58",
"72",
"48",
"64",
"68",
"74",
"77",
"73",
"71",
"74",
"78",
"77",
"82",
"69",
"64",
"81",
"84",
"50",
"73",
"70",
"56",
"68",
"83",
"69",
"74",
"71",
"86",
"69",
"65",
"57",
"54",
"67",
"71",
"70",
"83",
"63",
"67",
"63",
"63",
"78",
"71",
"60",
"60",
"74",
"64",
"71",
"65",
"87",
"87",
"67",
"64",
"62",
"71",
"77",
"67",
"77",
"74",
"73",
"83",
"62",
"57",
"57",
"63",
"61",
"57",
"57",
"66",
"64",
"55",
"65",
"46",
"65",
"65",
"79",
"67",
"65",
"66",
"55",
"63",
"60",
"56",
"70",
"88",
"60",
"71",
"71",
"68",
"58",
"82",
"67",
"64",
"64",
"63",
"65",
"67",
"57",
"54",
"66",
"71",
"62",
"66",
"74",
"60",
"39",
"54",
"61",
"55",
"43",
"52",
"66",
"57",
"58",
"83",
"77",
"65",
"49",
"62",
"56",
"72",
"50",
"66",
"77",
"66",
"63",
"66",
"69",
"58",
"66",
"77",
"55",
"53",
"55",
"66",
"53",
"70",
"57",
"68",
"58",
"43",
"58",
"69",
"65",
"55",
"66",
"63",
"62",
"71",
"70",
"49",
"71",
"53",
"64",
"56",
"57",
"71",
"58",
"68",
"48",
"55",
"62",
"51",
"62",
"58",
"66",
"71",
"63",
"60",
"50",
"72",
"58",
"56",
"70",
"65",
"48",
"72",
"60",
"70",
"55",
"63",
"51",
"57",
"60",
"49",
"54",
"73",
"53",
"57",
"72",
"75",
"56",
"66",
"56",
"62",
"55",
"63",
"69",
"57",
"60",
"62",
"54",
"53",
"53",
"67",
"62",
"66",
"78",
"65",
"49",
"67",
"58",
"66",
"64",
"67",
"46",
"58",
"57",
"58",
"54",
"49",
"66",
"47",
"64",
"60",
"56",
"64",
"61",
"48",
"41",
"56",
"64",
"60",
"67",
"54",
"51",
"57",
"49",
"60",
"62",
"63",
"45",
"53",
"54",
"40",
"50",
"54",
"46",
"82",
"43",
"63",
"52",
"53",
"64",
"58",
"58",
"57",
"57",
"68",
"55",
"51",
"52",
"60",
"56",
"62",
"70",
"56",
"58",
"54",
"48",
"57",
"43",
"56",
"55",
"49",
"57",
"57",
"56",
"67",
"48",
"54",
"55",
"46",
"53",
"67",
"63",
"55",
"63",
"51",
"58",
"69",
"51",
"70",
"45",
"40",
"64",
"63",
"65",
"50",
"64",
"52",
"50",
"51",
"49",
"51",
"51",
"51",
"46",
"62",
"50",
"54",
"43",
"55",
"56",
"41",
"48",
"48",
"31",
"44",
"58",
"53",
"49",
"45",
"52",
"48",
"55",
"43",
"39",
"39",
"60",
"39",
"67",
"57",
"41",
"60",
"53",
"48",
"57",
"63",
"69",
"69",
"62",
"41",
"58",
"51",
"55",
"56",
"50",
"47",
"55",
"50",
"51",
"40",
"51",
"53",
"47",
"45",
"43",
"48",
"55",
"58",
"54",
"50",
"43",
"62",
"49",
"58",
"58",
"41",
"54",
"57",
"50",
"54",
"50",
"43",
"58",
"57",
"33",
"45",
"45",
"45",
"55",
"58",
"56",
"43",
"62",
"62",
"49",
"50",
"46",
"41",
"60",
"39",
"51",
"62",
"46",
"52",
"57",
"51",
"44",
"49",
"45",
"61",
"41",
"47",
"49",
"52",
"39",
"52",
"38",
"62",
"55",
"52",
"51",
"33",
"65",
"39",
"54",
"45",
"57",
"54",
"52",
"48",
"48",
"53",
"50",
"49",
"41",
"52",
"44",
"45",
"54",
"53",
"49",
"49",
"50",
"45",
"46",
"57",
"40",
"47",
"57",
"49",
"64",
"47",
"60",
"58",
"43",
"64",
"61",
"44",
"54",
"43",
"50",
"45",
"55",
"53",
"43",
"55",
"60",
"50",
"58",
"44",
"54",
"51",
"56",
"51",
"39",
"60",
"56",
"50",
"58",
"61",
"54",
"49",
"35",
"50",
"57",
"56",
"49",
"50",
"57",
"52",
"28",
"50",
"54",
"52",
"36",
"43",
"56",
"35",
"48",
"54",
"50",
"53",
"47",
"48",
"52",
"44",
"54",
"38",
"57",
"47",
"56",
"46",
"50",
"56",
"48",
"52",
"45",
"54",
"43",
"58",
"48",
"54",
"51",
"54",
"68",
"41",
"41",
"36",
"44",
"43",
"43",
"48",
"49",
"41",
"44",
"45",
"48",
"47",
"61",
"61",
"50",
"38",
"41",
"56",
"52",
"50",
"57",
"50",
"57",
"44",
"38",
"58",
"47",
"40",
"45",
"54",
"45",
"52",
"47",
"48",
"57",
"40",
"65",
"38",
"43",
"45",
"58",
"55",
"45",
"55",
"46",
"61",
"47",
"51",
"58",
"63",
"37",
"37",
"60",
"51",
"53",
"62",
"53",
"56",
"58",
"56",
"61",
"60",
"64",
"56",
"60",
"70",
"71",
"50",
"53",
"62",
"53",
"63",
"58",
"60",
"50",
"72",
"61",
"56",
"67",
"50",
"74",
"79",
"81",
"60",
"86",
"67",
"60",
"63",
"85",
"78",
"81",
"75",
"81",
"82",
"85",
"69",
"77",
"99",
"83",
"97",
"73",
"107",
"97",
"100",
"97",
"129",
"115",
"108",
"120",
"120",
"111",
"114",
"146",
"146",
"131",
"138",
"188",
"166",
"160",
"170",
"204",
"191",
"188",
"183",
"183",
"242",
"219",
"213",
"253",
"261",
"242",
"257",
"302",
"277",
"276",
"303",
"282",
"292",
"289",
"305",
"310",
"333",
"335",
"304",
"326",
"354",
"341",
"320",
"346",
"397",
"318",
"356",
"365",
"359",
"355",
"314",
"329",
"342",
"374",
"314",
"345",
"299",
"289",
"325",
"281",
"303",
"264",
"255",
"290",
"271",
"255",
"254",
"233",
"244",
"226",
"225",
"204",
"200",
"163",
"198",
"201",
"198",
"175",
"134",
"133",
"134",
"139",
"116",
"151",
"101",
"119",
"128",
"105",
"101",
"95",
"92",
"102",
"87",
"75",
"89",
"98",
"88",
"87",
"74",
"82",
"70",
"74",
"83",
"68",
"70",
"72",
"75",
"82",
"86",
"99",
"84",
"96",
"84",
"101",
"91",
"105",
"92",
"90",
"96",
"130",
"125",
"121",
"123",
"154",
"137",
"132",
"143",
"149",
"138",
"143",
"153",
"160",
"163",
"155",
"163",
"181",
"146",
"153",
"148",
"147",
"157",
"130",
"128",
"141",
"141",
"124",
"104",
"118",
"88",
"90",
"90",
"77",
"82",
"70",
"60",
"73",
"77",
"71",
"55",
"58",
"50",
"41",
"50",
"41",
"48",
"44",
"51",
"41",
"57",
"49",
"23625",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  V , Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    V KaESC      3.19     0.170",
"                      V Ka         4.96    29.317",
"                      V Kb         5.43     3.688",
"                      ----         7.49     0.063",
"                      RhKaC       19.29     0.314",
"                      ----        19.52     0.136",
"                      RhKa        20.11     0.136",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
