"Sample    : Bi XVIII",
"147",
"149",
"120",
"124",
"131",
"129",
"147",
"151",
"136",
"147",
"131",
"148",
"122",
"169",
"136",
"140",
"189",
"169",
"227",
"235",
"229",
"239",
"233",
"278",
"281",
"308",
"316",
"317",
"301",
"318",
"349",
"383",
"493",
"568",
"800",
"1006",
"1296",
"1733",
"2305",
"2682",
"3401",
"3697",
"4165",
"4284",
"4581",
"4728",
"4859",
"4582",
"4489",
"4359",
"4340",
"3937",
"3875",
"3836",
"3704",
"3280",
"3253",
"2573",
"2414",
"1983",
"1673",
"1325",
"1160",
"832",
"702",
"557",
"488",
"434",
"393",
"380",
"422",
"401",
"492",
"458",
"536",
"510",
"466",
"458",
"459",
"397",
"316",
"293",
"239",
"211",
"181",
"154",
"103",
"97",
"56",
"64",
"50",
"62",
"82",
"63",
"66",
"67",
"73",
"73",
"77",
"77",
"84",
"92",
"88",
"68",
"81",
"58",
"82",
"71",
"70",
"67",
"88",
"75",
"115",
"121",
"118",
"114",
"152",
"141",
"192",
"198",
"184",
"195",
"186",
"213",
"195",
"164",
"193",
"166",
"159",
"153",
"129",
"118",
"94",
"92",
"62",
"63",
"73",
"35",
"43",
"42",
"34",
"31",
"26",
"13",
"25",
"21",
"20",
"13",
"22",
"22",
"15",
"19",
"23",
"15",
"26",
"20",
"25",
"22",
"29",
"34",
"33",
"41",
"35",
"36",
"26",
"31",
"30",
"43",
"41",
"28",
"45",
"39",
"36",
"48",
"44",
"38",
"30",
"33",
"39",
"31",
"37",
"35",
"49",
"58",
"47",
"52",
"44",
"37",
"44",
"44",
"46",
"41",
"37",
"50",
"35",
"27",
"33",
"42",
"27",
"19",
"36",
"30",
"18",
"13",
"26",
"12",
"15",
"20",
"25",
"21",
"21",
"20",
"13",
"8",
"12",
"17",
"18",
"18",
"13",
"15",
"17",
"16",
"17",
"10",
"13",
"15",
"19",
"15",
"14",
"14",
"19",
"20",
"16",
"22",
"19",
"8",
"18",
"12",
"16",
"14",
"21",
"15",
"24",
"16",
"19",
"13",
"17",
"27",
"22",
"14",
"25",
"21",
"19",
"19",
"25",
"15",
"31",
"33",
"34",
"19",
"24",
"25",
"35",
"29",
"28",
"33",
"29",
"29",
"23",
"24",
"30",
"17",
"25",
"25",
"27",
"29",
"25",
"24",
"36",
"21",
"21",
"22",
"31",
"17",
"40",
"28",
"29",
"25",
"31",
"22",
"25",
"44",
"27",
"33",
"23",
"25",
"20",
"24",
"30",
"19",
"19",
"27",
"25",
"27",
"26",
"17",
"35",
"37",
"38",
"24",
"23",
"24",
"30",
"22",
"30",
"24",
"28",
"25",
"30",
"28",
"28",
"28",
"35",
"30",
"34",
"31",
"23",
"20",
"28",
"21",
"34",
"34",
"40",
"47",
"33",
"26",
"29",
"24",
"35",
"38",
"27",
"44",
"37",
"31",
"33",
"31",
"34",
"36",
"38",
"35",
"38",
"35",
"35",
"34",
"31",
"33",
"48",
"39",
"65",
"40",
"59",
"61",
"71",
"65",
"81",
"64",
"82",
"66",
"84",
"76",
"106",
"88",
"101",
"111",
"82",
"69",
"102",
"87",
"93",
"85",
"87",
"79",
"72",
"71",
"94",
"69",
"65",
"54",
"69",
"80",
"69",
"64",
"68",
"72",
"77",
"52",
"51",
"69",
"52",
"47",
"54",
"49",
"47",
"45",
"49",
"50",
"50",
"49",
"59",
"41",
"40",
"48",
"42",
"47",
"39",
"51",
"56",
"39",
"52",
"52",
"23",
"48",
"36",
"48",
"67",
"48",
"44",
"41",
"43",
"49",
"54",
"57",
"58",
"42",
"56",
"65",
"47",
"51",
"71",
"65",
"64",
"67",
"79",
"62",
"57",
"65",
"55",
"48",
"66",
"63",
"63",
"52",
"42",
"54",
"45",
"47",
"43",
"41",
"59",
"46",
"55",
"44",
"51",
"46",
"49",
"52",
"43",
"37",
"55",
"49",
"42",
"41",
"55",
"54",
"66",
"49",
"61",
"46",
"62",
"55",
"59",
"64",
"44",
"52",
"35",
"63",
"59",
"49",
"64",
"66",
"51",
"54",
"65",
"50",
"69",
"75",
"61",
"48",
"57",
"55",
"70",
"55",
"57",
"46",
"70",
"45",
"68",
"54",
"60",
"56",
"55",
"67",
"65",
"55",
"44",
"73",
"58",
"69",
"73",
"41",
"51",
"60",
"75",
"61",
"65",
"62",
"59",
"61",
"45",
"65",
"59",
"64",
"52",
"67",
"64",
"56",
"52",
"68",
"67",
"63",
"79",
"67",
"70",
"61",
"76",
"67",
"76",
"76",
"82",
"80",
"80",
"81",
"86",
"88",
"85",
"89",
"76",
"83",
"79",
"79",
"76",
"70",
"85",
"78",
"92",
"60",
"77",
"72",
"65",
"83",
"89",
"59",
"68",
"77",
"75",
"75",
"78",
"83",
"73",
"73",
"67",
"61",
"59",
"62",
"76",
"62",
"70",
"76",
"67",
"77",
"64",
"68",
"70",
"87",
"65",
"60",
"90",
"85",
"72",
"81",
"91",
"88",
"72",
"90",
"104",
"89",
"88",
"99",
"87",
"91",
"94",
"78",
"86",
"72",
"73",
"77",
"83",
"77",
"57",
"57",
"72",
"82",
"48",
"60",
"62",
"57",
"76",
"63",
"76",
"66",
"61",
"58",
"66",
"64",
"52",
"59",
"58",
"59",
"55",
"72",
"41",
"68",
"68",
"77",
"56",
"60",
"76",
"73",
"64",
"63",
"70",
"58",
"92",
"59",
"56",
"80",
"89",
"101",
"85",
"68",
"92",
"100",
"81",
"110",
"94",
"99",
"110",
"102",
"114",
"109",
"89",
"81",
"121",
"80",
"86",
"99",
"106",
"96",
"86",
"88",
"84",
"102",
"86",
"84",
"92",
"91",
"91",
"83",
"87",
"100",
"99",
"80",
"104",
"88",
"105",
"83",
"93",
"106",
"96",
"96",
"104",
"100",
"87",
"111",
"82",
"88",
"101",
"94",
"92",
"96",
"94",
"87",
"99",
"75",
"106",
"85",
"101",
"100",
"81",
"92",
"96",
"107",
"113",
"87",
"128",
"119",
"153",
"148",
"191",
"189",
"254",
"303",
"335",
"354",
"439",
"426",
"534",
"543",
"582",
"643",
"649",
"719",
"726",
"706",
"714",
"732",
"695",
"666",
"625",
"664",
"589",
"527",
"472",
"460",
"368",
"343",
"344",
"276",
"227",
"207",
"159",
"161",
"161",
"148",
"128",
"108",
"111",
"99",
"108",
"103",
"97",
"99",
"93",
"81",
"85",
"72",
"72",
"85",
"75",
"72",
"85",
"81",
"64",
"65",
"84",
"68",
"76",
"80",
"80",
"68",
"59",
"60",
"76",
"82",
"79",
"62",
"79",
"73",
"62",
"61",
"81",
"67",
"65",
"66",
"68",
"81",
"72",
"71",
"82",
"81",
"81",
"72",
"68",
"69",
"81",
"72",
"75",
"73",
"73",
"65",
"70",
"61",
"84",
"70",
"71",
"71",
"71",
"72",
"81",
"75",
"89",
"89",
"89",
"83",
"108",
"88",
"89",
"93",
"91",
"91",
"105",
"71",
"96",
"99",
"91",
"91",
"93",
"91",
"110",
"121",
"127",
"126",
"153",
"157",
"198",
"202",
"255",
"284",
"377",
"435",
"505",
"637",
"725",
"884",
"1188",
"1328",
"1679",
"1843",
"2320",
"2689",
"3236",
"3594",
"4344",
"4892",
"5551",
"6059",
"7069",
"7591",
"8363",
"8800",
"9654",
"9960",
"10295",
"10399",
"10875",
"11102",
"11066",
"10512",
"10658",
"9753",
"9559",
"8527",
"8145",
"7236",
"6578",
"5756",
"5168",
"4387",
"3879",
"3254",
"2721",
"2266",
"1893",
"1489",
"1266",
"998",
"826",
"636",
"498",
"409",
"357",
"275",
"220",
"213",
"183",
"152",
"139",
"111",
"114",
"101",
"92",
"119",
"89",
"101",
"78",
"99",
"89",
"89",
"89",
"98",
"88",
"90",
"103",
"93",
"97",
"83",
"75",
"97",
"77",
"73",
"72",
"86",
"72",
"84",
"87",
"90",
"79",
"77",
"85",
"94",
"68",
"77",
"98",
"102",
"98",
"118",
"102",
"106",
"118",
"117",
"112",
"149",
"178",
"168",
"171",
"189",
"194",
"177",
"208",
"221",
"220",
"194",
"207",
"221",
"256",
"241",
"208",
"219",
"191",
"189",
"206",
"187",
"159",
"150",
"147",
"153",
"134",
"130",
"109",
"117",
"99",
"100",
"71",
"84",
"80",
"88",
"76",
"70",
"70",
"69",
"77",
"76",
"83",
"61",
"65",
"67",
"65",
"64",
"69",
"73",
"72",
"69",
"65",
"66",
"73",
"71",
"68",
"72",
"83",
"71",
"64",
"71",
"68",
"59",
"83",
"69",
"92",
"76",
"97",
"101",
"86",
"76",
"106",
"114",
"124",
"105",
"128",
"149",
"130",
"145",
"155",
"167",
"185",
"198",
"212",
"233",
"227",
"242",
"250",
"271",
"255",
"273",
"298",
"265",
"293",
"326",
"351",
"375",
"381",
"360",
"361",
"393",
"446",
"441",
"439",
"516",
"477",
"442",
"481",
"505",
"505",
"503",
"552",
"561",
"504",
"530",
"584",
"655",
"636",
"691",
"832",
"941",
"1070",
"1189",
"1369",
"1533",
"1880",
"2004",
"2513",
"2804",
"3173",
"3557",
"3995",
"4562",
"5015",
"5188",
"5718",
"5929",
"6506",
"6649",
"6942",
"6937",
"7350",
"7088",
"7097",
"7065",
"6953",
"6553",
"6385",
"6054",
"5609",
"5185",
"5015",
"4588",
"4237",
"3635",
"3341",
"3080",
"2718",
"2283",
"2024",
"1801",
"1646",
"1335",
"1229",
"1203",
"1012",
"890",
"878",
"763",
"692",
"637",
"603",
"595",
"595",
"510",
"542",
"531",
"500",
"457",
"461",
"444",
"427",
"389",
"379",
"353",
"330",
"342",
"338",
"290",
"276",
"273",
"240",
"221",
"206",
"203",
"168",
"159",
"164",
"127",
"119",
"102",
"97",
"89",
"89",
"102",
"100",
"87",
"72",
"80",
"71",
"75",
"89",
"88",
"66",
"60",
"85",
"83",
"70",
"78",
"76",
"97",
"82",
"85",
"66",
"72",
"79",
"66",
"69",
"50",
"67",
"55",
"59",
"61",
"79",
"56",
"48",
"41",
"62",
"44",
"50",
"47",
"39",
"47",
"45",
"38",
"38",
"37",
"51",
"57",
"50",
"44",
"40",
"49",
"50",
"44",
"41",
"36",
"43",
"45",
"33",
"50",
"46",
"37",
"51",
"37",
"38",
"48",
"36",
"27",
"34",
"44",
"41",
"42",
"26",
"40",
"34",
"45",
"44",
"55",
"39",
"46",
"43",
"59",
"41",
"36",
"41",
"41",
"52",
"44",
"49",
"47",
"39",
"56",
"46",
"46",
"49",
"42",
"42",
"63",
"65",
"43",
"54",
"52",
"59",
"58",
"61",
"65",
"68",
"65",
"62",
"70",
"62",
"84",
"75",
"69",
"94",
"78",
"89",
"73",
"86",
"88",
"80",
"83",
"102",
"64",
"77",
"69",
"78",
"83",
"72",
"69",
"64",
"68",
"92",
"65",
"70",
"89",
"88",
"68",
"89",
"114",
"122",
"118",
"128",
"191",
"191",
"258",
"259",
"307",
"341",
"389",
"451",
"490",
"554",
"605",
"638",
"772",
"792",
"871",
"863",
"936",
"1021",
"948",
"1024",
"1130",
"1152",
"1025",
"1021",
"1042",
"1048",
"926",
"958",
"961",
"846",
"768",
"706",
"700",
"681",
"603",
"506",
"446",
"426",
"354",
"351",
"335",
"307",
"263",
"240",
"247",
"276",
"235",
"231",
"212",
"214",
"232",
"257",
"241",
"273",
"269",
"266",
"317",
"322",
"341",
"350",
"346",
"373",
"349",
"311",
"387",
"354",
"333",
"331",
"326",
"322",
"312",
"290",
"287",
"282",
"245",
"232",
"221",
"248",
"169",
"180",
"154",
"132",
"125",
"118",
"105",
"109",
"100",
"71",
"75",
"72",
"60",
"54",
"66",
"51",
"47",
"50",
"54",
"50",
"48",
"40",
"37",
"42",
"45",
"47",
"37",
"36",
"31",
"56",
"45",
"46",
"60",
"54",
"64",
"59",
"52",
"55",
"44",
"67",
"60",
"48",
"71",
"68",
"65",
"77",
"60",
"71",
"69",
"70",
"72",
"77",
"70",
"72",
"57",
"52",
"65",
"60",
"61",
"46",
"56",
"49",
"57",
"43",
"46",
"40",
"42",
"39",
"25",
"30",
"27",
"40",
"26",
"35",
"33",
"22",
"28",
"39",
"42",
"30",
"21",
"24",
"33",
"21",
"30",
"40",
"19",
"19",
"31",
"21",
"28",
"27",
"33",
"37",
"22",
"28",
"33",
"29",
"25",
"31",
"29",
"35",
"41",
"25",
"25",
"31",
"33",
"35",
"22",
"25",
"30",
"35",
"25",
"25",
"28",
"41",
"23",
"24",
"25",
"26",
"31",
"33",
"36",
"29",
"35",
"28",
"23",
"34",
"26",
"34",
"29",
"27",
"22",
"28",
"25",
"39",
"26",
"25",
"31",
"40",
"35",
"30",
"38",
"37",
"38",
"27",
"31",
"34",
"27",
"23",
"29",
"29",
"27",
"33",
"33",
"22",
"27",
"22",
"26",
"39",
"33",
"21",
"27",
"20",
"31",
"44",
"33",
"23",
"27",
"29",
"22",
"34",
"20",
"33",
"26",
"24",
"27",
"15",
"21",
"28",
"35",
"35",
"23",
"38",
"29",
"25",
"35",
"28",
"28",
"23",
"29",
"30",
"37",
"31",
"27",
"34",
"27",
"22",
"31",
"33",
"27",
"28",
"28",
"34",
"27",
"37",
"30",
"21",
"28",
"24",
"33",
"26",
"29",
"23",
"34",
"31",
"37",
"29",
"24",
"31",
"25",
"39",
"21",
"27",
"33",
"34",
"25",
"30",
"22",
"39",
"25",
"30",
"35",
"25",
"28",
"33",
"31",
"39",
"28",
"34",
"31",
"34",
"29",
"43",
"31",
"33",
"29",
"36",
"27",
"31",
"31",
"29",
"36",
"23",
"24",
"34",
"34",
"31",
"31",
"31",
"18",
"30",
"39",
"27",
"27",
"36",
"30",
"34",
"40",
"34",
"31",
"42",
"33",
"24",
"42",
"40",
"37",
"29",
"33",
"30",
"36",
"21",
"38",
"38",
"29",
"35",
"48",
"34",
"29",
"38",
"31",
"42",
"38",
"42",
"45",
"55",
"45",
"58",
"55",
"51",
"65",
"70",
"62",
"61",
"58",
"67",
"65",
"59",
"66",
"77",
"77",
"91",
"78",
"72",
"79",
"96",
"77",
"76",
"79",
"105",
"89",
"102",
"104",
"113",
"94",
"111",
"108",
"114",
"120",
"129",
"108",
"122",
"125",
"117",
"149",
"132",
"124",
"110",
"122",
"134",
"144",
"123",
"146",
"131",
"129",
"117",
"131",
"111",
"121",
"132",
"125",
"117",
"126",
"119",
"127",
"117",
"101",
"105",
"111",
"106",
"104",
"94",
"97",
"108",
"90",
"78",
"90",
"66",
"78",
"88",
"81",
"66",
"61",
"68",
"61",
"78",
"52",
"54",
"48",
"63",
"50",
"42",
"46",
"50",
"50",
"51",
"44",
"42",
"58",
"39",
"33",
"44",
"36",
"42",
"40",
"43",
"44",
"40",
"40",
"56",
"46",
"38",
"51",
"68",
"68",
"67",
"72",
"67",
"56",
"100",
"103",
"117",
"112",
"119",
"127",
"140",
"153",
"174",
"178",
"153",
"163",
"177",
"184",
"189",
"227",
"175",
"227",
"197",
"192",
"220",
"219",
"206",
"206",
"182",
"223",
"215",
"185",
"180",
"167",
"184",
"143",
"152",
"145",
"118",
"119",
"107",
"110",
"94",
"75",
"75",
"71",
"62",
"59",
"47",
"46",
"41",
"45",
"50",
"35",
"28",
"27",
"36",
"31",
"29",
"23",
"13718",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Bi, Ru, Pt",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.69     0.034",
"                      ----         1.88     0.130",
"                      ----         2.21     0.067",
"                      BiMa         2.44     2.541",
"                      RuLb1        2.74     0.236",
"                      ----         3.21     0.092",
"                      ----         3.82     0.022",
"                      ----         5.71     0.044",
"                      BiLL         9.41     0.272",
"                      PtLa         9.41     0.236",
"                      BiLa        10.84     9.082",
"                      ----        11.73     0.146",
"                      BiLb4       12.64     0.166",
"                      BiLb1       13.02     5.976",
"                      BiLg1       15.24     0.949",
"                      BiLg2       15.65     0.253",
"                      RuKa        19.24     0.087",
"                      ----        19.98     0.119",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
