"Sample    : GaAs ",
"28",
"21",
"32",
"30",
"42",
"49",
"49",
"46",
"50",
"60",
"52",
"61",
"47",
"52",
"55",
"53",
"54",
"43",
"38",
"28",
"34",
"35",
"26",
"24",
"27",
"15",
"20",
"23",
"17",
"19",
"17",
"16",
"16",
"23",
"24",
"16",
"18",
"24",
"20",
"27",
"12",
"17",
"26",
"23",
"28",
"32",
"23",
"27",
"23",
"25",
"26",
"27",
"32",
"30",
"26",
"26",
"25",
"37",
"30",
"34",
"42",
"19",
"25",
"34",
"19",
"39",
"37",
"33",
"36",
"31",
"33",
"30",
"26",
"44",
"31",
"28",
"33",
"49",
"25",
"28",
"40",
"41",
"38",
"38",
"28",
"32",
"37",
"24",
"35",
"28",
"39",
"32",
"18",
"25",
"23",
"24",
"36",
"31",
"26",
"33",
"32",
"20",
"18",
"42",
"18",
"28",
"19",
"25",
"26",
"16",
"24",
"26",
"24",
"32",
"28",
"26",
"33",
"17",
"31",
"30",
"27",
"25",
"20",
"26",
"35",
"24",
"25",
"16",
"25",
"26",
"25",
"42",
"19",
"24",
"27",
"27",
"30",
"27",
"23",
"28",
"23",
"22",
"27",
"39",
"32",
"24",
"38",
"23",
"36",
"32",
"32",
"38",
"32",
"21",
"28",
"31",
"40",
"31",
"32",
"31",
"27",
"27",
"42",
"28",
"23",
"32",
"31",
"37",
"26",
"33",
"22",
"27",
"28",
"42",
"37",
"34",
"28",
"44",
"40",
"39",
"34",
"42",
"36",
"43",
"46",
"47",
"27",
"47",
"30",
"38",
"25",
"36",
"37",
"43",
"40",
"34",
"40",
"46",
"41",
"49",
"36",
"40",
"55",
"35",
"49",
"58",
"30",
"52",
"27",
"53",
"42",
"44",
"43",
"55",
"51",
"39",
"54",
"43",
"59",
"38",
"43",
"57",
"40",
"45",
"59",
"38",
"46",
"52",
"35",
"59",
"40",
"52",
"49",
"58",
"59",
"55",
"35",
"56",
"47",
"64",
"58",
"59",
"59",
"63",
"49",
"61",
"73",
"62",
"64",
"72",
"71",
"80",
"69",
"56",
"63",
"47",
"52",
"77",
"60",
"55",
"52",
"69",
"62",
"62",
"60",
"69",
"57",
"65",
"61",
"68",
"59",
"58",
"50",
"59",
"64",
"50",
"43",
"56",
"61",
"59",
"66",
"72",
"51",
"78",
"56",
"58",
"55",
"63",
"66",
"64",
"63",
"75",
"63",
"60",
"73",
"69",
"59",
"68",
"61",
"73",
"69",
"70",
"59",
"55",
"60",
"58",
"72",
"61",
"64",
"49",
"61",
"80",
"64",
"60",
"60",
"73",
"64",
"73",
"61",
"82",
"75",
"58",
"62",
"70",
"73",
"73",
"66",
"74",
"44",
"61",
"60",
"66",
"62",
"75",
"64",
"79",
"75",
"60",
"77",
"73",
"77",
"70",
"51",
"71",
"70",
"55",
"73",
"77",
"64",
"64",
"61",
"61",
"75",
"81",
"75",
"92",
"77",
"79",
"72",
"79",
"76",
"87",
"88",
"77",
"74",
"68",
"85",
"89",
"52",
"66",
"84",
"60",
"61",
"62",
"77",
"58",
"55",
"52",
"65",
"60",
"66",
"47",
"83",
"59",
"66",
"88",
"72",
"75",
"72",
"72",
"79",
"54",
"74",
"76",
"66",
"71",
"58",
"73",
"76",
"72",
"60",
"61",
"75",
"77",
"69",
"74",
"92",
"87",
"74",
"94",
"76",
"93",
"88",
"78",
"96",
"83",
"101",
"91",
"93",
"70",
"84",
"76",
"70",
"88",
"63",
"63",
"77",
"65",
"64",
"72",
"69",
"88",
"58",
"68",
"50",
"64",
"55",
"65",
"51",
"59",
"71",
"71",
"76",
"73",
"63",
"71",
"63",
"60",
"63",
"66",
"73",
"64",
"56",
"62",
"66",
"92",
"62",
"76",
"57",
"88",
"76",
"68",
"72",
"87",
"77",
"89",
"85",
"102",
"91",
"95",
"100",
"99",
"116",
"117",
"108",
"102",
"102",
"120",
"92",
"102",
"90",
"103",
"93",
"112",
"78",
"100",
"84",
"113",
"99",
"96",
"102",
"95",
"107",
"91",
"94",
"103",
"79",
"89",
"93",
"85",
"82",
"78",
"79",
"101",
"94",
"99",
"102",
"96",
"111",
"126",
"126",
"123",
"175",
"186",
"210",
"301",
"348",
"468",
"588",
"758",
"862",
"1188",
"1399",
"1766",
"1971",
"2513",
"2850",
"3212",
"3523",
"3999",
"4379",
"4731",
"4875",
"5096",
"5210",
"5449",
"4994",
"5251",
"5132",
"4758",
"4191",
"4113",
"3589",
"3399",
"2874",
"2427",
"2146",
"1856",
"1505",
"1237",
"929",
"806",
"638",
"507",
"371",
"313",
"238",
"201",
"165",
"120",
"115",
"91",
"92",
"99",
"84",
"83",
"84",
"92",
"101",
"89",
"75",
"54",
"75",
"73",
"70",
"80",
"73",
"71",
"95",
"69",
"69",
"84",
"85",
"82",
"78",
"76",
"64",
"82",
"71",
"69",
"68",
"94",
"85",
"62",
"84",
"102",
"72",
"88",
"82",
"95",
"103",
"89",
"93",
"95",
"76",
"110",
"98",
"102",
"84",
"101",
"109",
"119",
"94",
"104",
"132",
"137",
"153",
"114",
"155",
"195",
"170",
"204",
"245",
"305",
"303",
"314",
"399",
"455",
"455",
"542",
"625",
"601",
"699",
"771",
"777",
"927",
"883",
"957",
"1006",
"1050",
"1078",
"1281",
"1434",
"1662",
"1822",
"2183",
"2644",
"3388",
"3549",
"4748",
"5318",
"6631",
"7231",
"8816",
"9992",
"11716",
"12338",
"14246",
"15261",
"16765",
"16809",
"18488",
"18782",
"19901",
"19231",
"19663",
"19273",
"19027",
"17330",
"16818",
"15320",
"14667",
"12399",
"11794",
"10388",
"9173",
"7449",
"6635",
"5386",
"4647",
"3611",
"3114",
"2342",
"1893",
"1381",
"1109",
"831",
"637",
"517",
"367",
"293",
"275",
"199",
"154",
"130",
"133",
"120",
"96",
"91",
"89",
"97",
"90",
"89",
"76",
"76",
"84",
"81",
"77",
"84",
"76",
"88",
"80",
"60",
"75",
"79",
"79",
"65",
"68",
"69",
"69",
"82",
"75",
"71",
"83",
"88",
"85",
"88",
"77",
"73",
"94",
"80",
"82",
"74",
"66",
"110",
"96",
"85",
"90",
"92",
"74",
"78",
"80",
"83",
"76",
"78",
"88",
"116",
"109",
"100",
"92",
"113",
"115",
"107",
"132",
"122",
"121",
"116",
"165",
"140",
"149",
"186",
"246",
"234",
"306",
"395",
"462",
"514",
"632",
"684",
"812",
"1010",
"1109",
"1256",
"1471",
"1635",
"1808",
"1947",
"2268",
"2379",
"2436",
"2554",
"2708",
"2725",
"2874",
"2736",
"2767",
"2861",
"2656",
"2420",
"2510",
"2233",
"2126",
"1838",
"1763",
"1578",
"1377",
"1142",
"1092",
"977",
"873",
"691",
"573",
"507",
"469",
"350",
"306",
"260",
"194",
"176",
"161",
"131",
"132",
"109",
"107",
"72",
"92",
"80",
"70",
"57",
"56",
"51",
"58",
"57",
"52",
"51",
"53",
"59",
"49",
"50",
"54",
"52",
"52",
"44",
"61",
"47",
"55",
"46",
"46",
"49",
"47",
"58",
"46",
"49",
"47",
"56",
"44",
"50",
"50",
"52",
"66",
"41",
"41",
"35",
"51",
"39",
"49",
"42",
"37",
"47",
"53",
"42",
"47",
"53",
"49",
"54",
"55",
"41",
"49",
"52",
"41",
"49",
"49",
"44",
"39",
"40",
"46",
"41",
"49",
"56",
"54",
"40",
"40",
"49",
"47",
"37",
"46",
"53",
"46",
"39",
"57",
"61",
"35",
"49",
"52",
"42",
"55",
"49",
"49",
"46",
"46",
"42",
"47",
"41",
"52",
"50",
"44",
"63",
"39",
"55",
"47",
"41",
"54",
"45",
"39",
"60",
"64",
"47",
"43",
"49",
"42",
"52",
"38",
"39",
"49",
"44",
"47",
"33",
"49",
"64",
"42",
"52",
"52",
"53",
"42",
"50",
"57",
"45",
"51",
"44",
"37",
"50",
"47",
"38",
"47",
"42",
"49",
"57",
"49",
"36",
"49",
"41",
"41",
"49",
"63",
"34",
"55",
"47",
"49",
"43",
"51",
"47",
"51",
"41",
"44",
"46",
"39",
"37",
"36",
"46",
"55",
"36",
"39",
"40",
"40",
"50",
"45",
"54",
"40",
"42",
"50",
"35",
"40",
"41",
"56",
"43",
"50",
"54",
"50",
"44",
"38",
"41",
"42",
"45",
"44",
"42",
"50",
"59",
"41",
"52",
"45",
"46",
"34",
"47",
"46",
"40",
"42",
"41",
"33",
"44",
"45",
"35",
"57",
"36",
"40",
"49",
"38",
"18",
"52",
"39",
"47",
"46",
"42",
"33",
"43",
"34",
"50",
"36",
"39",
"42",
"33",
"30",
"43",
"43",
"38",
"41",
"42",
"38",
"31",
"33",
"54",
"40",
"44",
"34",
"38",
"39",
"37",
"32",
"41",
"45",
"45",
"46",
"39",
"26",
"40",
"50",
"32",
"36",
"36",
"49",
"42",
"42",
"37",
"36",
"37",
"34",
"36",
"42",
"38",
"36",
"33",
"40",
"40",
"32",
"38",
"43",
"34",
"35",
"42",
"30",
"46",
"35",
"34",
"39",
"31",
"31",
"39",
"47",
"36",
"57",
"50",
"34",
"40",
"31",
"35",
"40",
"33",
"51",
"35",
"36",
"33",
"37",
"42",
"47",
"35",
"41",
"56",
"39",
"35",
"51",
"30",
"31",
"34",
"26",
"34",
"43",
"37",
"35",
"33",
"36",
"39",
"50",
"41",
"44",
"43",
"39",
"41",
"41",
"39",
"37",
"37",
"34",
"40",
"37",
"39",
"31",
"30",
"23",
"31",
"44",
"39",
"39",
"28",
"27",
"35",
"36",
"43",
"36",
"39",
"37",
"35",
"22",
"41",
"32",
"37",
"40",
"37",
"38",
"40",
"36",
"38",
"32",
"25",
"23",
"33",
"33",
"38",
"33",
"33",
"32",
"33",
"37",
"31",
"35",
"42",
"36",
"32",
"43",
"42",
"43",
"31",
"32",
"43",
"41",
"33",
"28",
"30",
"39",
"37",
"38",
"23",
"33",
"30",
"44",
"27",
"34",
"41",
"39",
"27",
"53",
"34",
"25",
"28",
"28",
"40",
"24",
"41",
"32",
"47",
"43",
"42",
"38",
"46",
"41",
"36",
"34",
"35",
"28",
"36",
"23",
"42",
"47",
"27",
"36",
"23",
"41",
"30",
"40",
"31",
"24",
"27",
"35",
"38",
"34",
"33",
"25",
"38",
"32",
"40",
"30",
"42",
"31",
"36",
"36",
"39",
"38",
"39",
"25",
"24",
"37",
"30",
"36",
"28",
"45",
"40",
"43",
"34",
"36",
"38",
"33",
"38",
"27",
"36",
"30",
"38",
"41",
"28",
"34",
"42",
"27",
"30",
"34",
"31",
"23",
"36",
"25",
"33",
"23",
"26",
"32",
"28",
"26",
"36",
"32",
"44",
"34",
"30",
"38",
"51",
"22",
"23",
"27",
"27",
"27",
"31",
"42",
"33",
"46",
"37",
"36",
"32",
"33",
"34",
"32",
"44",
"35",
"28",
"30",
"34",
"44",
"23",
"34",
"34",
"33",
"35",
"36",
"39",
"41",
"41",
"41",
"30",
"34",
"28",
"25",
"46",
"30",
"25",
"34",
"45",
"30",
"46",
"43",
"25",
"28",
"46",
"33",
"28",
"42",
"30",
"36",
"32",
"20",
"25",
"24",
"38",
"33",
"38",
"28",
"34",
"36",
"36",
"30",
"25",
"28",
"36",
"33",
"33",
"34",
"39",
"28",
"31",
"27",
"25",
"32",
"32",
"26",
"23",
"39",
"37",
"37",
"32",
"36",
"40",
"43",
"38",
"40",
"26",
"37",
"34",
"43",
"31",
"25",
"40",
"34",
"28",
"26",
"38",
"22",
"38",
"39",
"31",
"34",
"36",
"26",
"28",
"37",
"35",
"33",
"39",
"30",
"35",
"34",
"36",
"35",
"28",
"40",
"30",
"35",
"40",
"28",
"41",
"46",
"32",
"39",
"33",
"35",
"28",
"27",
"31",
"31",
"37",
"28",
"36",
"31",
"33",
"36",
"44",
"35",
"33",
"32",
"35",
"32",
"40",
"33",
"34",
"35",
"51",
"42",
"40",
"51",
"50",
"33",
"33",
"46",
"39",
"38",
"43",
"50",
"32",
"32",
"40",
"33",
"27",
"40",
"38",
"37",
"43",
"40",
"43",
"35",
"44",
"41",
"50",
"56",
"47",
"46",
"41",
"55",
"49",
"43",
"43",
"59",
"55",
"52",
"60",
"38",
"56",
"53",
"59",
"58",
"60",
"59",
"90",
"55",
"83",
"72",
"73",
"69",
"77",
"62",
"74",
"87",
"78",
"81",
"78",
"87",
"77",
"92",
"99",
"112",
"95",
"114",
"110",
"130",
"131",
"110",
"128",
"133",
"137",
"129",
"155",
"157",
"146",
"164",
"156",
"172",
"170",
"185",
"199",
"179",
"205",
"215",
"216",
"215",
"215",
"211",
"213",
"211",
"208",
"231",
"211",
"239",
"228",
"212",
"212",
"236",
"242",
"192",
"222",
"214",
"262",
"233",
"201",
"228",
"222",
"218",
"229",
"185",
"203",
"176",
"207",
"192",
"197",
"162",
"143",
"160",
"159",
"174",
"162",
"133",
"142",
"150",
"111",
"169",
"131",
"112",
"114",
"127",
"115",
"109",
"89",
"95",
"102",
"104",
"83",
"84",
"77",
"89",
"71",
"88",
"79",
"71",
"68",
"65",
"82",
"77",
"68",
"58",
"79",
"58",
"66",
"76",
"60",
"59",
"51",
"70",
"76",
"55",
"61",
"60",
"75",
"75",
"58",
"85",
"82",
"79",
"65",
"89",
"94",
"87",
"72",
"93",
"101",
"103",
"84",
"99",
"111",
"126",
"109",
"126",
"113",
"94",
"112",
"134",
"138",
"99",
"121",
"112",
"112",
"110",
"108",
"98",
"117",
"76",
"94",
"83",
"72",
"73",
"69",
"76",
"46",
"54",
"51",
"58",
"55",
"42",
"32",
"35",
"34",
"41",
"37",
"35",
"38",
"41",
"39",
"33",
"23",
"34",
"17511",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ga, As, P , Ca, Ir, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    GaLa         1.11     0.077",
"                      AsLa         1.30     0.405",
"                      P Ka         2.00     0.018",
"                      CaKa         3.70     0.205",
"                      CaKb         4.03     0.020",
"                      ----         9.24     4.105",
"                      AsKa        10.54    15.949",
"                      IrLb1       10.71     2.258",
"                      AsKb        11.75     2.303",
"                      RhKaC       19.21     0.151",
"                      RhKa        20.06     0.066",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
