"Sample    : V04",
"26",
"17",
"22",
"25",
"18",
"23",
"16",
"19",
"21",
"22",
"17",
"16",
"20",
"21",
"20",
"21",
"15",
"25",
"25",
"35",
"31",
"22",
"25",
"21",
"27",
"26",
"22",
"22",
"22",
"27",
"18",
"33",
"22",
"38",
"30",
"29",
"33",
"29",
"23",
"23",
"18",
"19",
"33",
"34",
"46",
"28",
"23",
"37",
"42",
"54",
"58",
"69",
"63",
"89",
"101",
"159",
"137",
"212",
"233",
"247",
"262",
"304",
"278",
"329",
"268",
"272",
"233",
"207",
"193",
"155",
"108",
"104",
"79",
"64",
"48",
"48",
"36",
"32",
"37",
"32",
"25",
"36",
"34",
"25",
"30",
"28",
"41",
"32",
"22",
"35",
"33",
"26",
"26",
"31",
"29",
"32",
"33",
"46",
"25",
"51",
"43",
"62",
"75",
"84",
"124",
"115",
"115",
"172",
"153",
"184",
"193",
"204",
"188",
"195",
"167",
"128",
"130",
"117",
"94",
"92",
"77",
"68",
"63",
"58",
"43",
"57",
"36",
"47",
"52",
"47",
"38",
"52",
"41",
"54",
"40",
"48",
"61",
"53",
"49",
"75",
"52",
"67",
"76",
"78",
"64",
"67",
"72",
"69",
"76",
"81",
"70",
"78",
"70",
"81",
"74",
"86",
"80",
"69",
"82",
"83",
"93",
"99",
"78",
"75",
"84",
"98",
"80",
"101",
"90",
"96",
"98",
"125",
"111",
"104",
"103",
"97",
"114",
"99",
"85",
"95",
"101",
"101",
"88",
"103",
"92",
"125",
"98",
"96",
"92",
"112",
"128",
"119",
"97",
"115",
"119",
"117",
"123",
"137",
"141",
"149",
"131",
"156",
"138",
"171",
"160",
"161",
"145",
"202",
"189",
"177",
"209",
"222",
"215",
"249",
"254",
"289",
"325",
"474",
"523",
"729",
"867",
"1322",
"1939",
"2972",
"3906",
"5587",
"7623",
"10286",
"12946",
"17143",
"20683",
"25400",
"28980",
"33139",
"37049",
"40382",
"40871",
"42903",
"41071",
"40704",
"36706",
"34043",
"29955",
"25963",
"21185",
"17451",
"13785",
"10822",
"7800",
"5843",
"4266",
"2970",
"1908",
"1406",
"898",
"597",
"397",
"289",
"226",
"211",
"193",
"160",
"158",
"187",
"175",
"208",
"250",
"283",
"345",
"443",
"563",
"742",
"847",
"1099",
"1414",
"1797",
"2203",
"2667",
"3057",
"3577",
"4010",
"4632",
"4855",
"5062",
"5081",
"5403",
"4999",
"4966",
"4393",
"4172",
"3660",
"3242",
"2710",
"2097",
"1726",
"1406",
"1044",
"784",
"621",
"401",
"289",
"231",
"164",
"117",
"86",
"57",
"56",
"58",
"50",
"31",
"57",
"45",
"27",
"32",
"48",
"36",
"27",
"42",
"43",
"40",
"41",
"43",
"41",
"48",
"45",
"36",
"41",
"36",
"35",
"41",
"50",
"60",
"46",
"51",
"40",
"50",
"48",
"43",
"52",
"48",
"43",
"35",
"50",
"41",
"49",
"43",
"59",
"52",
"44",
"47",
"34",
"50",
"57",
"54",
"45",
"49",
"53",
"51",
"53",
"45",
"58",
"63",
"47",
"70",
"61",
"54",
"52",
"51",
"48",
"61",
"47",
"64",
"53",
"59",
"63",
"70",
"56",
"53",
"73",
"53",
"73",
"65",
"70",
"49",
"61",
"58",
"56",
"44",
"67",
"52",
"52",
"70",
"52",
"57",
"58",
"54",
"50",
"59",
"46",
"50",
"48",
"62",
"54",
"50",
"48",
"44",
"46",
"43",
"56",
"54",
"46",
"60",
"46",
"60",
"43",
"62",
"50",
"58",
"56",
"44",
"49",
"43",
"53",
"64",
"50",
"59",
"46",
"60",
"61",
"60",
"63",
"63",
"57",
"50",
"67",
"60",
"82",
"66",
"64",
"67",
"52",
"67",
"62",
"73",
"65",
"76",
"52",
"67",
"46",
"60",
"69",
"67",
"70",
"72",
"65",
"77",
"56",
"81",
"52",
"56",
"57",
"76",
"62",
"57",
"84",
"72",
"57",
"50",
"70",
"56",
"68",
"73",
"72",
"62",
"60",
"77",
"78",
"77",
"69",
"92",
"114",
"96",
"107",
"132",
"121",
"129",
"143",
"139",
"163",
"147",
"155",
"160",
"135",
"143",
"139",
"121",
"122",
"100",
"95",
"98",
"68",
"78",
"88",
"81",
"70",
"73",
"69",
"62",
"69",
"63",
"59",
"66",
"78",
"65",
"72",
"50",
"58",
"56",
"65",
"65",
"65",
"52",
"82",
"81",
"80",
"73",
"56",
"63",
"76",
"65",
"74",
"73",
"73",
"80",
"83",
"70",
"69",
"77",
"85",
"90",
"83",
"70",
"77",
"79",
"76",
"78",
"76",
"93",
"91",
"92",
"84",
"89",
"97",
"82",
"78",
"73",
"64",
"75",
"64",
"68",
"78",
"65",
"62",
"70",
"68",
"77",
"88",
"77",
"92",
"74",
"77",
"79",
"79",
"72",
"67",
"75",
"77",
"88",
"56",
"65",
"63",
"60",
"51",
"69",
"65",
"46",
"69",
"65",
"72",
"63",
"63",
"92",
"58",
"68",
"63",
"73",
"76",
"58",
"56",
"70",
"65",
"65",
"59",
"70",
"58",
"56",
"75",
"86",
"78",
"70",
"68",
"62",
"78",
"58",
"86",
"77",
"70",
"60",
"81",
"80",
"57",
"75",
"69",
"68",
"61",
"72",
"68",
"76",
"67",
"70",
"76",
"74",
"73",
"76",
"68",
"62",
"70",
"98",
"72",
"65",
"69",
"68",
"78",
"52",
"62",
"84",
"60",
"63",
"81",
"79",
"72",
"93",
"75",
"89",
"76",
"82",
"62",
"74",
"67",
"80",
"63",
"80",
"69",
"75",
"65",
"79",
"66",
"60",
"65",
"78",
"65",
"47",
"69",
"74",
"80",
"73",
"91",
"65",
"81",
"73",
"88",
"77",
"76",
"70",
"60",
"85",
"81",
"70",
"77",
"77",
"65",
"60",
"64",
"65",
"91",
"80",
"53",
"74",
"66",
"72",
"65",
"63",
"64",
"61",
"80",
"58",
"70",
"73",
"69",
"72",
"73",
"78",
"61",
"76",
"80",
"61",
"68",
"93",
"66",
"88",
"80",
"83",
"90",
"89",
"98",
"92",
"103",
"130",
"93",
"152",
"136",
"127",
"151",
"115",
"135",
"140",
"135",
"121",
"136",
"122",
"116",
"88",
"91",
"108",
"83",
"79",
"84",
"75",
"72",
"68",
"69",
"62",
"76",
"70",
"59",
"57",
"38",
"65",
"76",
"70",
"66",
"66",
"68",
"65",
"51",
"49",
"56",
"73",
"85",
"74",
"74",
"82",
"79",
"78",
"78",
"68",
"64",
"81",
"64",
"63",
"85",
"83",
"88",
"80",
"79",
"92",
"81",
"67",
"84",
"66",
"86",
"72",
"60",
"59",
"60",
"65",
"75",
"61",
"63",
"80",
"50",
"80",
"58",
"74",
"74",
"66",
"57",
"74",
"50",
"62",
"73",
"60",
"53",
"51",
"63",
"70",
"59",
"63",
"77",
"62",
"59",
"64",
"69",
"79",
"65",
"57",
"56",
"73",
"57",
"74",
"66",
"79",
"53",
"63",
"77",
"62",
"49",
"64",
"56",
"59",
"53",
"61",
"60",
"75",
"63",
"56",
"76",
"82",
"62",
"74",
"83",
"75",
"65",
"54",
"67",
"60",
"57",
"60",
"68",
"60",
"72",
"69",
"80",
"78",
"58",
"74",
"59",
"73",
"61",
"58",
"73",
"58",
"57",
"58",
"57",
"51",
"65",
"68",
"74",
"64",
"60",
"61",
"72",
"60",
"66",
"68",
"70",
"57",
"67",
"73",
"59",
"62",
"56",
"77",
"51",
"82",
"62",
"59",
"60",
"70",
"67",
"66",
"68",
"66",
"58",
"53",
"67",
"66",
"58",
"79",
"60",
"58",
"64",
"75",
"61",
"57",
"57",
"65",
"72",
"66",
"61",
"78",
"66",
"64",
"58",
"58",
"57",
"67",
"60",
"63",
"70",
"60",
"64",
"64",
"67",
"62",
"72",
"66",
"67",
"59",
"54",
"44",
"69",
"47",
"56",
"60",
"51",
"77",
"73",
"49",
"48",
"54",
"64",
"72",
"60",
"51",
"63",
"69",
"54",
"64",
"65",
"52",
"49",
"78",
"51",
"56",
"61",
"59",
"56",
"61",
"92",
"64",
"65",
"65",
"70",
"70",
"52",
"66",
"54",
"69",
"57",
"62",
"58",
"58",
"64",
"67",
"61",
"68",
"57",
"51",
"62",
"54",
"52",
"53",
"37",
"75",
"61",
"51",
"36",
"58",
"49",
"65",
"50",
"64",
"67",
"56",
"52",
"61",
"54",
"47",
"52",
"48",
"60",
"62",
"53",
"60",
"63",
"63",
"76",
"65",
"48",
"45",
"65",
"63",
"48",
"50",
"63",
"53",
"52",
"68",
"48",
"68",
"46",
"48",
"48",
"57",
"66",
"64",
"58",
"65",
"53",
"53",
"68",
"51",
"53",
"54",
"65",
"52",
"65",
"51",
"57",
"46",
"41",
"51",
"64",
"46",
"62",
"56",
"51",
"53",
"64",
"45",
"62",
"61",
"47",
"50",
"64",
"63",
"63",
"64",
"65",
"53",
"65",
"63",
"57",
"47",
"54",
"60",
"79",
"63",
"68",
"57",
"59",
"50",
"58",
"58",
"53",
"61",
"50",
"68",
"56",
"50",
"60",
"68",
"49",
"54",
"40",
"56",
"56",
"57",
"59",
"50",
"65",
"57",
"45",
"54",
"57",
"49",
"63",
"47",
"60",
"67",
"61",
"56",
"51",
"51",
"46",
"57",
"48",
"51",
"49",
"54",
"60",
"50",
"48",
"47",
"44",
"42",
"45",
"52",
"57",
"58",
"57",
"50",
"60",
"59",
"57",
"36",
"57",
"59",
"43",
"58",
"29",
"50",
"53",
"44",
"61",
"50",
"56",
"62",
"60",
"67",
"50",
"36",
"53",
"47",
"56",
"66",
"56",
"62",
"45",
"50",
"52",
"40",
"59",
"41",
"67",
"50",
"52",
"52",
"56",
"38",
"47",
"50",
"51",
"57",
"50",
"61",
"61",
"53",
"48",
"49",
"58",
"59",
"36",
"60",
"58",
"42",
"46",
"42",
"61",
"57",
"52",
"41",
"54",
"56",
"48",
"46",
"46",
"38",
"50",
"49",
"51",
"61",
"56",
"51",
"38",
"49",
"52",
"49",
"44",
"50",
"46",
"44",
"58",
"37",
"43",
"50",
"60",
"46",
"49",
"52",
"45",
"56",
"52",
"72",
"50",
"47",
"45",
"53",
"49",
"52",
"56",
"41",
"49",
"46",
"48",
"56",
"59",
"52",
"37",
"34",
"51",
"38",
"54",
"53",
"46",
"54",
"57",
"35",
"54",
"46",
"50",
"48",
"52",
"47",
"54",
"50",
"52",
"53",
"44",
"52",
"44",
"37",
"62",
"37",
"48",
"56",
"53",
"60",
"53",
"53",
"48",
"38",
"44",
"56",
"48",
"43",
"49",
"45",
"44",
"38",
"56",
"43",
"38",
"46",
"51",
"44",
"44",
"44",
"45",
"30",
"38",
"49",
"49",
"49",
"49",
"45",
"50",
"56",
"41",
"50",
"45",
"51",
"46",
"47",
"51",
"37",
"43",
"49",
"40",
"40",
"43",
"45",
"44",
"60",
"38",
"38",
"43",
"52",
"43",
"44",
"41",
"42",
"38",
"59",
"59",
"45",
"41",
"35",
"43",
"57",
"35",
"45",
"53",
"50",
"50",
"40",
"38",
"40",
"35",
"54",
"53",
"56",
"44",
"65",
"52",
"42",
"35",
"61",
"49",
"51",
"47",
"35",
"44",
"56",
"37",
"41",
"30",
"33",
"34",
"29",
"35",
"48",
"46",
"42",
"42",
"45",
"43",
"44",
"41",
"36",
"43",
"47",
"52",
"40",
"50",
"46",
"46",
"42",
"47",
"47",
"35",
"30",
"37",
"27",
"47",
"52",
"48",
"37",
"45",
"59",
"41",
"46",
"32",
"45",
"49",
"36",
"44",
"33",
"37",
"35",
"48",
"31",
"32",
"41",
"48",
"44",
"37",
"42",
"41",
"49",
"36",
"33",
"32",
"52",
"49",
"56",
"44",
"41",
"40",
"38",
"42",
"49",
"31",
"41",
"35",
"47",
"42",
"50",
"51",
"43",
"44",
"40",
"35",
"42",
"50",
"37",
"47",
"45",
"50",
"50",
"38",
"42",
"35",
"35",
"44",
"43",
"40",
"44",
"41",
"40",
"36",
"41",
"40",
"42",
"44",
"36",
"49",
"42",
"38",
"32",
"40",
"40",
"44",
"40",
"36",
"34",
"31",
"37",
"56",
"38",
"32",
"37",
"33",
"43",
"44",
"42",
"30",
"50",
"38",
"41",
"34",
"42",
"50",
"41",
"49",
"35",
"42",
"33",
"23",
"32",
"51",
"38",
"37",
"46",
"45",
"48",
"47",
"44",
"31",
"47",
"47",
"36",
"31",
"32",
"38",
"49",
"45",
"50",
"47",
"34",
"37",
"30",
"48",
"44",
"43",
"37",
"37",
"46",
"29",
"38",
"40",
"41",
"50",
"52",
"45",
"48",
"41",
"38",
"37",
"37",
"37",
"34",
"42",
"40",
"35",
"41",
"38",
"46",
"33",
"43",
"46",
"47",
"38",
"36",
"44",
"44",
"48",
"44",
"38",
"51",
"44",
"52",
"37",
"47",
"51",
"40",
"47",
"56",
"35",
"52",
"51",
"48",
"43",
"58",
"53",
"51",
"48",
"52",
"51",
"53",
"56",
"38",
"50",
"57",
"74",
"62",
"52",
"38",
"43",
"43",
"53",
"61",
"52",
"69",
"63",
"68",
"50",
"45",
"66",
"52",
"70",
"56",
"66",
"53",
"58",
"52",
"78",
"62",
"56",
"54",
"56",
"77",
"58",
"67",
"60",
"76",
"59",
"75",
"92",
"90",
"77",
"73",
"84",
"77",
"63",
"83",
"81",
"100",
"83",
"109",
"99",
"108",
"100",
"110",
"111",
"136",
"124",
"123",
"153",
"140",
"139",
"167",
"126",
"154",
"179",
"151",
"178",
"178",
"154",
"173",
"200",
"225",
"194",
"203",
"211",
"208",
"222",
"235",
"259",
"221",
"252",
"235",
"265",
"258",
"274",
"259",
"292",
"281",
"253",
"265",
"313",
"265",
"271",
"292",
"287",
"302",
"263",
"270",
"285",
"272",
"267",
"263",
"250",
"290",
"252",
"237",
"247",
"239",
"231",
"227",
"241",
"223",
"201",
"205",
"194",
"195",
"177",
"204",
"184",
"173",
"142",
"170",
"148",
"159",
"158",
"123",
"133",
"136",
"116",
"121",
"112",
"106",
"95",
"94",
"101",
"90",
"78",
"85",
"84",
"72",
"77",
"72",
"72",
"63",
"70",
"77",
"85",
"60",
"54",
"63",
"61",
"62",
"77",
"67",
"50",
"78",
"77",
"85",
"70",
"78",
"69",
"68",
"94",
"100",
"105",
"92",
"114",
"100",
"128",
"125",
"123",
"133",
"137",
"145",
"136",
"136",
"137",
"136",
"142",
"140",
"154",
"120",
"142",
"127",
"152",
"122",
"171",
"135",
"130",
"111",
"113",
"114",
"115",
"85",
"74",
"100",
"80",
"96",
"80",
"63",
"63",
"58",
"75",
"61",
"57",
"49",
"58",
"33",
"53",
"48",
"41",
"40",
"41",
"28",
"54",
"19",
"42",
"19919",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  V , Ni, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    V KaESC      3.20     0.178",
"                      ----         3.68     0.105",
"                      V Ka         4.95    29.886",
"                      V Kb         5.43     3.751",
"                      NiKa         7.47     0.077",
"                      V KaSUM      9.88     0.068",
"                      RuKa        19.24     0.226",
"                      ----        19.48     0.118",
"                      ----        20.02     0.095",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
