id,ug_cm2,erro
GHA274,10.3514001363,0.2657617938
GHA275,7.7324446149,0.1923624549
GHA278,9.9663811623,0.2549392343
GHA279,10.4692910178,0.2690771807
GHA280,8.4846898578,0.2133827146
GHA281,9.0888333447,0.2303064577
GHA282,8.5196595064,0.2143613978
GHA283,7.6762234999,0.1907942561
GHA284,0.24864616,0.0416408477
GHA285,8.9281788854,0.2258029721
GHA286,9.3001234254,0.2362324621
GHA287,6.1667427048,0.1488990593
GHA288,8.1522516528,0.2040852138
GHA289,0.2853731063,0.0410735183
GHA290,9.5243839904,0.2425258281
GHA291,10.5296940525,0.2707761344
GHA292,9.9663811623,0.2549392343
GHA293,7.3815782296,0.1825830579
GHA294,11.1235870407,0.2874895134
GHA295,9.3438880251,0.2374603358
GHA296,7.8184321208,0.1947617675
GHA297,10.9830196954,0.2835322604
GHA298,7.996726037,0.1997397556
GHA301,8.0273061351,0.2005939518
GHA302,8.3480645846,0.2095602145
GHA303,9.7633122333,0.2492345589
GHA304,9.5243839904,0.2425258281
GHA305,6.8552151022,0.1679500663
GHA306,7.6484340093,0.1900192744
GHA307,11.5809707633,0.3003711879
GHA308,8.1206124907,0.2032009719
GHA309,0.2267858731,0.0419871584
GHA310,9.7633122333,0.2492345589
GHA311,11.8330914408,0.3074751296
GHA313,8.2488467145,0.2067855225
GHA315,9.5243839904,0.2425258281
GHA316,7.7042259388,0.1915752853
GHA317,10.0189619313,0.2564167487
GHA318,8.3146917463,0.2086268038
GHA319,8.1522516528,0.2040852138
GHA320,8.4846898578,0.2133827146
GHA321,0.2376996703,0.0418134714
GHA322,9.3438880251,0.2374603358
GHA323,9.0076233272,0.2280297053
GHA324,8.9676852204,0.2269102223
GHA325,10.0723103298,0.2579159956
GHA326,11.7471039349,0.3050520357
GHA327,9.7142604848,0.2478569619
GHA330,8.5906190252,0.2163476843
GHA331,9.3438880251,0.2374603358
GHA334,0.3524263709,0.0400868701
GHA335,10.5296940525,0.2707761344
GHA336,10.9147130264,0.2816095912
GHA337,8.7368105353,0.2204413539
GHA338,8.45005168,0.2124134282
GHA339,0.2304201851,0.0419291465
GHA340,7.6208542528,0.1892502492
GHA341,7.3051789231,0.1804561375
GHA343,8.2488467145,0.2067855225
GHA344,10.40987019,0.2674060303
GHA345,7.8475502063,0.1955744718
GHA346,8.5549670313,0.2153496589
GHA347,7.996726037,0.1997397556
GHA348,10.8476597617,0.2797223989
GHA349,10.1814020248,0.2609822898
GHA351,9.3881831176,0.2387032341
GHA353,8.45005168,0.2124134282
GHA355,6.9683603754,0.1710912141
GHA356,9.5709362173,0.2438326478
GHA358,8.1841671429,0.2049772938
GHA359,8.2816209288,0.2077019576
GHA360,7.7608828938,0.1931558598
GHA361,5.7651509115,0.1378479062
GHA362,0.3299382975,0.0404104792
GHA363,9.0480027479,0.2291616907
GHA364,9.2568767621,0.2350192579
GHA366,9.1718892016,0.2326354991
GHA367,10.4692910178,0.2690771807
GHA368,8.1841671429,0.2049772938
GHA369,9.813031373,0.2506310528
GHA371,9.813031373,0.2506310528
GHA372,8.3480645846,0.2095602145
GHA373,8.7742908679,0.2214911973
GHA375,7.7895442202,0.1939555975
GHA376,7.7324446149,0.1923624549
GHA377,10.5296940525,0.2707761344
GHA378,7.3304683001,0.1811600769
GHA379,7.996726037,0.1997397556
GHA380,9.4330217218,0.2399615252
GHA381,9.1301253139,0.2314642944
GHA383,10.1264491036,0.2594376184
GHA385,8.381745011,0.2105023468
GHA387,8.626622276,0.2173556659
GHA388,9.3438880251,0.2374603358
GHA389,7.9363230024,0.1980528483
GHA390,7.9064918131,0.1972199039
GHA391,8.3146917463,0.2086268038
GHA392,0.3788385693,0.0397165054
GHA393,10.8476597617,0.2797223989
GHA394,7.7042259388,0.1915752853
GHA395,10.0189619313,0.2564167487
GHA396,9.2141359194,0.2338203805
GHA397,8.5549670313,0.2153496589
GHA400,0.2340581151,0.0418712504
GHA401,9.4330217218,0.2399615252
GHA402,8.4846898578,0.2133827146
GHA403,9.3001234254,0.2362324621
GHA404,7.9363230024,0.1980528483
GHA405,9.5243839904,0.2425258281
GHA406,9.3881831176,0.2387032341
GHA408,0.2853731063,0.0410735183
GHA409,11.2697785507,0.2916059513
GHA410,6.8552151022,0.1679500663
GHA411,7.0851211192,0.1743353274
GHA412,10.2371939542,0.2625507129
GHA413,9.5709362173,0.2438326478
GHA414,11.0526275218,0.2854917578
GHA415,7.1812924694,0.1770092557
GHA417,11.1959517894,0.2895270423
GHA418,8.8121596046,0.2225520471
GHA419,0.2596255385,0.0414693183
GHA420,6.7889721935,0.1661122299
GHA421,7.3051789231,0.1804561375
GHA422,7.2057360414,0.1776891398
GHA423,0.2413448581,0.0417558105
GHA425,8.8121596046,0.2225520471
GHA427,8.45005168,0.2124134282
GHA428,,
GHA429,8.7742908679,0.2214911973
GHA430,7.2303442179,0.1783737064
GHA431,10.2371939542,0.2625507129
GHA432,8.0273061351,0.2005939518
GHA433,10.0189619313,0.2564167487
GHA434,9.5709362173,0.2438326478
GHA435,8.9676852204,0.2269102223
GHA436,8.7742908679,0.2214911973
GHA437,9.2568767621,0.2350192579
GHA439,9.6180891347,0.2451564775
GHA441,0.2669634936,0.041355589
GHA442,9.9663811623,0.2549392343
GHA443,9.2141359194,0.2338203805
GHA444,8.8890950862,0.2247076934
GHA445,8.9281788854,0.2258029721
GHA446,7.9663997186,0.1988927605
GHA447,11.1959517894,0.2895270423
GHA448,10.8476597617,0.2797223989
GHA449,10.9147130264,0.2816095912
GHA450,9.2568767621,0.2350192579
GHA451,8.5196595064,0.2143613978
GHA456,8.662983774,0.2183738012
GHA457,9.813031373,0.2506310528
GHA458,8.8504248799,0.2236241334
GHA461,5.8318979798,0.1396809052
GHA462,5.2279148783,0.123160617
GHA463,6.9914159749,0.1717315933
GHA464,6.5558653292,0.159652517
GHA466,6.1852455311,0.1494094534
GHA467,7.3559339111,0.1818690271
GHA469,7.7608828938,0.1931558598
GHA472,5.8487769955,0.1401446876
GHA473,7.8475502063,0.1955744718
GHA474,7.3051789231,0.1804561375
GHA476,7.8475502063,0.1955744718
GHA477,6.0397815346,0.1453996417
GHA478,5.6996011648,0.1360493893
GHA480,7.6484340093,0.1900192744
GHA482,6.4746553117,0.1574050337
GHA483,6.3367408163,0.1535920447
GHA484,0.2559620791,0.0415263712
GHA485,7.8769021745,0.196393815
GHA486,7.3304683001,0.1811600769
GHA487,9.0480027479,0.2291616907
GHA488,8.2816209288,0.2077019576
GHA489,8.0892449127,0.2023244342
GHA491,7.1570113143,0.1763339923
GHA492,0.2853731063,0.0410735183
GHA493,6.8552151022,0.1679500663
GHA495,6.9000537064,0.1691945743
GHA496,6.2413228524,0.1509569293
GHA497,6.0043026113,0.1444226315
GHA498,6.8330004417,0.1673336437
GHA499,6.5764529915,0.1602225314
GHA500,6.2791915892,0.1520024342
GHA501,6.0936542605,0.1468839311
GHA504,6.1667427048,0.1488990593
GHA506,5.986691491,0.1439378103
GHA509,7.7608828938,0.1931558598
GHA510,7.5125707631,0.1862319698
GHA511,11.4220631016,0.2958948425
GHA512,9.0888333447,0.2303064577
GHA513,8.2816209288,0.2077019576
GHA516,8.8890950862,0.2247076934
GHA517,9.0076233272,0.2280297053
GHA518,10.4692910178,0.2690771807
GHA519,8.1522516528,0.2040852138
GHA520,2.2329477995,0.0480342681
GHA523,5.986691491,0.1439378103
GHA527,10.0723103298,0.2579159956
GHA528,6.6599834945,0.1625362677
GHA530,7.8475502063,0.1955744718
GHA531,10.0723103298,0.2579159956
GHA532,10.0189619313,0.2564167487
GHA533,7.4596089608,0.1847563541
GHA534,0.1834537401,0.0426919407
GHA535,10.3514001363,0.2657617938
GHA536,10.78181473,0.2778694053
GHA550,7.4859939158,0.1854914355
GHA551,0.3299382975,0.0404104792
GHA552,6.8552151022,0.1679500663
GHA554,6.76715541,0.1655071487
GHA555,6.7889721935,0.1661122299
GHA556,0.315022765,0.0406292188
GHA557,7.1089277206,0.1749970869
GHA558,8.4157387481,0.2114533626
GHA559,8.3146917463,0.2086268038
GHA560,9.7633122333,0.2492345589
GHA561,8.0581442961,0.2014554699
GHA562,9.4784173416,0.2412355911
GHA563,10.40987019,0.2674060303
GHA564,8.8890950862,0.2247076934
GHA565,8.2163638305,0.2058773496
GHA566,8.8890950862,0.2247076934
GHA570,10.0723103298,0.2579159956
GHA572,6.5971572985,0.1607958759
GHA573,7.0851211192,0.1743353274
GHA576,7.0851211192,0.1743353274
GHA578,0.3224729213,0.0405195562
GHA580,7.2057360414,0.1776891398
GHA583,7.2800633576,0.1797571403
GHA584,0.2779981282,0.0411859544
GHA585,7.6484340093,0.1900192744
GHA586,7.2551192307,0.1790630185
GHA587,6.9000537064,0.1691945743
GHA588,6.9226810257,0.1698227549
GHA589,6.5353930046,0.159085796
GHA590,5.798372053,0.138760019
GHA591,6.9000537064,0.1691945743
GHA592,6.7454681036,0.1649057591
GHA598,0.3224729213,0.0405195562
GHA603,0.2890661843,0.0410175
GHA604,6.6389211861,0.1619527056
GHA605,8.0273061351,0.2005939518
GHA606,6.6179795793,0.1613725879
GHA611,6.5558653292,0.159652517
GHA612,7.3051789231,0.1804561375
GHA613,9.7142604848,0.2478569619
GHA614,8.7742908679,0.2214911973
GHA615,7.2800633576,0.1797571403
GHA616,6.2602081678,0.1514782776
GHA617,8.0273061351,0.2005939518
GHA618,8.1522516528,0.2040852138
GHA620,7.4074037816,0.1833022404
GHA621,6.9454493261,0.1704549516
GHA622,7.0614686069,0.1736779537
GHA625,6.4746553117,0.1574050337
GHA626,6.9000537064,0.1691945743
GHA627,7.7608828938,0.1931558598
GHA628,0.3038759326,0.0407947881
GHA629,8.2488467145,0.2067855225
GHA630,9.0076233272,0.2280297053
GHA631,8.0892449127,0.2023244342
GHA632,7.0379682018,0.1730249098
GHA633,6.0576510098,0.1458918776
GHA634,7.0851211192,0.1743353274
GHA635,6.1300157585,0.1478862575
GHA636,0.337418956,0.0403019987
GHA637,0.3674956723,0.0398742584
GHA638,9.0076233272,0.2280297053
GHA639,8.5549670313,0.2153496589
GHA640,9.3881831176,0.2387032341
GHA641,7.8769021745,0.196393815
GHA643,7.3559339111,0.1818690271
GHA644,9.2568767621,0.2350192579
GHA649,0.2890661843,0.0410175
GHA650,7.3051789231,0.1804561375
GHA651,5.2565762048,0.1239408258
gha652,4.1695078229,0.0947347283
GHA653,5.5876444752,0.1329814403
GHA657,6.39521087,0.1552079958
GHA658,6.8552151022,0.1679500663
GHA659,5.4943381196,0.130428493
GHA660,9.3438880251,0.2374603358
GHA662,6.39521087,0.1552079958
GHA664,7.9064918131,0.1972199039
GHA665,7.3815782296,0.1825830579
GHA666,7.4334131469,0.1840266477
GHA667,9.7633122333,0.2492345589
GHA668,6.9914159749,0.1717315933
GHA669,8.381745011,0.2105023468
GHA671,7.0379682018,0.1730249098
GHA672,2.7524960899,0.059193192
GHA675,8.9281788854,0.2258029721
GHA676,7.4859939158,0.1854914355
GHA677,5.986691491,0.1439378103
GHA678,4.8229658957,0.1121868505
GHA679,7.4334131469,0.1840266477
GHA680,5.8318979798,0.1396809052
GHA681,4.9266409454,0.1149868418
GHA682,0.4130800521,0.0392524369
GHA683,8.3146917463,0.2086268038
GHA684,4.611962956,0.1065115962
GHA686,0.2927629984,0.0409616166
GHA688,0.3038759326,0.0407947881
GHA689,6.4149106503,0.155752644
GHA690,8.4157387481,0.2114533626
GHA691,5.1994765994,0.1223869004
GHA692,7.0379682018,0.1730249098
GHA693,6.1300157585,0.1478862575
GHA694,0.2743162131,0.0412423698
GHA695,9.2568767621,0.2350192579
GHA696,4.5879214193,0.1058671227
GHA697,5.798372053,0.138760019
GHA698,6.5971572985,0.1607958759
GHA699,6.5150347325,0.158522332
GHA700,4.5521531038,0.1049091683
GHA702,8.2163638305,0.2058773496
GHA704,6.2602081678,0.1514782776
GHA705,6.2225346342,0.1504383611
GHA706,7.5663114433,0.1877297159
GHA707,7.4074037816,0.1833022404
GHA708,9.3438880251,0.2374603358
GHA709,7.2800633576,0.1797571403
GHA710,5.2136680751,0.1227729532
GHA711,5.4183624018,0.1283525229
GHA712,5.7817237308,0.1383028756
GHA713,8.8121596046,0.2225520471
GHA716,7.9363230024,0.1980528483
GHA717,7.4596089608,0.1847563541
GHA718,0.1762814113,0.0428108802
GHA719,6.3174568644,0.1530592882
GHA721,9.4330217218,0.2399615252
GHA722,7.3559339111,0.1818690271
GHA723,6.1300157585,0.1478862575
GHA724,7.132890432,0.1756632891
GHA725,9.3438880251,0.2374603358
GHA727,9.813031373,0.2506310528
GHA728,7.4074037816,0.1833022404
GHA729,7.0614686069,0.1736779537
GHA730,9.1718892016,0.2326354991
GHA731,7.7895442202,0.1939555975
GHA733,9.2141359194,0.2338203805
GHA735,7.6484340093,0.1900192744
GHA736,8.2163638305,0.2058773496
GHA737,10.78181473,0.2778694053
GHA738,7.5393423143,0.1869780362
GHA739,8.662983774,0.2183738012
GHA740,10.0723103298,0.2579159956
GHA741,9.2568767621,0.2350192579
GHA742,7.7324446149,0.1923624549
GHA743,7.6484340093,0.1900192744
GHA744,8.3146917463,0.2086268038
GHA746,6.2038425198,0.1499225449
GHA747,7.132890432,0.1756632891
GHA748,8.2816209288,0.2077019576
GHA749,6.9000537064,0.1691945743
GHA750,6.9914159749,0.1717315933
GHA751,,
GHA752,9.9145462451,0.2534828362
GHA753,7.9363230024,0.1980528483
GHA754,6.9454493261,0.1704549516
GHA755,8.4157387481,0.2114533626
GHA756,6.5971572985,0.1607958759
GHA757,8.3146917463,0.2086268038
GHA759,6.2791915892,0.1520024342
GHA760,7.7895442202,0.1939555975
GHA761,8.4846898578,0.2133827146
GHA762,0.2596255385,0.0414693183
GHA763,8.3146917463,0.2086268038
GHA764,11.1959517894,0.2895270423
GHA765,7.8184321208,0.1947617675
GHA766,3.62455829,0.080550829
GHA769,5.7158786991,0.1364958515
GHA770,9.5243839904,0.2425258281
GHA771,5.9343617128,0.1424978077
GHA772,0.3299382975,0.0404104792
GHA773,6.5353930046,0.159085796
GHA774,7.2800633576,0.1797571403
GHA775,9.813031373,0.2506310528
GHA776,8.3480645846,0.2095602145
GHA777,8.9676852204,0.2269102223
GHA778,6.7239087467,0.1643080181
GHA779,7.5125707631,0.1862319698
GHA780,7.2057360414,0.1776891398
GHA781,6.4546316978,0.15685113
GHA782,10.0189619313,0.2564167487
GHA784,6.4746553117,0.1574050337
GHA786,8.3480645846,0.2095602145
GHA787,7.0614686069,0.1736779537
GHA788,6.3367408163,0.1535920447
GHA790,5.4183624018,0.1283525229
GHA791,7.9363230024,0.1980528483
GHA792,6.5353930046,0.159085796
GHA793,6.2413228524,0.1509569293
GHA794,0.3224729213,0.0405195562
GHA795,7.5934810882,0.188487092
GHA796,5.798372053,0.138760019
GHA797,6.0397815346,0.1453996417
GHA798,6.6389211861,0.1619527056
GHA799,6.6179795793,0.1613725879
GHA800,5.5876444752,0.1329814403
GHA801,9.4784173416,0.2412355911
GHA802,7.3304683001,0.1811600769
GHA804,7.132890432,0.1756632891
GHA805,4.9398096097,0.1153429932
GHA807,0.1477320442,0.0432905537
GHA808,8.7368105353,0.2204413539
GHA811,5.7817237308,0.1383028756
GHA812,5.4334317032,0.1287640724
GHA813,6.0576510098,0.1458918776
GHA815,5.6034298147,0.1334137016
GHA816,5.5562768973,0.1321227845
GHA817,4.7848337195,0.1111588248
GHA818,6.3174568644,0.1530592882
GHA819,7.6762234999,0.1907942561
GHA820,6.8552151022,0.1679500663
GHA821,4.8102109075,0.1118428697
GHA822,5.1293343232,0.1204803905
GHA823,6.3561270707,0.1541277276
GHA824,4.7596315479,0.1104799465
GHA825,7.2800633576,0.1797571403
GHA827,6.3561270707,0.1541277276
GHA828,5.8150965691,0.1392193557
GHA829,6.5353930046,0.159085796
GHA830,7.3304683001,0.1811600769
GHA831,5.6192836373,0.1338479405
GHA832,8.8504248799,0.2236241334
GHA833,6.2982741411,0.152529428
GHA834,6.2791915892,0.1520024342
GHA835,6.1667427048,0.1488990593
GHA836,7.0851211192,0.1743353274
GHA838,5.5097246703,0.1308492275
GHA839,5.8150965691,0.1392193557
GHA840,5.6352065401,0.1342841736
GHA841,4.8744357662,0.1135760295
GHA843,6.2038425198,0.1499225449
GHA844,8.2816209288,0.2077019576
GHA846,6.075608296,0.1463866326
GHA847,6.4149106503,0.155752644
GHA848,0.337418956,0.0403019987
GHA849,6.6599834945,0.1625362677
GHA850,5.3884089522,0.12753479
GHA851,0.311303375,0.0406842665
GHA852,9.3438880251,0.2374603358
GHA853,6.9000537064,0.1691945743
GHA854,5.986691491,0.1439378103
GHA855,2.8036060195,0.0603738685
GHA856,5.5562768973,0.1321227845
GHA857,5.4485634034,0.1291774296
GHA858,5.1572298816,0.1212382899
GHA859,4.3000324263,0.0981890251
GHA860,5.1572298816,0.1212382899
GHA861,6.0397815346,0.1453996417
GHA863,8.7368105353,0.2204413539
GHA865,4.8357655599,0.1125321483
GHA866,5.9517218423,0.1429754209
GHA867,6.2225346342,0.1504383611
GHA868,5.1016500969,0.1197286585
GHA869,4.311122876,0.0984833602
GHA870,4.9135195654,0.114632079
GHA871,7.5125707631,0.1862319698
GHA872,5.5097246703,0.1308492275
GHA873,6.9454493261,0.1704549516
GHA876,6.3367408163,0.1535920447
GHA877,6.877565633,0.1685703607
GHA878,4.9004451314,0.1142786955
GHA879,0.1619788474,0.0430499498
GHA880,9.6180891347,0.2451564775
GHA881,5.3735237976,0.1271285786
GHA882,0.3336767126,0.0403561638
GHA883,8.1206124907,0.2032009719
GHA884,7.0614686069,0.1736779537
GHA885,6.681167904,0.1631233136
GHA886,5.3292287051,0.1259204
GHA887,6.2038425198,0.1499225449
GHA888,6.5150347325,0.158522332
GHA889,7.4859939158,0.1854914355
GHA890,8.5549670313,0.2153496589
GHA891,8.626622276,0.2173556659
GHA892,7.8769021745,0.196393815
GHA893,9.5709362173,0.2438326478
GHA894,8.381745011,0.2105023468
GHA895,8.8504248799,0.2236241334
GHA896,11.5006532358,0.2981085701
GHA897,8.0273061351,0.2005939518
GHA899,8.2163638305,0.2058773496
GHA901,8.5906190252,0.2163476843
GHA902,8.8504248799,0.2236241334
GHA903,8.5906190252,0.2163476843
GHA904,10.0723103298,0.2579159956
GHA906,5.986691491,0.1439378103
GHA907,5.7651509115,0.1378479062
GHA908,7.1089277206,0.1749970869
GHA909,5.5876444752,0.1329814403
GHA910,6.2791915892,0.1520024342
GHA911,9.8634363155,0.2520469643
GHA912,5.4033549869,0.1279427668
GHA913,6.1852455311,0.1494094534
GHA914,5.57192703,0.13255114
GHA916,8.8890950862,0.2247076934
GHA917,6.9226810257,0.1698227549
GHA918,6.3561270707,0.1541277276
GHA919,5.7817237308,0.1383028756
GHA920,5.5876444752,0.1329814403
GHA921,8.1522516528,0.2040852138
GHA922,5.2565762048,0.1239408258
GHA923,5.7486529133,0.1373950915
GHA924,7.9663997186,0.1988927605
GHA926,0.2779981282,0.0411859544
GHA927,5.1016500969,0.1197286585
GHA928,6.0397815346,0.1453996417
GHA929,9.3001234254,0.2362324621
GHA930,4.1909407313,0.0953006681
GHA932,7.2057360414,0.1776891398
GHA933,9.3881831176,0.2387032341
GHA934,4.9929640072,0.1167816747
GHA935,0.2304201851,0.0419291465
