"Sample    : zn-c16",
"33",
"30",
"23",
"35",
"35",
"37",
"35",
"41",
"46",
"34",
"33",
"34",
"38",
"32",
"47",
"30",
"44",
"46",
"38",
"39",
"48",
"41",
"31",
"39",
"34",
"48",
"44",
"37",
"45",
"36",
"46",
"32",
"45",
"40",
"29",
"31",
"49",
"44",
"32",
"33",
"47",
"33",
"42",
"42",
"38",
"29",
"47",
"23",
"41",
"30",
"32",
"35",
"43",
"39",
"36",
"40",
"45",
"36",
"37",
"33",
"55",
"51",
"45",
"39",
"47",
"41",
"46",
"45",
"37",
"37",
"67",
"72",
"77",
"66",
"69",
"74",
"68",
"75",
"96",
"63",
"83",
"74",
"77",
"64",
"84",
"56",
"71",
"49",
"57",
"58",
"64",
"33",
"38",
"55",
"52",
"47",
"45",
"40",
"47",
"40",
"40",
"32",
"52",
"47",
"48",
"35",
"50",
"38",
"54",
"49",
"43",
"54",
"54",
"51",
"40",
"57",
"67",
"56",
"65",
"63",
"73",
"65",
"82",
"96",
"85",
"88",
"105",
"116",
"93",
"106",
"86",
"91",
"91",
"69",
"95",
"89",
"71",
"54",
"58",
"54",
"72",
"47",
"69",
"58",
"64",
"45",
"40",
"46",
"44",
"51",
"45",
"51",
"63",
"47",
"55",
"51",
"44",
"41",
"60",
"42",
"46",
"42",
"58",
"49",
"42",
"54",
"64",
"52",
"45",
"50",
"50",
"58",
"54",
"53",
"61",
"55",
"63",
"58",
"70",
"54",
"71",
"64",
"67",
"69",
"76",
"64",
"74",
"78",
"76",
"78",
"66",
"72",
"65",
"64",
"55",
"53",
"50",
"45",
"40",
"44",
"42",
"56",
"37",
"52",
"50",
"41",
"44",
"41",
"53",
"43",
"52",
"60",
"57",
"49",
"37",
"71",
"41",
"44",
"45",
"58",
"46",
"66",
"60",
"69",
"69",
"50",
"71",
"63",
"48",
"64",
"51",
"54",
"68",
"74",
"55",
"71",
"75",
"65",
"68",
"77",
"80",
"57",
"89",
"78",
"82",
"89",
"83",
"88",
"95",
"73",
"72",
"78",
"82",
"78",
"85",
"102",
"89",
"68",
"96",
"63",
"96",
"105",
"103",
"105",
"116",
"121",
"136",
"122",
"145",
"141",
"155",
"166",
"173",
"159",
"210",
"243",
"322",
"405",
"532",
"672",
"943",
"1226",
"1676",
"2302",
"3037",
"3771",
"5237",
"6280",
"8119",
"9658",
"11877",
"13988",
"17118",
"18486",
"21698",
"24184",
"26985",
"27457",
"29674",
"31096",
"32353",
"31295",
"31646",
"31746",
"30134",
"27206",
"25918",
"23330",
"21141",
"17867",
"15963",
"13537",
"11330",
"8899",
"7462",
"5975",
"4793",
"3575",
"2717",
"2117",
"1561",
"1065",
"860",
"600",
"454",
"317",
"249",
"201",
"173",
"118",
"125",
"117",
"106",
"85",
"89",
"103",
"71",
"85",
"80",
"69",
"82",
"79",
"66",
"77",
"87",
"75",
"68",
"85",
"88",
"83",
"79",
"93",
"79",
"87",
"90",
"88",
"72",
"92",
"109",
"86",
"106",
"95",
"104",
"119",
"113",
"130",
"119",
"119",
"154",
"151",
"179",
"210",
"244",
"288",
"315",
"393",
"458",
"538",
"622",
"796",
"965",
"1188",
"1477",
"1602",
"1928",
"2045",
"2493",
"2776",
"3055",
"3289",
"3706",
"4010",
"4144",
"4141",
"4286",
"4163",
"4200",
"3866",
"3960",
"3870",
"3580",
"3051",
"2827",
"2470",
"2133",
"1834",
"1611",
"1329",
"1091",
"919",
"739",
"628",
"486",
"348",
"269",
"223",
"153",
"138",
"94",
"87",
"62",
"55",
"45",
"46",
"39",
"40",
"32",
"36",
"45",
"30",
"38",
"37",
"32",
"33",
"25",
"38",
"29",
"33",
"43",
"25",
"33",
"28",
"31",
"37",
"29",
"29",
"33",
"28",
"30",
"31",
"41",
"30",
"32",
"32",
"24",
"31",
"27",
"38",
"25",
"33",
"29",
"31",
"46",
"29",
"32",
"27",
"26",
"33",
"40",
"27",
"38",
"37",
"40",
"33",
"35",
"33",
"39",
"36",
"51",
"42",
"58",
"53",
"71",
"65",
"72",
"70",
"74",
"91",
"81",
"80",
"91",
"74",
"71",
"63",
"72",
"77",
"69",
"71",
"60",
"64",
"83",
"60",
"52",
"53",
"61",
"39",
"32",
"31",
"33",
"40",
"47",
"34",
"40",
"34",
"32",
"23",
"27",
"30",
"31",
"24",
"27",
"32",
"43",
"33",
"29",
"32",
"23",
"36",
"30",
"33",
"27",
"30",
"19",
"35",
"31",
"33",
"30",
"35",
"32",
"38",
"32",
"29",
"40",
"31",
"21",
"36",
"27",
"31",
"30",
"42",
"34",
"27",
"39",
"28",
"44",
"24",
"33",
"28",
"32",
"34",
"30",
"30",
"22",
"32",
"41",
"24",
"18",
"18",
"38",
"23",
"36",
"30",
"44",
"32",
"34",
"23",
"32",
"26",
"25",
"31",
"31",
"19",
"26",
"28",
"30",
"23",
"35",
"29",
"29",
"34",
"33",
"31",
"30",
"33",
"34",
"38",
"30",
"37",
"29",
"48",
"38",
"27",
"46",
"39",
"36",
"37",
"38",
"43",
"32",
"27",
"33",
"44",
"27",
"27",
"47",
"31",
"35",
"33",
"18",
"29",
"37",
"40",
"38",
"31",
"29",
"23",
"27",
"35",
"35",
"28",
"23",
"23",
"26",
"36",
"32",
"35",
"28",
"37",
"31",
"30",
"24",
"35",
"27",
"34",
"30",
"28",
"34",
"25",
"26",
"29",
"40",
"24",
"27",
"28",
"30",
"32",
"29",
"23",
"31",
"27",
"28",
"18",
"22",
"17",
"30",
"34",
"28",
"27",
"32",
"35",
"31",
"26",
"25",
"23",
"21",
"16",
"24",
"25",
"23",
"30",
"32",
"29",
"27",
"28",
"25",
"33",
"35",
"26",
"29",
"25",
"34",
"28",
"26",
"34",
"28",
"28",
"32",
"34",
"24",
"25",
"23",
"30",
"32",
"26",
"33",
"17",
"30",
"27",
"29",
"30",
"27",
"26",
"29",
"22",
"28",
"32",
"26",
"27",
"26",
"32",
"23",
"30",
"31",
"30",
"18",
"22",
"32",
"25",
"35",
"21",
"15",
"25",
"22",
"24",
"26",
"30",
"24",
"35",
"25",
"30",
"38",
"22",
"19",
"35",
"22",
"33",
"33",
"26",
"24",
"34",
"31",
"36",
"30",
"16",
"27",
"26",
"24",
"29",
"27",
"31",
"31",
"26",
"28",
"27",
"24",
"26",
"15",
"33",
"27",
"36",
"29",
"28",
"32",
"29",
"19",
"26",
"19",
"23",
"34",
"27",
"30",
"29",
"17",
"27",
"29",
"21",
"30",
"32",
"31",
"26",
"24",
"29",
"29",
"29",
"28",
"21",
"19",
"19",
"30",
"19",
"21",
"22",
"31",
"29",
"26",
"40",
"23",
"29",
"18",
"28",
"32",
"24",
"32",
"23",
"26",
"24",
"26",
"23",
"31",
"30",
"24",
"22",
"18",
"25",
"25",
"29",
"27",
"29",
"22",
"16",
"29",
"24",
"19",
"25",
"38",
"29",
"27",
"19",
"18",
"26",
"30",
"26",
"27",
"14",
"32",
"26",
"24",
"36",
"27",
"26",
"16",
"19",
"19",
"22",
"31",
"23",
"27",
"25",
"21",
"21",
"21",
"28",
"19",
"31",
"12",
"18",
"32",
"29",
"19",
"28",
"18",
"35",
"27",
"27",
"26",
"25",
"25",
"17",
"27",
"33",
"23",
"17",
"21",
"26",
"27",
"29",
"23",
"22",
"25",
"24",
"30",
"16",
"17",
"25",
"23",
"24",
"28",
"21",
"19",
"23",
"19",
"23",
"24",
"32",
"27",
"26",
"22",
"34",
"25",
"19",
"24",
"21",
"33",
"21",
"24",
"28",
"27",
"30",
"32",
"21",
"22",
"24",
"30",
"18",
"29",
"30",
"21",
"21",
"27",
"14",
"32",
"21",
"22",
"17",
"32",
"32",
"22",
"26",
"26",
"21",
"24",
"19",
"21",
"23",
"29",
"26",
"25",
"23",
"19",
"21",
"27",
"26",
"24",
"18",
"30",
"18",
"25",
"19",
"12",
"25",
"17",
"25",
"26",
"18",
"12",
"18",
"23",
"35",
"14",
"22",
"26",
"23",
"25",
"16",
"25",
"25",
"28",
"26",
"26",
"12",
"23",
"26",
"23",
"31",
"29",
"24",
"21",
"29",
"29",
"19",
"22",
"27",
"19",
"21",
"26",
"27",
"26",
"22",
"26",
"25",
"19",
"21",
"17",
"26",
"35",
"17",
"13",
"31",
"26",
"27",
"18",
"21",
"23",
"19",
"25",
"23",
"18",
"25",
"15",
"27",
"21",
"22",
"13",
"17",
"17",
"18",
"26",
"19",
"21",
"27",
"17",
"16",
"24",
"18",
"15",
"13",
"21",
"16",
"23",
"19",
"19",
"18",
"26",
"24",
"22",
"19",
"26",
"27",
"26",
"23",
"18",
"22",
"28",
"16",
"24",
"19",
"24",
"21",
"19",
"18",
"19",
"26",
"19",
"23",
"25",
"26",
"17",
"15",
"18",
"15",
"24",
"24",
"24",
"10",
"23",
"16",
"24",
"17",
"22",
"32",
"15",
"18",
"17",
"21",
"14",
"12",
"14",
"11",
"22",
"22",
"18",
"17",
"16",
"23",
"21",
"18",
"21",
"12",
"24",
"21",
"24",
"25",
"19",
"18",
"22",
"24",
"19",
"23",
"22",
"18",
"26",
"16",
"25",
"23",
"21",
"15",
"19",
"23",
"27",
"15",
"21",
"23",
"22",
"10",
"19",
"23",
"30",
"19",
"24",
"25",
"15",
"29",
"9",
"22",
"18",
"23",
"15",
"18",
"21",
"25",
"37",
"30",
"30",
"28",
"38",
"38",
"35",
"39",
"49",
"42",
"44",
"43",
"60",
"49",
"49",
"63",
"52",
"62",
"72",
"60",
"82",
"70",
"62",
"89",
"93",
"68",
"78",
"72",
"69",
"74",
"65",
"73",
"64",
"50",
"44",
"46",
"60",
"35",
"41",
"31",
"37",
"27",
"33",
"29",
"31",
"21",
"22",
"33",
"27",
"18",
"19",
"14",
"18",
"27",
"19",
"19",
"23",
"19",
"24",
"33",
"25",
"13",
"23",
"19",
"28",
"23",
"26",
"18",
"26",
"15",
"18",
"27",
"16",
"22",
"27",
"17",
"32",
"21",
"21",
"19",
"21",
"19",
"23",
"21",
"25",
"24",
"19",
"26",
"26",
"14",
"24",
"27",
"23",
"19",
"19",
"28",
"17",
"27",
"28",
"23",
"31",
"30",
"32",
"29",
"40",
"21",
"28",
"34",
"31",
"27",
"33",
"31",
"34",
"38",
"39",
"35",
"45",
"31",
"25",
"37",
"39",
"25",
"27",
"29",
"36",
"41",
"47",
"30",
"28",
"35",
"26",
"29",
"28",
"26",
"28",
"22",
"30",
"25",
"21",
"23",
"27",
"31",
"27",
"32",
"40",
"21",
"19",
"30",
"25",
"29",
"31",
"40",
"31",
"25",
"29",
"41",
"35",
"28",
"31",
"31",
"41",
"23",
"40",
"42",
"40",
"43",
"41",
"34",
"54",
"48",
"40",
"53",
"47",
"43",
"43",
"62",
"57",
"39",
"57",
"41",
"54",
"69",
"67",
"67",
"50",
"61",
"70",
"71",
"73",
"72",
"91",
"84",
"84",
"82",
"80",
"109",
"97",
"103",
"99",
"111",
"99",
"102",
"95",
"129",
"128",
"95",
"126",
"132",
"123",
"112",
"131",
"142",
"130",
"136",
"139",
"117",
"114",
"124",
"115",
"130",
"141",
"107",
"115",
"112",
"129",
"100",
"120",
"119",
"105",
"92",
"104",
"109",
"89",
"97",
"79",
"89",
"110",
"86",
"55",
"88",
"82",
"63",
"77",
"69",
"52",
"64",
"67",
"75",
"74",
"51",
"55",
"73",
"47",
"55",
"56",
"56",
"48",
"46",
"37",
"32",
"43",
"38",
"33",
"36",
"28",
"37",
"36",
"32",
"32",
"39",
"42",
"26",
"29",
"34",
"34",
"42",
"31",
"30",
"43",
"32",
"41",
"25",
"28",
"45",
"40",
"37",
"29",
"56",
"65",
"43",
"54",
"57",
"56",
"54",
"77",
"75",
"76",
"65",
"83",
"82",
"80",
"71",
"76",
"78",
"79",
"79",
"71",
"84",
"92",
"67",
"82",
"78",
"64",
"71",
"68",
"72",
"52",
"57",
"54",
"55",
"41",
"49",
"51",
"39",
"44",
"27",
"36",
"23",
"25",
"31",
"19",
"26",
"23",
"21",
"25",
"14",
"21",
"15",
"17",
"18",
"9",
"21",
"14",
"15",
"29",
"18",
"9073",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Zn, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ZnLb1        1.03     0.050",
"                      ZnLa         1.04     0.173",
"                      ZnKaESC      6.88     0.042",
"                      ZnKa         8.61    22.332",
"                      ZnKb         9.56     3.040",
"                      ----        10.48     0.041",
"                      ZnKaSUM     17.25     0.059",
"                      ----        19.12     0.087",
"                      RuKa        19.36     0.048",
"                      ----        19.96     0.048",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
