"Sample    : nb2o3-15763",
"86",
"79",
"76",
"89",
"90",
"87",
"78",
"83",
"65",
"71",
"82",
"90",
"87",
"83",
"66",
"95",
"77",
"88",
"79",
"81",
"72",
"87",
"71",
"82",
"81",
"75",
"84",
"69",
"76",
"78",
"70",
"96",
"82",
"81",
"79",
"71",
"63",
"72",
"103",
"64",
"76",
"77",
"76",
"73",
"69",
"73",
"75",
"90",
"79",
"82",
"78",
"82",
"65",
"74",
"60",
"85",
"70",
"69",
"108",
"81",
"64",
"80",
"72",
"72",
"80",
"99",
"79",
"86",
"79",
"88",
"71",
"76",
"80",
"84",
"69",
"71",
"73",
"73",
"78",
"77",
"74",
"101",
"70",
"74",
"76",
"72",
"75",
"98",
"69",
"76",
"89",
"81",
"80",
"92",
"66",
"81",
"63",
"76",
"80",
"75",
"81",
"90",
"73",
"84",
"79",
"63",
"74",
"91",
"70",
"99",
"75",
"83",
"85",
"65",
"79",
"105",
"84",
"84",
"64",
"59",
"85",
"84",
"77",
"81",
"78",
"94",
"84",
"71",
"62",
"88",
"101",
"99",
"92",
"77",
"84",
"83",
"77",
"58",
"81",
"85",
"81",
"80",
"74",
"69",
"66",
"86",
"71",
"74",
"57",
"66",
"76",
"83",
"56",
"75",
"74",
"84",
"65",
"82",
"63",
"74",
"65",
"79",
"72",
"75",
"79",
"67",
"75",
"82",
"83",
"61",
"84",
"70",
"74",
"78",
"79",
"97",
"77",
"68",
"66",
"78",
"88",
"69",
"68",
"78",
"75",
"78",
"76",
"66",
"60",
"58",
"68",
"76",
"73",
"80",
"61",
"72",
"66",
"80",
"62",
"69",
"68",
"75",
"64",
"68",
"63",
"79",
"82",
"62",
"62",
"78",
"80",
"86",
"90",
"85",
"77",
"79",
"66",
"55",
"67",
"59",
"80",
"63",
"78",
"72",
"70",
"84",
"76",
"80",
"73",
"80",
"68",
"65",
"64",
"72",
"72",
"80",
"61",
"66",
"61",
"69",
"65",
"79",
"62",
"67",
"52",
"67",
"68",
"66",
"66",
"66",
"75",
"60",
"74",
"74",
"71",
"75",
"67",
"73",
"66",
"78",
"70",
"84",
"63",
"59",
"76",
"88",
"82",
"84",
"57",
"70",
"74",
"71",
"73",
"76",
"78",
"74",
"76",
"72",
"87",
"53",
"61",
"82",
"75",
"69",
"65",
"74",
"88",
"60",
"68",
"62",
"65",
"87",
"58",
"67",
"80",
"82",
"74",
"76",
"61",
"50",
"71",
"73",
"76",
"70",
"60",
"68",
"66",
"68",
"59",
"71",
"58",
"71",
"69",
"69",
"82",
"74",
"50",
"65",
"80",
"84",
"61",
"58",
"73",
"69",
"56",
"68",
"69",
"58",
"59",
"73",
"77",
"83",
"76",
"77",
"60",
"69",
"61",
"78",
"65",
"53",
"62",
"75",
"78",
"67",
"54",
"59",
"64",
"60",
"82",
"66",
"66",
"85",
"67",
"67",
"59",
"69",
"69",
"61",
"60",
"63",
"68",
"74",
"69",
"59",
"60",
"65",
"65",
"80",
"63",
"70",
"61",
"66",
"80",
"79",
"56",
"68",
"57",
"70",
"66",
"69",
"61",
"69",
"50",
"66",
"72",
"47",
"68",
"65",
"60",
"69",
"78",
"68",
"59",
"63",
"76",
"79",
"63",
"69",
"62",
"65",
"64",
"70",
"68",
"65",
"56",
"66",
"53",
"74",
"77",
"55",
"58",
"50",
"55",
"65",
"75",
"74",
"60",
"61",
"45",
"59",
"61",
"65",
"79",
"53",
"60",
"64",
"60",
"70",
"62",
"67",
"58",
"69",
"68",
"62",
"72",
"48",
"72",
"63",
"52",
"79",
"60",
"61",
"48",
"63",
"43",
"55",
"61",
"79",
"55",
"60",
"69",
"56",
"44",
"56",
"51",
"63",
"53",
"58",
"64",
"63",
"51",
"63",
"60",
"55",
"62",
"60",
"62",
"60",
"49",
"57",
"61",
"67",
"70",
"62",
"73",
"58",
"47",
"58",
"75",
"77",
"69",
"60",
"52",
"72",
"82",
"71",
"60",
"65",
"56",
"59",
"69",
"74",
"48",
"58",
"68",
"67",
"68",
"65",
"65",
"49",
"62",
"67",
"53",
"60",
"65",
"54",
"70",
"62",
"65",
"45",
"59",
"64",
"72",
"61",
"73",
"72",
"48",
"56",
"59",
"57",
"64",
"54",
"68",
"70",
"70",
"57",
"62",
"79",
"63",
"64",
"56",
"54",
"56",
"66",
"61",
"62",
"63",
"61",
"64",
"70",
"57",
"56",
"70",
"61",
"78",
"72",
"64",
"77",
"72",
"70",
"61",
"48",
"55",
"63",
"54",
"85",
"79",
"61",
"66",
"71",
"70",
"84",
"69",
"59",
"76",
"64",
"65",
"72",
"64",
"73",
"65",
"75",
"62",
"89",
"84",
"70",
"82",
"71",
"62",
"86",
"62",
"68",
"71",
"77",
"70",
"71",
"90",
"72",
"85",
"72",
"80",
"84",
"73",
"79",
"92",
"97",
"56",
"96",
"98",
"121",
"82",
"96",
"76",
"88",
"90",
"82",
"86",
"104",
"85",
"96",
"85",
"126",
"91",
"92",
"97",
"112",
"95",
"116",
"101",
"127",
"108",
"129",
"139",
"164",
"213",
"229",
"264",
"321",
"351",
"465",
"514",
"673",
"691",
"853",
"1087",
"1336",
"1502",
"1732",
"2187",
"2470",
"2706",
"3249",
"3683",
"4281",
"4698",
"5448",
"6073",
"6734",
"6865",
"7597",
"8434",
"9132",
"9364",
"10196",
"10744",
"11439",
"11513",
"12227",
"12343",
"12395",
"12278",
"12494",
"12811",
"12658",
"11970",
"11994",
"11786",
"11378",
"10579",
"10341",
"9740",
"9167",
"8118",
"7787",
"6878",
"6498",
"5502",
"5133",
"4607",
"4096",
"3350",
"3017",
"2648",
"2248",
"1807",
"1560",
"1298",
"1105",
"840",
"740",
"591",
"519",
"392",
"343",
"281",
"251",
"195",
"156",
"145",
"124",
"118",
"86",
"130",
"88",
"109",
"94",
"69",
"90",
"80",
"65",
"76",
"79",
"63",
"64",
"82",
"72",
"64",
"62",
"59",
"64",
"74",
"56",
"62",
"66",
"65",
"79",
"68",
"58",
"54",
"63",
"65",
"59",
"63",
"62",
"58",
"60",
"67",
"53",
"65",
"63",
"42",
"61",
"60",
"52",
"71",
"82",
"59",
"70",
"63",
"59",
"55",
"61",
"54",
"69",
"61",
"69",
"64",
"64",
"60",
"67",
"59",
"68",
"62",
"62",
"56",
"66",
"59",
"54",
"58",
"49",
"67",
"53",
"68",
"69",
"65",
"61",
"53",
"55",
"71",
"65",
"62",
"69",
"70",
"51",
"72",
"76",
"56",
"60",
"75",
"54",
"76",
"70",
"60",
"64",
"68",
"73",
"75",
"69",
"77",
"74",
"71",
"76",
"59",
"68",
"80",
"62",
"78",
"72",
"68",
"74",
"86",
"75",
"73",
"92",
"82",
"75",
"71",
"85",
"85",
"100",
"80",
"73",
"89",
"93",
"86",
"91",
"99",
"113",
"110",
"110",
"118",
"145",
"142",
"143",
"173",
"203",
"236",
"225",
"265",
"326",
"358",
"426",
"436",
"527",
"589",
"652",
"810",
"862",
"846",
"1029",
"1153",
"1202",
"1394",
"1423",
"1544",
"1675",
"1753",
"1865",
"1967",
"1986",
"1975",
"2059",
"2229",
"2192",
"2128",
"2098",
"2080",
"2082",
"1979",
"1951",
"1821",
"1878",
"1727",
"1598",
"1664",
"1522",
"1358",
"1262",
"1343",
"1163",
"968",
"947",
"863",
"827",
"793",
"778",
"714",
"664",
"642",
"624",
"643",
"602",
"577",
"568",
"591",
"621",
"543",
"568",
"555",
"513",
"561",
"560",
"526",
"541",
"482",
"503",
"563",
"470",
"497",
"499",
"476",
"441",
"386",
"441",
"446",
"421",
"385",
"354",
"378",
"364",
"355",
"344",
"334",
"350",
"306",
"296",
"358",
"331",
"273",
"285",
"304",
"290",
"290",
"251",
"279",
"260",
"255",
"253",
"267",
"213",
"245",
"219",
"223",
"208",
"205",
"209",
"208",
"197",
"189",
"146",
"172",
"170",
"170",
"161",
"153",
"151",
"123",
"127",
"129",
"111",
"120",
"113",
"110",
"112",
"138",
"92",
"91",
"89",
"99",
"75",
"72",
"68",
"74",
"70",
"76",
"96",
"69",
"77",
"85",
"80",
"55",
"70",
"67",
"78",
"64",
"63",
"60",
"65",
"57",
"74",
"81",
"66",
"88",
"97",
"74",
"105",
"85",
"117",
"123",
"106",
"112",
"117",
"126",
"134",
"105",
"108",
"134",
"144",
"120",
"152",
"135",
"144",
"153",
"145",
"158",
"159",
"157",
"138",
"113",
"151",
"115",
"119",
"123",
"129",
"116",
"99",
"100",
"93",
"104",
"101",
"85",
"93",
"65",
"58",
"58",
"56",
"65",
"58",
"58",
"60",
"52",
"44",
"47",
"40",
"41",
"43",
"43",
"45",
"42",
"43",
"33",
"42",
"23",
"22323",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Nb, Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.42     0.016",
"                      ----         1.94     0.055",
"                      NbLa         2.18     0.779",
"                      CaKa         3.70     0.154",
"                      CaKb         4.01     0.023",
"                      NbKa        16.54     6.945",
"                      NbKb        18.57     1.171",
"                      ----        18.93     0.151",
"                      RhKa        20.08     0.061",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
