"Sample    : ge-31504",
"43",
"62",
"45",
"60",
"46",
"56",
"49",
"53",
"48",
"68",
"46",
"51",
"54",
"51",
"44",
"59",
"67",
"66",
"53",
"55",
"44",
"72",
"61",
"62",
"49",
"76",
"50",
"72",
"51",
"68",
"71",
"68",
"75",
"91",
"67",
"80",
"59",
"72",
"70",
"55",
"61",
"63",
"62",
"54",
"67",
"59",
"58",
"51",
"62",
"82",
"66",
"60",
"57",
"76",
"67",
"60",
"45",
"68",
"58",
"52",
"55",
"81",
"49",
"65",
"60",
"53",
"69",
"64",
"58",
"66",
"58",
"50",
"77",
"73",
"60",
"66",
"60",
"59",
"71",
"66",
"57",
"58",
"64",
"62",
"68",
"64",
"66",
"62",
"74",
"54",
"71",
"63",
"51",
"61",
"55",
"73",
"62",
"62",
"69",
"61",
"58",
"61",
"58",
"63",
"61",
"63",
"54",
"46",
"56",
"57",
"65",
"72",
"59",
"76",
"57",
"58",
"53",
"55",
"44",
"41",
"69",
"69",
"55",
"63",
"59",
"48",
"54",
"55",
"68",
"66",
"62",
"65",
"71",
"72",
"76",
"68",
"59",
"78",
"60",
"79",
"61",
"82",
"75",
"89",
"79",
"78",
"81",
"82",
"57",
"63",
"70",
"73",
"54",
"56",
"64",
"57",
"58",
"57",
"64",
"73",
"58",
"53",
"56",
"56",
"64",
"53",
"49",
"56",
"69",
"50",
"53",
"69",
"62",
"59",
"70",
"61",
"60",
"67",
"62",
"76",
"72",
"72",
"64",
"67",
"71",
"84",
"71",
"63",
"79",
"82",
"75",
"85",
"78",
"120",
"101",
"121",
"107",
"115",
"119",
"116",
"109",
"117",
"117",
"124",
"135",
"124",
"107",
"117",
"105",
"105",
"91",
"95",
"84",
"88",
"92",
"76",
"68",
"78",
"65",
"84",
"76",
"85",
"70",
"70",
"70",
"78",
"68",
"82",
"68",
"73",
"68",
"75",
"57",
"73",
"77",
"59",
"67",
"66",
"61",
"79",
"82",
"75",
"73",
"73",
"77",
"84",
"98",
"79",
"79",
"97",
"82",
"120",
"103",
"94",
"101",
"115",
"97",
"98",
"114",
"101",
"80",
"96",
"81",
"107",
"70",
"75",
"78",
"93",
"91",
"69",
"63",
"81",
"80",
"59",
"71",
"74",
"73",
"63",
"69",
"85",
"78",
"80",
"61",
"72",
"76",
"67",
"53",
"71",
"59",
"72",
"66",
"72",
"69",
"49",
"71",
"69",
"71",
"77",
"66",
"63",
"48",
"65",
"62",
"84",
"73",
"65",
"78",
"73",
"58",
"75",
"84",
"70",
"74",
"81",
"53",
"92",
"69",
"74",
"68",
"78",
"64",
"84",
"89",
"103",
"79",
"85",
"75",
"97",
"63",
"98",
"105",
"88",
"103",
"83",
"96",
"98",
"113",
"87",
"100",
"109",
"92",
"108",
"101",
"118",
"108",
"127",
"154",
"128",
"159",
"162",
"171",
"179",
"203",
"238",
"356",
"389",
"442",
"675",
"777",
"1091",
"1417",
"1901",
"2380",
"3106",
"3759",
"4808",
"5973",
"7355",
"8686",
"10749",
"12010",
"14444",
"15360",
"17863",
"19561",
"21444",
"21875",
"24002",
"24869",
"25949",
"24827",
"25650",
"24639",
"24457",
"22444",
"21268",
"20511",
"18333",
"15645",
"14265",
"12653",
"10941",
"8806",
"7568",
"6410",
"5240",
"4015",
"3246",
"2535",
"2010",
"1382",
"1147",
"853",
"600",
"450",
"373",
"300",
"259",
"177",
"176",
"143",
"131",
"111",
"117",
"108",
"99",
"89",
"96",
"91",
"80",
"86",
"83",
"83",
"100",
"98",
"74",
"74",
"97",
"104",
"96",
"94",
"94",
"70",
"84",
"88",
"72",
"96",
"91",
"98",
"102",
"95",
"101",
"100",
"99",
"88",
"83",
"87",
"99",
"83",
"114",
"110",
"111",
"78",
"110",
"113",
"104",
"112",
"127",
"142",
"132",
"118",
"157",
"147",
"157",
"198",
"196",
"221",
"209",
"255",
"290",
"368",
"429",
"474",
"630",
"697",
"963",
"943",
"1186",
"1396",
"1589",
"1794",
"2153",
"2358",
"2558",
"2708",
"3050",
"3114",
"3475",
"3420",
"3605",
"3490",
"3605",
"3358",
"3367",
"3239",
"3130",
"2760",
"2782",
"2410",
"2274",
"1899",
"1774",
"1579",
"1385",
"1167",
"906",
"821",
"685",
"548",
"510",
"396",
"338",
"265",
"225",
"192",
"183",
"133",
"121",
"99",
"89",
"72",
"75",
"53",
"78",
"59",
"49",
"49",
"59",
"46",
"53",
"53",
"34",
"43",
"45",
"52",
"50",
"45",
"59",
"44",
"56",
"51",
"55",
"42",
"45",
"54",
"50",
"49",
"46",
"51",
"45",
"52",
"56",
"61",
"58",
"51",
"46",
"41",
"45",
"56",
"42",
"33",
"65",
"43",
"58",
"50",
"51",
"50",
"46",
"41",
"51",
"51",
"45",
"52",
"40",
"47",
"48",
"49",
"43",
"58",
"42",
"46",
"56",
"39",
"46",
"47",
"59",
"47",
"53",
"55",
"44",
"48",
"41",
"43",
"52",
"45",
"47",
"45",
"47",
"45",
"55",
"51",
"44",
"42",
"49",
"38",
"44",
"37",
"44",
"42",
"30",
"43",
"40",
"59",
"52",
"41",
"42",
"52",
"52",
"47",
"41",
"44",
"47",
"47",
"47",
"48",
"46",
"41",
"51",
"47",
"39",
"42",
"43",
"44",
"45",
"33",
"47",
"40",
"40",
"41",
"43",
"42",
"56",
"41",
"36",
"44",
"49",
"32",
"41",
"49",
"41",
"31",
"56",
"41",
"39",
"58",
"45",
"37",
"47",
"37",
"40",
"53",
"41",
"46",
"44",
"42",
"52",
"39",
"26",
"31",
"36",
"44",
"47",
"43",
"42",
"46",
"44",
"45",
"36",
"45",
"56",
"57",
"37",
"43",
"44",
"42",
"48",
"38",
"61",
"45",
"49",
"41",
"53",
"44",
"53",
"50",
"40",
"45",
"52",
"45",
"62",
"54",
"52",
"43",
"41",
"52",
"52",
"32",
"35",
"35",
"48",
"53",
"45",
"44",
"43",
"40",
"33",
"46",
"28",
"47",
"37",
"39",
"43",
"34",
"59",
"44",
"41",
"42",
"41",
"45",
"51",
"45",
"43",
"39",
"46",
"49",
"38",
"44",
"50",
"48",
"45",
"37",
"34",
"36",
"45",
"41",
"40",
"40",
"40",
"48",
"45",
"39",
"46",
"40",
"41",
"39",
"55",
"39",
"44",
"40",
"37",
"51",
"46",
"49",
"50",
"44",
"42",
"39",
"43",
"45",
"42",
"41",
"26",
"52",
"42",
"39",
"36",
"37",
"31",
"29",
"52",
"42",
"35",
"44",
"41",
"36",
"41",
"48",
"36",
"34",
"50",
"34",
"35",
"41",
"50",
"37",
"45",
"32",
"47",
"39",
"32",
"41",
"28",
"46",
"47",
"43",
"40",
"42",
"43",
"40",
"34",
"38",
"35",
"46",
"31",
"38",
"36",
"31",
"56",
"39",
"31",
"27",
"35",
"47",
"34",
"46",
"44",
"37",
"39",
"36",
"37",
"30",
"44",
"40",
"29",
"35",
"45",
"35",
"43",
"33",
"34",
"34",
"22",
"35",
"32",
"44",
"33",
"48",
"47",
"43",
"28",
"35",
"30",
"29",
"52",
"38",
"38",
"47",
"35",
"26",
"36",
"39",
"28",
"46",
"30",
"39",
"39",
"52",
"43",
"37",
"30",
"45",
"45",
"36",
"28",
"36",
"23",
"25",
"41",
"37",
"41",
"32",
"43",
"34",
"41",
"27",
"40",
"31",
"31",
"43",
"33",
"32",
"43",
"40",
"30",
"33",
"33",
"41",
"39",
"45",
"43",
"38",
"39",
"39",
"41",
"31",
"31",
"31",
"34",
"36",
"32",
"33",
"27",
"35",
"44",
"32",
"40",
"42",
"25",
"39",
"24",
"37",
"41",
"27",
"40",
"39",
"33",
"32",
"40",
"42",
"46",
"29",
"26",
"26",
"29",
"34",
"33",
"35",
"40",
"42",
"37",
"42",
"39",
"39",
"33",
"32",
"29",
"33",
"30",
"34",
"37",
"35",
"35",
"29",
"26",
"36",
"41",
"32",
"36",
"35",
"36",
"31",
"26",
"34",
"46",
"33",
"41",
"46",
"28",
"41",
"27",
"45",
"38",
"27",
"33",
"27",
"31",
"22",
"29",
"26",
"35",
"33",
"28",
"31",
"37",
"29",
"40",
"42",
"37",
"25",
"32",
"24",
"27",
"32",
"39",
"33",
"51",
"38",
"34",
"28",
"31",
"30",
"28",
"26",
"38",
"38",
"35",
"34",
"44",
"38",
"32",
"40",
"38",
"43",
"24",
"37",
"40",
"28",
"26",
"31",
"37",
"28",
"26",
"37",
"31",
"28",
"26",
"31",
"26",
"25",
"35",
"23",
"35",
"36",
"37",
"31",
"43",
"37",
"31",
"33",
"34",
"36",
"32",
"26",
"41",
"35",
"26",
"27",
"26",
"42",
"30",
"34",
"29",
"28",
"33",
"30",
"22",
"35",
"25",
"38",
"32",
"23",
"22",
"24",
"27",
"27",
"31",
"37",
"37",
"31",
"30",
"43",
"33",
"30",
"35",
"29",
"41",
"32",
"35",
"22",
"36",
"27",
"38",
"31",
"23",
"33",
"33",
"26",
"22",
"25",
"25",
"35",
"40",
"25",
"26",
"29",
"37",
"36",
"26",
"40",
"31",
"27",
"31",
"45",
"33",
"33",
"35",
"26",
"31",
"26",
"29",
"34",
"36",
"33",
"30",
"23",
"31",
"30",
"39",
"34",
"25",
"36",
"30",
"36",
"29",
"29",
"35",
"27",
"32",
"32",
"29",
"33",
"32",
"38",
"42",
"33",
"28",
"31",
"30",
"38",
"31",
"31",
"28",
"28",
"29",
"27",
"26",
"42",
"26",
"33",
"27",
"32",
"43",
"29",
"35",
"38",
"29",
"27",
"35",
"31",
"33",
"25",
"36",
"29",
"26",
"24",
"24",
"33",
"33",
"43",
"23",
"27",
"36",
"35",
"29",
"35",
"32",
"31",
"31",
"37",
"37",
"27",
"25",
"28",
"48",
"35",
"30",
"38",
"40",
"31",
"32",
"37",
"34",
"34",
"36",
"33",
"45",
"36",
"31",
"30",
"37",
"40",
"36",
"34",
"30",
"30",
"48",
"30",
"35",
"41",
"30",
"23",
"28",
"33",
"36",
"39",
"30",
"36",
"37",
"42",
"35",
"43",
"36",
"33",
"36",
"45",
"39",
"47",
"41",
"40",
"27",
"36",
"39",
"38",
"36",
"42",
"44",
"43",
"50",
"39",
"36",
"48",
"57",
"52",
"33",
"41",
"54",
"45",
"48",
"55",
"42",
"62",
"38",
"40",
"40",
"55",
"51",
"50",
"45",
"49",
"65",
"48",
"69",
"68",
"58",
"63",
"68",
"77",
"69",
"68",
"74",
"84",
"80",
"73",
"89",
"92",
"93",
"82",
"107",
"111",
"99",
"112",
"117",
"131",
"132",
"125",
"138",
"141",
"141",
"149",
"160",
"176",
"162",
"166",
"168",
"177",
"196",
"173",
"199",
"198",
"193",
"178",
"209",
"206",
"224",
"206",
"197",
"216",
"222",
"207",
"213",
"219",
"252",
"217",
"203",
"279",
"215",
"195",
"204",
"204",
"216",
"215",
"220",
"196",
"203",
"186",
"168",
"178",
"199",
"176",
"173",
"176",
"162",
"181",
"152",
"142",
"129",
"153",
"119",
"136",
"140",
"134",
"109",
"119",
"104",
"115",
"111",
"114",
"107",
"93",
"95",
"112",
"86",
"97",
"100",
"112",
"87",
"96",
"89",
"106",
"100",
"89",
"106",
"93",
"103",
"97",
"81",
"80",
"84",
"84",
"81",
"84",
"88",
"82",
"87",
"80",
"93",
"73",
"68",
"92",
"88",
"71",
"85",
"84",
"84",
"64",
"87",
"82",
"86",
"82",
"117",
"85",
"106",
"119",
"87",
"109",
"96",
"107",
"100",
"101",
"105",
"125",
"107",
"129",
"113",
"109",
"89",
"95",
"93",
"110",
"76",
"105",
"68",
"77",
"78",
"78",
"75",
"63",
"67",
"68",
"40",
"43",
"38",
"50",
"50",
"56",
"41",
"42",
"49",
"32",
"31",
"38",
"42",
"29",
"28",
"36",
"31",
"26",
"31",
"30",
"31",
"22",
"15697",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Na, Ge, P , Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    NaKa         1.02     0.014",
"                      GeLa         1.21     0.367",
"                      P Ka         2.00     0.018",
"                      CaKa         3.69     0.259",
"                      CaKb         4.00     0.035",
"                      GeKaESC      8.10     0.043",
"                      GeKa         9.86    16.968",
"                      GeKb        10.96     2.421",
"                      RhKaC       19.17     0.128",
"                      RhKa        20.08     0.053",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                  14.086 ug/cm2    -------- Flux       -------- --------",
"Na                      14.086 ug/cm2    -------- ********** -------- --------",
