"Sample    : mo03-31507",
"85",
"73",
"69",
"59",
"69",
"67",
"50",
"57",
"41",
"48",
"34",
"37",
"37",
"47",
"49",
"48",
"55",
"64",
"58",
"65",
"72",
"71",
"55",
"65",
"51",
"55",
"31",
"41",
"37",
"41",
"28",
"29",
"24",
"29",
"26",
"19",
"28",
"25",
"30",
"30",
"27",
"26",
"15",
"25",
"23",
"22",
"23",
"22",
"25",
"23",
"26",
"13",
"26",
"12",
"23",
"24",
"18",
"14",
"30",
"28",
"20",
"24",
"30",
"20",
"27",
"28",
"24",
"33",
"22",
"21",
"28",
"22",
"25",
"21",
"29",
"25",
"35",
"21",
"25",
"28",
"25",
"21",
"18",
"23",
"23",
"35",
"31",
"37",
"38",
"40",
"59",
"63",
"88",
"110",
"146",
"180",
"226",
"293",
"377",
"461",
"508",
"641",
"627",
"790",
"810",
"852",
"791",
"751",
"722",
"631",
"543",
"555",
"405",
"319",
"242",
"194",
"157",
"109",
"103",
"72",
"73",
"54",
"46",
"57",
"52",
"45",
"49",
"60",
"66",
"71",
"77",
"77",
"103",
"119",
"118",
"136",
"132",
"119",
"119",
"99",
"138",
"120",
"101",
"80",
"65",
"75",
"62",
"49",
"48",
"44",
"33",
"40",
"29",
"36",
"30",
"23",
"30",
"30",
"29",
"26",
"22",
"31",
"26",
"29",
"31",
"35",
"32",
"41",
"22",
"37",
"39",
"45",
"41",
"40",
"29",
"35",
"41",
"42",
"33",
"43",
"49",
"37",
"52",
"53",
"57",
"49",
"43",
"49",
"56",
"34",
"48",
"35",
"50",
"54",
"52",
"48",
"41",
"54",
"63",
"57",
"48",
"40",
"51",
"45",
"53",
"50",
"46",
"46",
"42",
"45",
"47",
"34",
"39",
"37",
"46",
"42",
"46",
"40",
"32",
"30",
"28",
"39",
"55",
"40",
"35",
"43",
"51",
"40",
"35",
"44",
"39",
"48",
"45",
"55",
"39",
"52",
"42",
"38",
"40",
"31",
"39",
"47",
"53",
"49",
"42",
"57",
"35",
"59",
"35",
"46",
"37",
"48",
"44",
"47",
"55",
"64",
"58",
"45",
"46",
"57",
"55",
"60",
"41",
"44",
"52",
"43",
"44",
"40",
"52",
"59",
"47",
"53",
"41",
"60",
"66",
"63",
"50",
"55",
"67",
"48",
"46",
"69",
"64",
"45",
"42",
"65",
"54",
"43",
"57",
"42",
"51",
"55",
"57",
"50",
"51",
"61",
"58",
"57",
"52",
"54",
"59",
"63",
"56",
"54",
"60",
"62",
"55",
"63",
"54",
"55",
"61",
"61",
"46",
"52",
"56",
"67",
"42",
"58",
"61",
"61",
"47",
"69",
"57",
"57",
"66",
"55",
"59",
"66",
"74",
"61",
"66",
"54",
"66",
"63",
"55",
"65",
"66",
"53",
"61",
"62",
"50",
"65",
"60",
"67",
"65",
"67",
"51",
"73",
"72",
"75",
"52",
"62",
"73",
"69",
"60",
"56",
"59",
"68",
"71",
"74",
"71",
"71",
"75",
"87",
"64",
"83",
"71",
"72",
"69",
"79",
"96",
"95",
"102",
"93",
"90",
"79",
"79",
"79",
"68",
"84",
"87",
"102",
"65",
"106",
"103",
"79",
"73",
"70",
"88",
"72",
"60",
"86",
"75",
"97",
"78",
"68",
"85",
"83",
"73",
"78",
"79",
"96",
"76",
"75",
"61",
"70",
"79",
"90",
"97",
"67",
"95",
"96",
"97",
"85",
"72",
"91",
"84",
"103",
"73",
"72",
"90",
"99",
"90",
"90",
"79",
"94",
"88",
"77",
"83",
"86",
"81",
"73",
"93",
"94",
"92",
"103",
"104",
"92",
"85",
"90",
"89",
"84",
"77",
"78",
"86",
"83",
"86",
"81",
"83",
"85",
"79",
"71",
"77",
"87",
"78",
"88",
"83",
"84",
"85",
"91",
"81",
"92",
"78",
"68",
"71",
"73",
"86",
"93",
"100",
"96",
"84",
"80",
"95",
"92",
"75",
"76",
"88",
"93",
"80",
"86",
"105",
"109",
"87",
"74",
"81",
"97",
"91",
"90",
"80",
"90",
"75",
"86",
"89",
"91",
"84",
"84",
"91",
"92",
"89",
"84",
"79",
"93",
"72",
"73",
"99",
"84",
"66",
"95",
"86",
"88",
"87",
"94",
"89",
"84",
"78",
"95",
"79",
"102",
"75",
"98",
"76",
"97",
"94",
"85",
"96",
"90",
"85",
"95",
"105",
"98",
"99",
"115",
"83",
"99",
"113",
"123",
"110",
"128",
"116",
"101",
"113",
"126",
"103",
"106",
"105",
"112",
"104",
"99",
"114",
"106",
"92",
"92",
"93",
"93",
"84",
"81",
"86",
"114",
"85",
"77",
"89",
"113",
"83",
"69",
"76",
"86",
"66",
"92",
"78",
"90",
"81",
"95",
"96",
"123",
"88",
"85",
"97",
"78",
"90",
"95",
"86",
"100",
"85",
"85",
"91",
"102",
"112",
"94",
"100",
"133",
"110",
"116",
"99",
"125",
"125",
"132",
"105",
"110",
"133",
"129",
"121",
"148",
"103",
"130",
"102",
"135",
"103",
"116",
"101",
"92",
"110",
"104",
"88",
"112",
"95",
"90",
"104",
"86",
"90",
"92",
"91",
"91",
"92",
"89",
"94",
"97",
"80",
"93",
"88",
"86",
"85",
"97",
"74",
"83",
"86",
"81",
"91",
"90",
"101",
"83",
"93",
"79",
"72",
"99",
"86",
"84",
"76",
"94",
"84",
"75",
"86",
"112",
"93",
"66",
"84",
"83",
"94",
"102",
"94",
"84",
"68",
"93",
"98",
"81",
"85",
"91",
"94",
"84",
"83",
"95",
"97",
"97",
"92",
"93",
"86",
"91",
"90",
"84",
"95",
"103",
"99",
"94",
"76",
"86",
"81",
"85",
"84",
"101",
"108",
"85",
"80",
"97",
"94",
"92",
"91",
"89",
"90",
"104",
"89",
"87",
"85",
"81",
"84",
"91",
"90",
"83",
"100",
"75",
"92",
"100",
"76",
"93",
"64",
"91",
"75",
"90",
"77",
"72",
"83",
"90",
"93",
"94",
"89",
"84",
"81",
"74",
"91",
"93",
"89",
"89",
"81",
"100",
"77",
"90",
"70",
"85",
"95",
"71",
"75",
"94",
"96",
"91",
"78",
"77",
"75",
"81",
"73",
"64",
"85",
"87",
"87",
"78",
"84",
"75",
"71",
"71",
"77",
"59",
"56",
"102",
"72",
"90",
"77",
"83",
"93",
"92",
"71",
"73",
"79",
"77",
"75",
"74",
"70",
"89",
"72",
"79",
"97",
"74",
"80",
"81",
"79",
"90",
"97",
"64",
"72",
"80",
"77",
"98",
"81",
"87",
"85",
"90",
"77",
"74",
"78",
"85",
"73",
"89",
"73",
"76",
"71",
"89",
"70",
"86",
"80",
"87",
"71",
"84",
"68",
"83",
"83",
"78",
"76",
"73",
"76",
"77",
"68",
"97",
"64",
"68",
"75",
"74",
"87",
"93",
"74",
"80",
"85",
"86",
"83",
"94",
"59",
"76",
"103",
"85",
"81",
"78",
"81",
"91",
"77",
"86",
"85",
"89",
"67",
"68",
"75",
"78",
"72",
"80",
"76",
"77",
"70",
"71",
"64",
"75",
"74",
"71",
"84",
"73",
"87",
"83",
"91",
"91",
"96",
"74",
"72",
"75",
"81",
"70",
"69",
"66",
"78",
"78",
"77",
"56",
"62",
"77",
"78",
"70",
"85",
"91",
"86",
"80",
"70",
"62",
"63",
"95",
"83",
"105",
"52",
"73",
"78",
"74",
"86",
"71",
"77",
"68",
"66",
"81",
"62",
"70",
"79",
"80",
"79",
"70",
"75",
"81",
"72",
"77",
"78",
"78",
"70",
"78",
"70",
"90",
"67",
"80",
"64",
"65",
"64",
"74",
"89",
"85",
"95",
"56",
"67",
"74",
"70",
"80",
"67",
"89",
"81",
"81",
"81",
"83",
"63",
"79",
"70",
"104",
"73",
"86",
"69",
"65",
"78",
"78",
"67",
"69",
"85",
"80",
"72",
"74",
"72",
"69",
"56",
"93",
"81",
"88",
"79",
"69",
"63",
"86",
"68",
"87",
"60",
"85",
"68",
"75",
"66",
"77",
"74",
"81",
"78",
"79",
"72",
"68",
"76",
"72",
"72",
"86",
"79",
"77",
"72",
"73",
"68",
"66",
"65",
"61",
"72",
"86",
"94",
"86",
"66",
"61",
"64",
"71",
"62",
"71",
"79",
"79",
"81",
"74",
"76",
"74",
"72",
"88",
"53",
"80",
"53",
"70",
"74",
"72",
"64",
"71",
"60",
"62",
"81",
"66",
"65",
"89",
"62",
"78",
"69",
"74",
"77",
"70",
"56",
"65",
"76",
"63",
"73",
"83",
"78",
"80",
"79",
"78",
"67",
"74",
"79",
"74",
"74",
"67",
"57",
"95",
"69",
"74",
"84",
"64",
"67",
"74",
"68",
"76",
"59",
"70",
"73",
"53",
"45",
"77",
"63",
"55",
"63",
"88",
"77",
"69",
"73",
"80",
"79",
"71",
"63",
"75",
"64",
"65",
"57",
"52",
"55",
"48",
"70",
"62",
"51",
"73",
"71",
"70",
"66",
"77",
"59",
"70",
"56",
"57",
"71",
"71",
"62",
"71",
"68",
"64",
"59",
"58",
"79",
"66",
"48",
"70",
"67",
"67",
"67",
"78",
"66",
"81",
"68",
"68",
"50",
"59",
"73",
"73",
"59",
"70",
"58",
"69",
"62",
"70",
"75",
"62",
"76",
"71",
"67",
"54",
"61",
"72",
"64",
"65",
"65",
"73",
"69",
"69",
"66",
"69",
"57",
"72",
"55",
"68",
"83",
"63",
"57",
"61",
"62",
"60",
"75",
"68",
"78",
"83",
"65",
"68",
"77",
"71",
"51",
"65",
"58",
"64",
"70",
"71",
"65",
"57",
"70",
"72",
"66",
"63",
"64",
"61",
"76",
"61",
"53",
"59",
"49",
"68",
"65",
"60",
"63",
"53",
"76",
"52",
"64",
"57",
"61",
"76",
"61",
"63",
"71",
"58",
"74",
"67",
"61",
"58",
"76",
"62",
"66",
"56",
"73",
"77",
"65",
"59",
"55",
"69",
"69",
"58",
"55",
"56",
"56",
"52",
"60",
"63",
"37",
"48",
"61",
"56",
"69",
"60",
"62",
"69",
"58",
"59",
"63",
"62",
"78",
"45",
"60",
"48",
"62",
"58",
"63",
"66",
"45",
"47",
"66",
"62",
"46",
"66",
"63",
"62",
"54",
"52",
"68",
"53",
"50",
"59",
"69",
"52",
"52",
"68",
"57",
"65",
"67",
"50",
"68",
"54",
"59",
"49",
"67",
"61",
"50",
"46",
"56",
"76",
"57",
"64",
"52",
"59",
"55",
"61",
"63",
"59",
"67",
"53",
"55",
"64",
"60",
"58",
"62",
"69",
"63",
"58",
"74",
"49",
"51",
"61",
"51",
"68",
"66",
"51",
"62",
"67",
"66",
"70",
"59",
"64",
"78",
"67",
"63",
"62",
"67",
"70",
"59",
"68",
"70",
"63",
"67",
"71",
"51",
"52",
"63",
"68",
"49",
"57",
"58",
"63",
"63",
"62",
"56",
"58",
"74",
"66",
"58",
"63",
"55",
"47",
"65",
"62",
"52",
"74",
"51",
"56",
"59",
"72",
"68",
"58",
"50",
"74",
"64",
"66",
"61",
"53",
"65",
"70",
"56",
"61",
"59",
"55",
"57",
"79",
"71",
"68",
"62",
"51",
"45",
"59",
"51",
"65",
"72",
"61",
"60",
"58",
"48",
"64",
"61",
"60",
"58",
"72",
"66",
"56",
"78",
"55",
"71",
"45",
"63",
"63",
"65",
"71",
"80",
"58",
"68",
"63",
"73",
"62",
"53",
"57",
"74",
"74",
"71",
"71",
"61",
"65",
"83",
"76",
"62",
"74",
"69",
"67",
"70",
"72",
"78",
"74",
"91",
"73",
"87",
"77",
"72",
"79",
"87",
"78",
"85",
"61",
"78",
"69",
"107",
"88",
"89",
"68",
"102",
"76",
"68",
"69",
"89",
"99",
"122",
"83",
"90",
"88",
"88",
"112",
"97",
"88",
"106",
"114",
"94",
"115",
"122",
"113",
"130",
"126",
"113",
"135",
"163",
"180",
"210",
"219",
"254",
"298",
"340",
"367",
"497",
"570",
"611",
"813",
"927",
"1092",
"1294",
"1493",
"1790",
"2154",
"2390",
"2745",
"3285",
"3739",
"4008",
"4448",
"5089",
"5703",
"6149",
"6792",
"7674",
"8047",
"8319",
"9176",
"9653",
"10348",
"10387",
"11128",
"11486",
"11829",
"11590",
"12117",
"12305",
"12457",
"11847",
"12211",
"11667",
"11823",
"10714",
"10835",
"10323",
"9900",
"9070",
"8522",
"8296",
"7717",
"6793",
"6288",
"5867",
"5191",
"4540",
"3997",
"3968",
"3143",
"2673",
"2420",
"1987",
"1816",
"1432",
"1196",
"994",
"821",
"666",
"584",
"488",
"394",
"330",
"251",
"219",
"180",
"153",
"144",
"117",
"107",
"98",
"85",
"78",
"75",
"66",
"59",
"63",
"58",
"68",
"63",
"71",
"73",
"65",
"62",
"59",
"60",
"73",
"53",
"60",
"57",
"54",
"75",
"61",
"61",
"68",
"66",
"61",
"62",
"55",
"62",
"45",
"64",
"51",
"64",
"61",
"68",
"46",
"63",
"68",
"66",
"65",
"60",
"68",
"55",
"56",
"59",
"63",
"57",
"61",
"64",
"54",
"66",
"70",
"66",
"63",
"68",
"57",
"67",
"68",
"71",
"70",
"67",
"76",
"58",
"87",
"85",
"60",
"75",
"78",
"73",
"54",
"79",
"65",
"76",
"86",
"75",
"94",
"85",
"85",
"91",
"92",
"86",
"91",
"92",
"104",
"83",
"101",
"118",
"104",
"125",
"107",
"127",
"121",
"124",
"158",
"115",
"122",
"151",
"169",
"165",
"161",
"170",
"178",
"200",
"162",
"186",
"218",
"192",
"184",
"231",
"229",
"248",
"207",
"268",
"239",
"298",
"256",
"277",
"268",
"288",
"278",
"332",
"292",
"327",
"300",
"317",
"291",
"293",
"315",
"335",
"361",
"382",
"316",
"331",
"370",
"377",
"356",
"377",
"391",
"375",
"351",
"349",
"411",
"400",
"389",
"442",
"505",
"478",
"492",
"579",
"566",
"593",
"649",
"760",
"823",
"950",
"972",
"1016",
"1165",
"1317",
"1307",
"1441",
"1631",
"1618",
"1633",
"1752",
"1888",
"1998",
"1933",
"2024",
"2231",
"2267",
"2149",
"2149",
"2103",
"2178",
"2021",
"1974",
"1996",
"1972",
"1858",
"1795",
"1706",
"1605",
"1377",
"1400",
"1354",
"1243",
"1070",
"1090",
"940",
"917",
"892",
"693",
"732",
"696",
"610",
"571",
"558",
"608",
"476",
"464",
"550",
"481",
"461",
"459",
"472",
"432",
"410",
"432",
"455",
"468",
"416",
"464",
"365",
"416",
"373",
"359",
"334",
"373",
"288",
"290",
"255",
"257",
"223",
"250",
"237",
"218",
"192",
"185",
"187",
"149",
"137",
"124",
"134",
"134",
"106",
"99",
"119",
"103",
"94",
"90",
"81",
"76",
"53",
"61",
"64",
"55",
"52",
"50",
"55",
"59",
"55",
"48",
"46",
"33",
"44",
"49",
"31",
"38",
"45",
"36",
"36",
"39",
"40",
"22218",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Mo, Ca",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.02     0.046",
"                      MoLa         2.30     0.633",
"                      ----         2.44     0.286",
"                      CaKa         3.68     0.295",
"                      CaKb         3.99     0.038",
"                      MoKa        17.40     7.083",
"                      MoKb        19.53     1.175",
"                      ----        19.94     0.143",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
