"Sample    : ge-6592b",
"35",
"37",
"29",
"41",
"44",
"46",
"44",
"34",
"43",
"56",
"31",
"47",
"48",
"50",
"44",
"46",
"50",
"56",
"41",
"55",
"50",
"55",
"54",
"41",
"45",
"45",
"46",
"56",
"51",
"46",
"55",
"53",
"48",
"62",
"48",
"53",
"42",
"64",
"55",
"64",
"70",
"55",
"54",
"73",
"64",
"56",
"63",
"71",
"66",
"75",
"70",
"64",
"67",
"61",
"56",
"59",
"60",
"64",
"49",
"53",
"64",
"62",
"50",
"69",
"44",
"59",
"51",
"50",
"53",
"55",
"55",
"54",
"61",
"50",
"57",
"40",
"63",
"83",
"56",
"50",
"68",
"68",
"62",
"68",
"67",
"60",
"63",
"64",
"59",
"66",
"52",
"70",
"52",
"58",
"56",
"61",
"54",
"56",
"64",
"59",
"58",
"59",
"56",
"51",
"57",
"58",
"62",
"67",
"65",
"55",
"54",
"71",
"76",
"56",
"62",
"57",
"59",
"73",
"49",
"62",
"61",
"59",
"57",
"65",
"65",
"51",
"50",
"70",
"65",
"72",
"61",
"72",
"65",
"62",
"57",
"62",
"67",
"76",
"64",
"73",
"88",
"65",
"65",
"76",
"77",
"64",
"62",
"70",
"68",
"78",
"77",
"79",
"78",
"93",
"64",
"70",
"79",
"90",
"63",
"74",
"65",
"69",
"73",
"71",
"72",
"77",
"59",
"76",
"68",
"75",
"71",
"68",
"57",
"64",
"64",
"75",
"59",
"80",
"45",
"74",
"56",
"59",
"66",
"59",
"58",
"65",
"52",
"65",
"54",
"74",
"70",
"71",
"68",
"65",
"83",
"100",
"66",
"89",
"86",
"84",
"85",
"119",
"97",
"113",
"107",
"94",
"94",
"113",
"99",
"115",
"119",
"124",
"89",
"110",
"104",
"124",
"99",
"128",
"102",
"107",
"107",
"95",
"101",
"84",
"83",
"86",
"92",
"74",
"84",
"76",
"69",
"77",
"74",
"62",
"62",
"78",
"82",
"77",
"73",
"78",
"73",
"71",
"87",
"74",
"66",
"60",
"86",
"66",
"70",
"59",
"71",
"63",
"65",
"64",
"74",
"71",
"74",
"73",
"86",
"82",
"74",
"86",
"92",
"87",
"82",
"69",
"92",
"98",
"90",
"74",
"75",
"67",
"79",
"67",
"71",
"77",
"73",
"77",
"55",
"52",
"60",
"67",
"57",
"68",
"63",
"97",
"58",
"75",
"50",
"80",
"60",
"66",
"58",
"76",
"64",
"65",
"67",
"62",
"74",
"80",
"69",
"78",
"68",
"55",
"70",
"59",
"56",
"58",
"77",
"62",
"72",
"66",
"72",
"72",
"73",
"80",
"75",
"101",
"73",
"74",
"86",
"71",
"93",
"87",
"82",
"87",
"80",
"92",
"90",
"74",
"78",
"81",
"91",
"100",
"75",
"90",
"77",
"93",
"114",
"92",
"106",
"81",
"89",
"115",
"92",
"86",
"108",
"103",
"105",
"119",
"100",
"110",
"120",
"116",
"113",
"131",
"122",
"135",
"145",
"167",
"189",
"184",
"231",
"265",
"360",
"395",
"478",
"629",
"772",
"1123",
"1382",
"1740",
"2434",
"3197",
"3786",
"4799",
"6030",
"7293",
"8558",
"10754",
"12163",
"14398",
"15048",
"17457",
"19165",
"21051",
"21796",
"23506",
"24603",
"25611",
"24413",
"25080",
"24376",
"23803",
"21723",
"20668",
"20091",
"17964",
"15481",
"14291",
"12201",
"10712",
"8700",
"7304",
"6204",
"4961",
"3770",
"3131",
"2424",
"1832",
"1401",
"1049",
"839",
"653",
"437",
"351",
"250",
"227",
"180",
"184",
"155",
"137",
"108",
"118",
"104",
"99",
"113",
"109",
"102",
"104",
"89",
"92",
"106",
"98",
"102",
"125",
"118",
"130",
"144",
"149",
"177",
"195",
"168",
"246",
"253",
"287",
"334",
"341",
"361",
"404",
"410",
"451",
"459",
"515",
"450",
"509",
"444",
"525",
"475",
"477",
"481",
"465",
"393",
"383",
"368",
"355",
"287",
"326",
"265",
"224",
"226",
"222",
"187",
"196",
"198",
"225",
"242",
"245",
"260",
"325",
"336",
"470",
"538",
"604",
"713",
"976",
"992",
"1230",
"1421",
"1623",
"1771",
"2056",
"2310",
"2620",
"2661",
"3029",
"3064",
"3308",
"3403",
"3553",
"3501",
"3586",
"3408",
"3202",
"3252",
"3139",
"2744",
"2739",
"2386",
"2275",
"1897",
"1791",
"1544",
"1329",
"1115",
"981",
"792",
"660",
"578",
"487",
"356",
"320",
"230",
"231",
"192",
"175",
"107",
"121",
"100",
"100",
"71",
"66",
"55",
"68",
"62",
"52",
"52",
"50",
"58",
"54",
"59",
"66",
"57",
"52",
"51",
"54",
"56",
"54",
"60",
"54",
"58",
"50",
"42",
"63",
"62",
"64",
"60",
"55",
"65",
"79",
"73",
"68",
"70",
"71",
"68",
"84",
"92",
"87",
"100",
"106",
"100",
"119",
"126",
"120",
"88",
"113",
"111",
"99",
"116",
"106",
"97",
"121",
"114",
"94",
"85",
"75",
"90",
"104",
"83",
"74",
"72",
"71",
"63",
"66",
"72",
"75",
"79",
"64",
"63",
"59",
"64",
"60",
"53",
"61",
"59",
"55",
"44",
"68",
"62",
"47",
"58",
"56",
"50",
"54",
"37",
"44",
"57",
"49",
"58",
"57",
"48",
"53",
"59",
"63",
"48",
"43",
"36",
"44",
"48",
"43",
"41",
"50",
"44",
"53",
"36",
"52",
"37",
"50",
"55",
"52",
"43",
"51",
"45",
"51",
"43",
"60",
"60",
"55",
"51",
"50",
"55",
"48",
"56",
"46",
"40",
"56",
"48",
"44",
"39",
"51",
"49",
"52",
"40",
"54",
"49",
"55",
"46",
"51",
"50",
"51",
"50",
"38",
"50",
"41",
"56",
"55",
"42",
"43",
"38",
"62",
"47",
"40",
"37",
"37",
"50",
"41",
"46",
"50",
"56",
"51",
"46",
"38",
"56",
"60",
"51",
"48",
"52",
"44",
"49",
"52",
"47",
"49",
"50",
"53",
"50",
"47",
"53",
"53",
"51",
"46",
"46",
"51",
"33",
"44",
"50",
"53",
"50",
"41",
"40",
"49",
"58",
"38",
"51",
"35",
"46",
"55",
"61",
"50",
"37",
"51",
"39",
"51",
"43",
"55",
"40",
"56",
"37",
"54",
"50",
"46",
"50",
"43",
"39",
"46",
"46",
"58",
"38",
"40",
"46",
"38",
"38",
"52",
"51",
"53",
"48",
"47",
"39",
"58",
"39",
"43",
"46",
"32",
"42",
"58",
"48",
"40",
"49",
"38",
"46",
"34",
"39",
"38",
"39",
"48",
"37",
"50",
"55",
"35",
"46",
"40",
"49",
"44",
"52",
"45",
"45",
"45",
"37",
"38",
"41",
"39",
"34",
"49",
"52",
"57",
"51",
"50",
"54",
"35",
"43",
"47",
"37",
"53",
"41",
"38",
"38",
"50",
"44",
"39",
"47",
"42",
"41",
"50",
"38",
"38",
"44",
"34",
"40",
"41",
"44",
"40",
"38",
"43",
"31",
"49",
"43",
"52",
"48",
"37",
"43",
"43",
"54",
"38",
"40",
"45",
"41",
"49",
"45",
"45",
"54",
"49",
"41",
"45",
"48",
"40",
"57",
"42",
"48",
"57",
"43",
"50",
"35",
"47",
"45",
"40",
"39",
"46",
"43",
"46",
"35",
"51",
"39",
"49",
"43",
"42",
"55",
"49",
"38",
"36",
"35",
"47",
"30",
"32",
"52",
"42",
"39",
"48",
"60",
"39",
"42",
"42",
"45",
"40",
"49",
"44",
"44",
"36",
"42",
"41",
"36",
"45",
"33",
"57",
"44",
"43",
"32",
"31",
"44",
"45",
"37",
"37",
"32",
"42",
"38",
"45",
"24",
"40",
"45",
"49",
"36",
"43",
"39",
"28",
"32",
"44",
"36",
"43",
"46",
"43",
"33",
"47",
"44",
"34",
"34",
"44",
"37",
"46",
"42",
"35",
"30",
"40",
"35",
"36",
"38",
"36",
"38",
"35",
"42",
"33",
"39",
"36",
"43",
"38",
"35",
"43",
"33",
"41",
"34",
"42",
"50",
"48",
"39",
"30",
"39",
"40",
"36",
"37",
"42",
"36",
"48",
"44",
"29",
"35",
"35",
"29",
"40",
"36",
"33",
"29",
"34",
"36",
"43",
"31",
"62",
"46",
"46",
"47",
"29",
"39",
"32",
"38",
"40",
"35",
"46",
"37",
"39",
"32",
"44",
"36",
"41",
"42",
"40",
"37",
"37",
"43",
"40",
"40",
"27",
"33",
"35",
"41",
"33",
"38",
"36",
"35",
"34",
"34",
"40",
"40",
"46",
"40",
"30",
"38",
"33",
"45",
"34",
"35",
"43",
"26",
"43",
"44",
"34",
"46",
"34",
"32",
"34",
"32",
"43",
"36",
"39",
"35",
"37",
"28",
"44",
"40",
"32",
"35",
"43",
"29",
"35",
"34",
"29",
"36",
"32",
"44",
"43",
"32",
"33",
"38",
"42",
"32",
"27",
"35",
"34",
"41",
"34",
"40",
"29",
"46",
"22",
"29",
"45",
"35",
"34",
"42",
"26",
"34",
"39",
"32",
"41",
"43",
"33",
"35",
"35",
"35",
"34",
"34",
"33",
"46",
"28",
"32",
"42",
"36",
"45",
"38",
"27",
"40",
"45",
"38",
"26",
"35",
"27",
"40",
"36",
"34",
"35",
"47",
"25",
"40",
"32",
"36",
"33",
"34",
"39",
"35",
"38",
"34",
"33",
"30",
"29",
"35",
"37",
"32",
"36",
"38",
"34",
"28",
"37",
"35",
"32",
"33",
"35",
"28",
"47",
"29",
"39",
"48",
"38",
"36",
"48",
"26",
"25",
"37",
"39",
"35",
"40",
"32",
"33",
"59",
"34",
"39",
"24",
"42",
"31",
"29",
"41",
"28",
"34",
"26",
"31",
"39",
"31",
"36",
"49",
"37",
"37",
"29",
"46",
"36",
"24",
"39",
"34",
"43",
"37",
"26",
"37",
"43",
"27",
"28",
"39",
"37",
"26",
"32",
"28",
"34",
"40",
"36",
"34",
"41",
"35",
"36",
"35",
"31",
"36",
"23",
"42",
"32",
"29",
"28",
"29",
"34",
"36",
"32",
"41",
"45",
"27",
"45",
"43",
"40",
"35",
"43",
"35",
"34",
"40",
"31",
"33",
"35",
"45",
"42",
"50",
"25",
"35",
"36",
"42",
"45",
"42",
"33",
"24",
"41",
"28",
"43",
"38",
"50",
"27",
"36",
"40",
"43",
"41",
"40",
"38",
"43",
"42",
"41",
"39",
"60",
"43",
"41",
"38",
"46",
"49",
"41",
"55",
"56",
"45",
"53",
"46",
"37",
"46",
"49",
"53",
"53",
"44",
"45",
"45",
"60",
"43",
"53",
"61",
"48",
"50",
"56",
"69",
"49",
"52",
"75",
"64",
"59",
"60",
"52",
"60",
"71",
"63",
"74",
"56",
"72",
"53",
"81",
"76",
"94",
"85",
"82",
"89",
"97",
"88",
"93",
"95",
"97",
"113",
"105",
"124",
"135",
"122",
"134",
"137",
"143",
"157",
"144",
"163",
"193",
"173",
"172",
"197",
"194",
"172",
"200",
"180",
"227",
"204",
"240",
"207",
"223",
"236",
"235",
"243",
"231",
"239",
"237",
"237",
"247",
"239",
"251",
"257",
"255",
"243",
"227",
"221",
"248",
"262",
"282",
"232",
"256",
"235",
"231",
"209",
"229",
"216",
"195",
"204",
"205",
"192",
"194",
"176",
"196",
"188",
"162",
"177",
"165",
"154",
"147",
"139",
"140",
"137",
"126",
"161",
"128",
"142",
"124",
"121",
"108",
"115",
"121",
"118",
"121",
"93",
"118",
"103",
"108",
"77",
"91",
"122",
"105",
"109",
"100",
"93",
"88",
"82",
"92",
"98",
"93",
"85",
"97",
"97",
"86",
"71",
"91",
"91",
"82",
"85",
"73",
"84",
"100",
"82",
"97",
"106",
"79",
"95",
"92",
"104",
"103",
"105",
"110",
"109",
"114",
"112",
"101",
"106",
"123",
"104",
"113",
"108",
"108",
"114",
"111",
"130",
"118",
"101",
"97",
"103",
"118",
"102",
"85",
"118",
"108",
"90",
"81",
"77",
"75",
"70",
"66",
"69",
"67",
"48",
"52",
"52",
"49",
"41",
"42",
"40",
"35",
"40",
"46",
"36",
"33",
"32",
"35",
"32",
"37",
"32",
"33",
"32",
"36",
"36",
"17127",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ge, S , As, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    GeLa         1.21     0.311",
"                      S Ka         2.32     0.010",
"                      GeKa         9.85    16.682",
"                      AsKa        10.53     0.246",
"                      GeKb        10.96     2.388",
"                      AsKb        11.67     0.045",
"                      RuKa        19.14     0.129",
"                      ----        19.37     0.081",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
