"Sample    : ge_31504",
"143",
"108",
"100",
"114",
"107",
"91",
"88",
"81",
"87",
"85",
"91",
"89",
"92",
"104",
"85",
"99",
"98",
"88",
"92",
"92",
"78",
"91",
"92",
"70",
"81",
"89",
"101",
"91",
"95",
"82",
"94",
"101",
"99",
"91",
"95",
"99",
"103",
"94",
"115",
"106",
"98",
"106",
"114",
"120",
"96",
"102",
"117",
"120",
"140",
"118",
"146",
"138",
"154",
"152",
"166",
"167",
"199",
"251",
"290",
"343",
"366",
"464",
"553",
"670",
"806",
"922",
"1074",
"1297",
"1552",
"1596",
"1964",
"2261",
"2475",
"2611",
"2864",
"3065",
"3478",
"3276",
"3553",
"3553",
"3657",
"3350",
"3460",
"3531",
"3363",
"3034",
"3036",
"2581",
"2482",
"2124",
"1946",
"1720",
"1616",
"1228",
"1136",
"957",
"838",
"620",
"543",
"469",
"384",
"290",
"259",
"231",
"178",
"145",
"128",
"117",
"109",
"79",
"63",
"83",
"53",
"54",
"68",
"49",
"50",
"41",
"57",
"57",
"47",
"46",
"48",
"55",
"60",
"36",
"38",
"38",
"54",
"56",
"69",
"54",
"50",
"51",
"46",
"50",
"50",
"50",
"60",
"48",
"59",
"54",
"43",
"47",
"47",
"53",
"36",
"42",
"52",
"55",
"62",
"44",
"48",
"51",
"42",
"41",
"52",
"49",
"43",
"46",
"56",
"41",
"48",
"49",
"46",
"35",
"43",
"40",
"61",
"46",
"54",
"44",
"48",
"40",
"47",
"37",
"67",
"48",
"41",
"52",
"62",
"44",
"41",
"50",
"54",
"43",
"52",
"55",
"53",
"46",
"50",
"57",
"59",
"40",
"51",
"59",
"56",
"43",
"31",
"46",
"44",
"53",
"46",
"63",
"47",
"35",
"38",
"41",
"43",
"51",
"63",
"46",
"41",
"40",
"47",
"60",
"50",
"42",
"48",
"44",
"34",
"44",
"43",
"39",
"57",
"38",
"31",
"48",
"35",
"46",
"41",
"64",
"39",
"35",
"35",
"35",
"49",
"47",
"40",
"52",
"31",
"43",
"52",
"48",
"42",
"42",
"41",
"40",
"47",
"49",
"40",
"44",
"40",
"42",
"36",
"48",
"50",
"35",
"40",
"47",
"42",
"54",
"46",
"42",
"33",
"43",
"36",
"48",
"52",
"50",
"39",
"37",
"54",
"48",
"37",
"48",
"37",
"50",
"37",
"38",
"51",
"43",
"40",
"54",
"34",
"39",
"47",
"52",
"41",
"46",
"59",
"46",
"38",
"38",
"41",
"41",
"37",
"56",
"47",
"40",
"38",
"47",
"41",
"42",
"36",
"35",
"35",
"49",
"33",
"37",
"55",
"34",
"55",
"35",
"48",
"39",
"42",
"47",
"35",
"40",
"44",
"29",
"36",
"37",
"43",
"39",
"50",
"52",
"29",
"39",
"44",
"47",
"31",
"48",
"57",
"36",
"41",
"50",
"41",
"44",
"56",
"43",
"46",
"49",
"49",
"38",
"33",
"49",
"52",
"44",
"44",
"36",
"43",
"33",
"47",
"49",
"43",
"38",
"51",
"52",
"41",
"26",
"47",
"44",
"47",
"43",
"48",
"43",
"31",
"39",
"39",
"48",
"38",
"31",
"30",
"49",
"44",
"47",
"48",
"47",
"36",
"37",
"52",
"39",
"33",
"36",
"44",
"39",
"51",
"38",
"36",
"46",
"41",
"39",
"52",
"36",
"43",
"37",
"50",
"36",
"37",
"31",
"40",
"37",
"38",
"55",
"34",
"29",
"40",
"38",
"34",
"35",
"42",
"47",
"39",
"44",
"36",
"41",
"31",
"36",
"25",
"41",
"36",
"41",
"39",
"27",
"36",
"34",
"35",
"37",
"36",
"41",
"41",
"41",
"48",
"38",
"48",
"40",
"36",
"44",
"48",
"46",
"41",
"31",
"42",
"36",
"52",
"30",
"34",
"28",
"33",
"37",
"37",
"39",
"27",
"48",
"37",
"37",
"43",
"31",
"31",
"24",
"33",
"39",
"36",
"34",
"40",
"34",
"30",
"29",
"35",
"28",
"50",
"25",
"31",
"36",
"28",
"43",
"42",
"40",
"50",
"40",
"46",
"48",
"43",
"30",
"42",
"36",
"30",
"40",
"35",
"42",
"31",
"43",
"42",
"38",
"31",
"28",
"31",
"30",
"38",
"35",
"35",
"35",
"42",
"27",
"35",
"37",
"41",
"43",
"36",
"35",
"42",
"29",
"41",
"30",
"36",
"40",
"18",
"38",
"36",
"48",
"28",
"42",
"30",
"34",
"49",
"48",
"39",
"26",
"33",
"40",
"27",
"36",
"28",
"22",
"37",
"38",
"33",
"40",
"41",
"30",
"53",
"35",
"35",
"47",
"27",
"34",
"38",
"39",
"31",
"25",
"38",
"24",
"33",
"38",
"30",
"41",
"30",
"24",
"42",
"36",
"38",
"27",
"31",
"29",
"41",
"35",
"36",
"36",
"42",
"26",
"37",
"35",
"33",
"30",
"37",
"28",
"39",
"34",
"37",
"28",
"36",
"38",
"36",
"40",
"39",
"46",
"29",
"28",
"34",
"30",
"28",
"27",
"38",
"29",
"34",
"38",
"43",
"35",
"38",
"37",
"33",
"41",
"28",
"38",
"35",
"37",
"44",
"40",
"29",
"41",
"27",
"23",
"40",
"37",
"34",
"44",
"41",
"34",
"34",
"46",
"36",
"42",
"36",
"27",
"43",
"40",
"33",
"37",
"38",
"27",
"41",
"18",
"34",
"29",
"40",
"25",
"38",
"50",
"21",
"25",
"30",
"31",
"40",
"44",
"29",
"34",
"48",
"35",
"42",
"35",
"23",
"27",
"25",
"28",
"33",
"22",
"35",
"33",
"38",
"48",
"40",
"22",
"30",
"38",
"26",
"30",
"37",
"34",
"40",
"42",
"31",
"28",
"26",
"29",
"41",
"40",
"25",
"35",
"30",
"31",
"34",
"31",
"27",
"27",
"27",
"33",
"36",
"33",
"26",
"30",
"28",
"24",
"47",
"36",
"33",
"26",
"33",
"35",
"22",
"26",
"31",
"31",
"30",
"37",
"43",
"38",
"29",
"41",
"31",
"26",
"33",
"39",
"31",
"23",
"24",
"38",
"34",
"29",
"21",
"33",
"36",
"38",
"46",
"29",
"31",
"28",
"36",
"35",
"35",
"24",
"35",
"30",
"28",
"34",
"25",
"41",
"31",
"29",
"36",
"33",
"27",
"34",
"27",
"21",
"30",
"37",
"41",
"30",
"34",
"42",
"37",
"31",
"28",
"28",
"33",
"31",
"27",
"23",
"28",
"40",
"35",
"34",
"40",
"29",
"31",
"28",
"31",
"29",
"33",
"40",
"36",
"31",
"30",
"44",
"33",
"38",
"36",
"39",
"26",
"26",
"36",
"36",
"47",
"39",
"38",
"42",
"28",
"34",
"31",
"30",
"39",
"31",
"31",
"46",
"41",
"25",
"43",
"31",
"39",
"31",
"43",
"42",
"33",
"29",
"33",
"33",
"34",
"34",
"35",
"37",
"43",
"44",
"42",
"51",
"38",
"31",
"40",
"38",
"51",
"42",
"48",
"53",
"36",
"44",
"46",
"40",
"46",
"39",
"46",
"49",
"40",
"39",
"55",
"63",
"47",
"37",
"43",
"44",
"49",
"34",
"52",
"36",
"59",
"44",
"54",
"53",
"62",
"51",
"52",
"65",
"63",
"72",
"67",
"94",
"77",
"64",
"77",
"87",
"67",
"86",
"79",
"109",
"104",
"95",
"88",
"102",
"105",
"105",
"115",
"119",
"120",
"111",
"135",
"125",
"128",
"138",
"142",
"156",
"185",
"166",
"177",
"184",
"183",
"154",
"176",
"192",
"189",
"184",
"183",
"210",
"212",
"208",
"217",
"249",
"197",
"180",
"189",
"241",
"197",
"217",
"233",
"243",
"230",
"241",
"209",
"217",
"199",
"228",
"196",
"197",
"247",
"168",
"181",
"182",
"211",
"172",
"191",
"188",
"179",
"172",
"148",
"163",
"151",
"120",
"133",
"140",
"133",
"117",
"121",
"143",
"139",
"152",
"108",
"91",
"109",
"95",
"95",
"94",
"90",
"96",
"109",
"104",
"85",
"111",
"88",
"107",
"72",
"86",
"92",
"93",
"87",
"93",
"92",
"77",
"72",
"86",
"78",
"75",
"82",
"67",
"89",
"98",
"93",
"80",
"81",
"82",
"76",
"81",
"77",
"78",
"80",
"78",
"88",
"90",
"76",
"85",
"104",
"101",
"89",
"98",
"99",
"108",
"101",
"103",
"109",
"137",
"130",
"115",
"114",
"116",
"122",
"113",
"116",
"104",
"129",
"102",
"105",
"117",
"94",
"86",
"87",
"93",
"75",
"76",
"78",
"69",
"60",
"57",
"49",
"47",
"51",
"49",
"36",
"33",
"38",
"30",
"40",
"40",
"39",
"40",
"41",
"31",
"39",
"31",
"21",
"23",
"27",
"33",
"15766",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Na, Ge, P , Ca, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    NaKa         1.00     0.011",
"                      GeLa         1.20     0.369",
"                      P Ka         2.00     0.017",
"                      CaKa         3.68     0.284",
"                      CaKb         4.01     0.036",
"                      GeKaESC      8.04     0.050",
"                      GeKa         9.86    17.223",
"                      GeKb        10.96     2.452",
"                      RuKa        19.21     0.131",
"                      ----        19.49     0.056",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                  10.333 ug/cm2    -------- Flux       -------- --------",
"Na                      10.333 ug/cm2    -------- ********** -------- --------",
