"Sample    : fe31500",
"10",
"18",
"12",
"12",
"20",
"20",
"9",
"19",
"13",
"9",
"14",
"10",
"11",
"16",
"16",
"13",
"12",
"17",
"20",
"20",
"8",
"8",
"11",
"16",
"13",
"12",
"9",
"16",
"17",
"16",
"12",
"18",
"14",
"18",
"16",
"22",
"13",
"11",
"11",
"12",
"17",
"9",
"11",
"21",
"14",
"9",
"12",
"17",
"10",
"11",
"13",
"20",
"14",
"7",
"12",
"17",
"12",
"13",
"10",
"14",
"20",
"23",
"16",
"18",
"16",
"16",
"20",
"8",
"21",
"11",
"17",
"8",
"17",
"12",
"13",
"11",
"10",
"13",
"13",
"17",
"22",
"21",
"20",
"11",
"16",
"7",
"18",
"9",
"10",
"26",
"16",
"22",
"17",
"18",
"18",
"21",
"20",
"33",
"25",
"39",
"33",
"54",
"67",
"90",
"95",
"144",
"191",
"260",
"332",
"362",
"424",
"540",
"587",
"648",
"666",
"731",
"643",
"661",
"595",
"518",
"445",
"395",
"349",
"261",
"216",
"140",
"126",
"80",
"75",
"59",
"61",
"48",
"50",
"68",
"47",
"50",
"42",
"42",
"49",
"57",
"74",
"70",
"87",
"94",
"84",
"93",
"90",
"116",
"104",
"115",
"104",
"87",
"89",
"70",
"62",
"53",
"36",
"48",
"43",
"33",
"28",
"36",
"24",
"26",
"31",
"27",
"23",
"25",
"24",
"25",
"19",
"18",
"22",
"23",
"26",
"24",
"16",
"33",
"23",
"28",
"34",
"36",
"21",
"33",
"19",
"43",
"44",
"39",
"38",
"52",
"25",
"35",
"43",
"48",
"58",
"54",
"56",
"56",
"55",
"55",
"54",
"75",
"91",
"107",
"111",
"133",
"138",
"126",
"143",
"156",
"166",
"207",
"185",
"154",
"165",
"147",
"129",
"141",
"111",
"81",
"61",
"66",
"64",
"59",
"52",
"47",
"52",
"53",
"37",
"30",
"34",
"33",
"29",
"39",
"38",
"33",
"30",
"41",
"40",
"29",
"36",
"27",
"47",
"44",
"51",
"47",
"42",
"52",
"60",
"39",
"48",
"47",
"40",
"38",
"57",
"63",
"47",
"64",
"45",
"42",
"38",
"38",
"55",
"51",
"57",
"43",
"54",
"64",
"40",
"57",
"75",
"62",
"64",
"78",
"57",
"78",
"55",
"75",
"70",
"59",
"62",
"77",
"72",
"71",
"67",
"77",
"78",
"79",
"73",
"88",
"77",
"74",
"73",
"68",
"87",
"63",
"73",
"60",
"69",
"69",
"80",
"64",
"58",
"73",
"68",
"77",
"63",
"73",
"73",
"70",
"67",
"58",
"58",
"55",
"56",
"63",
"65",
"52",
"65",
"80",
"57",
"60",
"63",
"62",
"65",
"74",
"55",
"81",
"79",
"68",
"63",
"61",
"72",
"82",
"90",
"82",
"61",
"88",
"94",
"95",
"88",
"100",
"94",
"103",
"102",
"94",
"105",
"117",
"102",
"112",
"113",
"141",
"141",
"155",
"140",
"118",
"161",
"149",
"206",
"173",
"180",
"206",
"237",
"270",
"327",
"442",
"585",
"811",
"1087",
"1602",
"2081",
"2998",
"3874",
"5286",
"7065",
"9302",
"10995",
"14273",
"17296",
"20669",
"22606",
"26438",
"28830",
"31883",
"32221",
"36517",
"34286",
"35416",
"31646",
"31759",
"28193",
"26624",
"22285",
"20025",
"16495",
"14018",
"10815",
"9054",
"6855",
"5406",
"3825",
"2926",
"2036",
"1572",
"984",
"701",
"511",
"354",
"286",
"237",
"206",
"193",
"150",
"168",
"142",
"141",
"130",
"127",
"145",
"161",
"146",
"146",
"153",
"153",
"149",
"153",
"187",
"182",
"171",
"212",
"202",
"243",
"271",
"334",
"397",
"508",
"551",
"747",
"915",
"1112",
"1358",
"1567",
"1964",
"2261",
"2539",
"2982",
"3314",
"3733",
"3796",
"4278",
"4399",
"4450",
"4213",
"4381",
"4204",
"3973",
"3504",
"3352",
"2977",
"2615",
"2134",
"1819",
"1470",
"1263",
"959",
"769",
"597",
"430",
"359",
"300",
"212",
"145",
"130",
"96",
"84",
"88",
"69",
"59",
"78",
"58",
"52",
"63",
"51",
"67",
"58",
"53",
"50",
"64",
"67",
"63",
"59",
"65",
"53",
"60",
"60",
"59",
"74",
"70",
"64",
"87",
"50",
"55",
"63",
"67",
"53",
"55",
"64",
"53",
"58",
"54",
"54",
"65",
"67",
"57",
"72",
"70",
"67",
"66",
"67",
"64",
"66",
"62",
"70",
"66",
"57",
"80",
"70",
"68",
"45",
"57",
"52",
"64",
"65",
"71",
"64",
"69",
"51",
"68",
"69",
"64",
"55",
"51",
"81",
"74",
"66",
"72",
"66",
"69",
"88",
"68",
"66",
"67",
"79",
"55",
"66",
"65",
"57",
"55",
"51",
"58",
"56",
"73",
"51",
"55",
"62",
"54",
"69",
"47",
"60",
"52",
"53",
"63",
"52",
"49",
"54",
"70",
"63",
"66",
"57",
"61",
"58",
"63",
"53",
"62",
"58",
"66",
"65",
"71",
"77",
"77",
"62",
"67",
"62",
"77",
"58",
"84",
"67",
"82",
"83",
"71",
"86",
"79",
"84",
"105",
"84",
"96",
"98",
"115",
"69",
"90",
"104",
"103",
"99",
"104",
"99",
"85",
"90",
"69",
"72",
"74",
"74",
"60",
"70",
"81",
"70",
"83",
"71",
"60",
"63",
"68",
"75",
"60",
"62",
"63",
"68",
"58",
"67",
"59",
"53",
"61",
"57",
"51",
"65",
"64",
"83",
"71",
"48",
"61",
"56",
"58",
"51",
"53",
"72",
"48",
"50",
"57",
"57",
"60",
"48",
"74",
"57",
"69",
"54",
"51",
"67",
"66",
"63",
"62",
"56",
"53",
"63",
"64",
"56",
"56",
"61",
"61",
"61",
"52",
"63",
"56",
"52",
"53",
"65",
"60",
"74",
"62",
"57",
"54",
"52",
"66",
"65",
"65",
"42",
"57",
"58",
"80",
"61",
"70",
"54",
"67",
"58",
"57",
"63",
"61",
"61",
"63",
"78",
"52",
"61",
"55",
"53",
"68",
"62",
"56",
"63",
"71",
"49",
"64",
"60",
"66",
"64",
"58",
"66",
"64",
"62",
"63",
"50",
"51",
"55",
"60",
"68",
"68",
"57",
"53",
"74",
"60",
"56",
"59",
"70",
"52",
"65",
"75",
"60",
"57",
"64",
"59",
"91",
"62",
"47",
"70",
"77",
"75",
"69",
"48",
"70",
"60",
"64",
"71",
"65",
"70",
"60",
"70",
"75",
"51",
"60",
"72",
"62",
"69",
"62",
"86",
"64",
"64",
"60",
"70",
"54",
"60",
"66",
"71",
"58",
"49",
"63",
"66",
"61",
"69",
"58",
"65",
"72",
"59",
"64",
"62",
"56",
"58",
"65",
"62",
"57",
"64",
"45",
"51",
"58",
"54",
"56",
"62",
"59",
"79",
"62",
"62",
"61",
"58",
"65",
"55",
"61",
"64",
"42",
"57",
"51",
"51",
"60",
"44",
"71",
"65",
"48",
"48",
"56",
"62",
"51",
"58",
"54",
"61",
"50",
"59",
"60",
"58",
"52",
"41",
"48",
"69",
"51",
"55",
"51",
"53",
"77",
"58",
"51",
"51",
"50",
"53",
"61",
"53",
"51",
"65",
"65",
"47",
"66",
"71",
"39",
"73",
"53",
"48",
"64",
"68",
"52",
"44",
"38",
"59",
"51",
"52",
"62",
"59",
"49",
"54",
"68",
"53",
"40",
"58",
"57",
"66",
"63",
"57",
"53",
"55",
"59",
"55",
"58",
"57",
"47",
"63",
"56",
"58",
"50",
"56",
"63",
"71",
"58",
"42",
"39",
"59",
"51",
"64",
"54",
"54",
"67",
"52",
"50",
"66",
"45",
"58",
"51",
"57",
"56",
"53",
"67",
"50",
"57",
"51",
"51",
"69",
"59",
"54",
"52",
"70",
"73",
"63",
"64",
"59",
"52",
"68",
"47",
"50",
"38",
"54",
"59",
"58",
"60",
"60",
"52",
"59",
"50",
"63",
"47",
"55",
"48",
"50",
"55",
"66",
"63",
"48",
"50",
"55",
"47",
"60",
"56",
"64",
"53",
"49",
"43",
"49",
"60",
"55",
"69",
"49",
"59",
"47",
"67",
"44",
"59",
"57",
"63",
"57",
"67",
"47",
"59",
"63",
"49",
"49",
"59",
"53",
"52",
"35",
"52",
"49",
"61",
"63",
"48",
"49",
"56",
"65",
"56",
"54",
"65",
"48",
"62",
"59",
"59",
"54",
"42",
"45",
"49",
"55",
"63",
"72",
"54",
"55",
"44",
"57",
"55",
"50",
"49",
"55",
"60",
"62",
"58",
"57",
"79",
"61",
"71",
"102",
"64",
"85",
"83",
"81",
"79",
"87",
"98",
"126",
"97",
"92",
"105",
"130",
"85",
"112",
"88",
"89",
"92",
"90",
"92",
"79",
"85",
"81",
"84",
"78",
"61",
"74",
"56",
"67",
"65",
"49",
"54",
"57",
"47",
"41",
"57",
"54",
"36",
"53",
"49",
"61",
"59",
"43",
"51",
"51",
"44",
"50",
"43",
"48",
"50",
"41",
"64",
"62",
"51",
"54",
"58",
"60",
"47",
"54",
"55",
"54",
"52",
"53",
"51",
"45",
"58",
"65",
"65",
"53",
"63",
"64",
"58",
"62",
"62",
"49",
"60",
"66",
"68",
"66",
"74",
"61",
"73",
"61",
"45",
"65",
"68",
"56",
"53",
"81",
"50",
"59",
"52",
"60",
"52",
"53",
"52",
"41",
"49",
"53",
"62",
"37",
"47",
"48",
"70",
"49",
"50",
"45",
"50",
"69",
"34",
"52",
"54",
"32",
"49",
"51",
"41",
"60",
"43",
"61",
"61",
"50",
"49",
"56",
"47",
"50",
"33",
"47",
"48",
"42",
"57",
"50",
"54",
"48",
"51",
"32",
"48",
"43",
"57",
"49",
"66",
"51",
"48",
"45",
"47",
"47",
"35",
"56",
"55",
"52",
"43",
"69",
"51",
"52",
"43",
"42",
"52",
"62",
"42",
"47",
"45",
"52",
"42",
"47",
"45",
"57",
"41",
"49",
"45",
"54",
"42",
"49",
"51",
"50",
"53",
"42",
"44",
"53",
"37",
"34",
"54",
"39",
"42",
"35",
"43",
"40",
"44",
"39",
"52",
"50",
"36",
"43",
"39",
"45",
"55",
"44",
"42",
"40",
"38",
"47",
"44",
"61",
"41",
"51",
"44",
"40",
"38",
"31",
"38",
"39",
"39",
"48",
"36",
"49",
"34",
"33",
"36",
"54",
"44",
"50",
"42",
"39",
"33",
"50",
"41",
"40",
"35",
"34",
"57",
"50",
"53",
"47",
"37",
"36",
"40",
"52",
"37",
"45",
"57",
"54",
"38",
"43",
"41",
"29",
"35",
"36",
"48",
"37",
"37",
"35",
"57",
"45",
"52",
"35",
"48",
"40",
"45",
"41",
"41",
"55",
"36",
"37",
"36",
"37",
"49",
"38",
"42",
"53",
"39",
"49",
"40",
"42",
"51",
"53",
"33",
"45",
"37",
"41",
"49",
"44",
"36",
"34",
"40",
"41",
"37",
"39",
"35",
"40",
"44",
"41",
"45",
"36",
"49",
"49",
"35",
"50",
"43",
"52",
"34",
"28",
"35",
"34",
"42",
"54",
"39",
"27",
"43",
"40",
"49",
"39",
"32",
"34",
"36",
"32",
"43",
"42",
"41",
"26",
"50",
"34",
"54",
"41",
"40",
"39",
"40",
"42",
"42",
"41",
"44",
"32",
"42",
"39",
"33",
"48",
"26",
"41",
"36",
"41",
"39",
"53",
"38",
"50",
"41",
"45",
"38",
"50",
"40",
"33",
"37",
"44",
"26",
"32",
"37",
"48",
"52",
"37",
"43",
"43",
"32",
"38",
"41",
"40",
"43",
"36",
"43",
"38",
"45",
"51",
"41",
"39",
"43",
"45",
"36",
"35",
"32",
"40",
"40",
"39",
"34",
"31",
"41",
"29",
"36",
"48",
"34",
"39",
"48",
"52",
"38",
"48",
"45",
"35",
"35",
"54",
"28",
"44",
"49",
"35",
"39",
"48",
"34",
"39",
"38",
"24",
"54",
"44",
"37",
"31",
"35",
"36",
"38",
"38",
"42",
"47",
"48",
"34",
"40",
"36",
"45",
"39",
"35",
"41",
"40",
"40",
"42",
"53",
"33",
"29",
"35",
"30",
"42",
"37",
"42",
"33",
"38",
"39",
"28",
"42",
"34",
"32",
"34",
"41",
"47",
"36",
"36",
"39",
"34",
"40",
"34",
"33",
"39",
"35",
"39",
"33",
"39",
"27",
"39",
"43",
"28",
"44",
"32",
"35",
"31",
"38",
"33",
"33",
"38",
"30",
"33",
"43",
"39",
"31",
"29",
"42",
"44",
"42",
"37",
"40",
"33",
"38",
"25",
"36",
"36",
"25",
"33",
"26",
"47",
"43",
"32",
"30",
"30",
"32",
"53",
"36",
"43",
"38",
"44",
"36",
"37",
"39",
"34",
"34",
"50",
"37",
"49",
"36",
"39",
"34",
"30",
"32",
"25",
"38",
"49",
"38",
"30",
"43",
"42",
"41",
"47",
"38",
"35",
"49",
"35",
"37",
"42",
"38",
"32",
"51",
"32",
"39",
"33",
"41",
"35",
"42",
"30",
"39",
"42",
"48",
"35",
"27",
"43",
"41",
"32",
"53",
"50",
"43",
"48",
"43",
"52",
"47",
"33",
"38",
"37",
"52",
"33",
"42",
"45",
"37",
"49",
"47",
"31",
"53",
"39",
"53",
"31",
"55",
"40",
"44",
"45",
"34",
"47",
"51",
"39",
"43",
"41",
"48",
"66",
"62",
"35",
"49",
"58",
"63",
"47",
"42",
"47",
"67",
"57",
"49",
"55",
"60",
"67",
"56",
"66",
"60",
"55",
"61",
"54",
"69",
"57",
"61",
"86",
"72",
"71",
"60",
"83",
"79",
"69",
"80",
"83",
"81",
"82",
"92",
"98",
"102",
"92",
"101",
"125",
"114",
"115",
"107",
"131",
"136",
"161",
"153",
"145",
"160",
"135",
"149",
"179",
"157",
"159",
"161",
"191",
"220",
"196",
"194",
"211",
"203",
"217",
"227",
"219",
"255",
"224",
"248",
"215",
"259",
"233",
"243",
"279",
"249",
"267",
"247",
"295",
"281",
"227",
"247",
"261",
"238",
"249",
"249",
"224",
"245",
"220",
"267",
"234",
"214",
"218",
"230",
"222",
"216",
"206",
"224",
"196",
"184",
"182",
"185",
"174",
"184",
"148",
"147",
"156",
"134",
"148",
"129",
"153",
"138",
"128",
"121",
"120",
"113",
"113",
"79",
"102",
"92",
"87",
"66",
"73",
"73",
"84",
"88",
"63",
"70",
"67",
"59",
"66",
"58",
"68",
"56",
"47",
"63",
"55",
"53",
"67",
"66",
"74",
"62",
"58",
"66",
"68",
"63",
"69",
"68",
"64",
"85",
"95",
"95",
"88",
"83",
"94",
"111",
"107",
"131",
"97",
"127",
"99",
"119",
"120",
"121",
"107",
"135",
"129",
"128",
"117",
"135",
"130",
"128",
"120",
"109",
"121",
"115",
"115",
"115",
"93",
"96",
"84",
"87",
"98",
"66",
"75",
"54",
"67",
"60",
"73",
"48",
"48",
"39",
"40",
"39",
"34",
"42",
"38",
"32",
"49",
"26",
"38",
"39",
"37",
"29",
"30",
"17799",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Fe, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.02     0.021",
"                      CaKa         3.69     0.276",
"                      CaKb         4.02     0.038",
"                      FeKaESC      4.65     0.071",
"                      FeKa         6.40    17.019",
"                      FeKb         7.04     2.127",
"                      FeKaSUM     12.80     0.037",
"                      RuKa        19.19     0.125",
"                      ----        20.00     0.046",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
