"Sample    : ge6592c",
"72",
"89",
"78",
"63",
"62",
"63",
"85",
"69",
"79",
"64",
"63",
"62",
"71",
"72",
"65",
"48",
"67",
"49",
"90",
"61",
"74",
"76",
"91",
"61",
"57",
"64",
"85",
"77",
"65",
"75",
"48",
"68",
"66",
"81",
"81",
"66",
"71",
"85",
"81",
"78",
"91",
"89",
"68",
"75",
"87",
"81",
"49",
"75",
"63",
"69",
"52",
"70",
"70",
"58",
"61",
"61",
"68",
"60",
"63",
"54",
"52",
"58",
"78",
"64",
"56",
"57",
"62",
"74",
"80",
"76",
"65",
"58",
"66",
"52",
"68",
"77",
"73",
"77",
"54",
"59",
"57",
"63",
"78",
"52",
"68",
"66",
"63",
"57",
"63",
"65",
"63",
"80",
"86",
"74",
"75",
"80",
"67",
"76",
"79",
"64",
"62",
"86",
"83",
"62",
"81",
"71",
"80",
"65",
"67",
"104",
"69",
"81",
"96",
"85",
"97",
"78",
"82",
"99",
"95",
"76",
"100",
"80",
"111",
"87",
"116",
"118",
"108",
"90",
"103",
"117",
"115",
"117",
"141",
"144",
"172",
"140",
"192",
"232",
"245",
"288",
"421",
"501",
"702",
"846",
"1133",
"1516",
"2036",
"2512",
"3282",
"4215",
"5171",
"6142",
"7764",
"9034",
"10822",
"11831",
"14055",
"15817",
"17883",
"18952",
"20526",
"22056",
"23650",
"23265",
"24071",
"24157",
"24198",
"22715",
"21964",
"22112",
"20224",
"17516",
"16409",
"14710",
"13111",
"10883",
"9647",
"8087",
"6917",
"5387",
"4532",
"3617",
"2843",
"2076",
"1760",
"1294",
"1009",
"661",
"570",
"431",
"328",
"259",
"195",
"175",
"168",
"127",
"115",
"115",
"99",
"100",
"94",
"94",
"89",
"89",
"105",
"94",
"112",
"99",
"87",
"90",
"104",
"99",
"114",
"123",
"122",
"126",
"174",
"159",
"175",
"193",
"193",
"233",
"251",
"271",
"336",
"309",
"344",
"299",
"353",
"344",
"361",
"346",
"355",
"363",
"332",
"339",
"286",
"303",
"277",
"232",
"252",
"207",
"205",
"210",
"220",
"183",
"190",
"190",
"180",
"195",
"216",
"210",
"255",
"275",
"322",
"345",
"405",
"485",
"621",
"702",
"882",
"1004",
"1152",
"1388",
"1686",
"1886",
"2009",
"2180",
"2485",
"2622",
"2895",
"2968",
"3278",
"3346",
"3433",
"3260",
"3367",
"3305",
"3352",
"3001",
"3089",
"2651",
"2627",
"2153",
"2173",
"1925",
"1735",
"1428",
"1266",
"1101",
"941",
"780",
"628",
"558",
"471",
"356",
"331",
"272",
"228",
"208",
"138",
"118",
"117",
"99",
"90",
"87",
"84",
"64",
"58",
"80",
"52",
"50",
"55",
"58",
"49",
"64",
"58",
"56",
"58",
"41",
"63",
"61",
"49",
"51",
"49",
"62",
"56",
"67",
"55",
"46",
"62",
"67",
"59",
"39",
"58",
"60",
"58",
"78",
"65",
"76",
"66",
"82",
"91",
"73",
"90",
"88",
"82",
"73",
"76",
"86",
"94",
"85",
"98",
"88",
"79",
"84",
"90",
"98",
"88",
"85",
"79",
"92",
"77",
"81",
"66",
"80",
"81",
"73",
"71",
"80",
"76",
"86",
"68",
"74",
"64",
"56",
"82",
"50",
"64",
"51",
"65",
"55",
"41",
"63",
"39",
"49",
"52",
"49",
"39",
"58",
"38",
"39",
"50",
"57",
"46",
"39",
"52",
"30",
"46",
"65",
"48",
"42",
"46",
"37",
"45",
"45",
"46",
"48",
"44",
"64",
"43",
"51",
"48",
"43",
"40",
"44",
"49",
"54",
"56",
"46",
"33",
"56",
"49",
"44",
"55",
"57",
"57",
"51",
"38",
"51",
"43",
"54",
"45",
"55",
"37",
"51",
"45",
"45",
"41",
"56",
"25",
"41",
"50",
"41",
"43",
"44",
"46",
"50",
"46",
"42",
"48",
"50",
"39",
"43",
"62",
"44",
"53",
"39",
"47",
"44",
"40",
"49",
"52",
"42",
"46",
"41",
"42",
"44",
"46",
"47",
"35",
"54",
"55",
"41",
"52",
"40",
"39",
"47",
"41",
"44",
"42",
"45",
"48",
"47",
"53",
"36",
"50",
"35",
"50",
"48",
"49",
"39",
"61",
"49",
"45",
"32",
"40",
"51",
"44",
"42",
"42",
"32",
"63",
"42",
"36",
"48",
"50",
"37",
"44",
"63",
"55",
"47",
"40",
"43",
"60",
"39",
"49",
"58",
"57",
"49",
"42",
"53",
"35",
"43",
"53",
"40",
"44",
"40",
"44",
"47",
"34",
"47",
"39",
"40",
"42",
"43",
"44",
"53",
"44",
"43",
"41",
"57",
"50",
"37",
"53",
"42",
"46",
"40",
"29",
"47",
"61",
"32",
"54",
"44",
"51",
"45",
"27",
"30",
"42",
"37",
"38",
"40",
"47",
"42",
"44",
"34",
"49",
"39",
"55",
"44",
"35",
"44",
"38",
"48",
"31",
"42",
"42",
"45",
"44",
"42",
"39",
"57",
"49",
"46",
"39",
"42",
"47",
"32",
"41",
"41",
"42",
"42",
"36",
"49",
"43",
"40",
"38",
"29",
"36",
"34",
"46",
"42",
"42",
"40",
"47",
"41",
"46",
"36",
"39",
"42",
"45",
"37",
"52",
"37",
"39",
"29",
"27",
"56",
"47",
"35",
"41",
"42",
"37",
"30",
"32",
"37",
"31",
"30",
"52",
"41",
"43",
"43",
"38",
"32",
"51",
"33",
"38",
"46",
"40",
"26",
"40",
"46",
"43",
"37",
"36",
"48",
"37",
"41",
"51",
"48",
"41",
"40",
"40",
"36",
"38",
"36",
"34",
"41",
"39",
"38",
"39",
"30",
"41",
"28",
"35",
"44",
"33",
"43",
"37",
"37",
"45",
"42",
"37",
"35",
"39",
"38",
"46",
"39",
"39",
"38",
"45",
"36",
"43",
"41",
"42",
"44",
"51",
"43",
"37",
"35",
"43",
"43",
"37",
"42",
"34",
"24",
"43",
"48",
"41",
"37",
"40",
"35",
"26",
"32",
"39",
"32",
"39",
"40",
"40",
"36",
"36",
"30",
"36",
"49",
"45",
"32",
"46",
"32",
"43",
"43",
"28",
"28",
"34",
"36",
"31",
"35",
"46",
"39",
"38",
"29",
"34",
"32",
"41",
"35",
"42",
"44",
"33",
"36",
"43",
"29",
"36",
"42",
"42",
"39",
"37",
"35",
"34",
"28",
"49",
"45",
"37",
"41",
"35",
"34",
"33",
"28",
"41",
"41",
"31",
"38",
"38",
"36",
"42",
"35",
"49",
"32",
"32",
"31",
"49",
"32",
"45",
"31",
"38",
"35",
"34",
"32",
"29",
"41",
"30",
"47",
"31",
"35",
"40",
"26",
"44",
"43",
"38",
"32",
"33",
"40",
"36",
"31",
"41",
"35",
"39",
"34",
"33",
"35",
"33",
"39",
"25",
"29",
"35",
"29",
"36",
"42",
"39",
"39",
"30",
"37",
"41",
"35",
"30",
"35",
"40",
"37",
"38",
"23",
"33",
"35",
"31",
"26",
"47",
"34",
"40",
"27",
"48",
"34",
"36",
"40",
"41",
"42",
"30",
"33",
"38",
"34",
"41",
"32",
"45",
"46",
"34",
"31",
"37",
"41",
"47",
"33",
"42",
"29",
"36",
"45",
"39",
"27",
"32",
"48",
"41",
"36",
"19",
"27",
"42",
"44",
"37",
"25",
"32",
"33",
"31",
"22",
"33",
"40",
"29",
"26",
"41",
"24",
"36",
"37",
"35",
"31",
"28",
"26",
"31",
"35",
"42",
"33",
"27",
"37",
"41",
"45",
"29",
"19",
"32",
"30",
"45",
"28",
"31",
"37",
"30",
"38",
"34",
"38",
"31",
"27",
"34",
"28",
"21",
"30",
"20",
"24",
"34",
"24",
"46",
"43",
"36",
"24",
"42",
"37",
"40",
"37",
"36",
"31",
"36",
"37",
"37",
"28",
"28",
"39",
"29",
"25",
"36",
"35",
"29",
"39",
"30",
"40",
"37",
"34",
"28",
"28",
"35",
"36",
"39",
"39",
"27",
"32",
"34",
"29",
"34",
"33",
"38",
"32",
"36",
"34",
"30",
"37",
"42",
"43",
"44",
"29",
"31",
"43",
"38",
"33",
"32",
"37",
"31",
"31",
"16",
"37",
"31",
"35",
"28",
"35",
"39",
"32",
"25",
"36",
"35",
"34",
"38",
"43",
"37",
"38",
"30",
"31",
"32",
"35",
"22",
"32",
"38",
"28",
"34",
"38",
"37",
"32",
"30",
"41",
"36",
"39",
"44",
"32",
"38",
"42",
"43",
"38",
"42",
"38",
"31",
"49",
"37",
"41",
"42",
"44",
"33",
"46",
"34",
"31",
"30",
"45",
"36",
"41",
"51",
"36",
"41",
"42",
"49",
"42",
"39",
"41",
"42",
"35",
"42",
"40",
"41",
"34",
"47",
"60",
"59",
"62",
"59",
"41",
"55",
"48",
"40",
"49",
"65",
"64",
"69",
"55",
"68",
"62",
"61",
"71",
"72",
"64",
"62",
"78",
"85",
"60",
"94",
"83",
"91",
"102",
"113",
"104",
"90",
"97",
"111",
"121",
"114",
"130",
"123",
"136",
"149",
"160",
"132",
"153",
"164",
"144",
"173",
"177",
"165",
"185",
"180",
"184",
"199",
"206",
"187",
"202",
"234",
"226",
"181",
"244",
"210",
"200",
"230",
"228",
"247",
"219",
"216",
"272",
"257",
"252",
"211",
"256",
"239",
"216",
"219",
"228",
"234",
"215",
"210",
"202",
"220",
"223",
"198",
"186",
"187",
"203",
"185",
"169",
"170",
"185",
"166",
"150",
"149",
"159",
"125",
"155",
"145",
"121",
"138",
"127",
"120",
"96",
"122",
"108",
"102",
"101",
"100",
"99",
"99",
"100",
"97",
"95",
"93",
"92",
"90",
"83",
"109",
"89",
"75",
"89",
"100",
"92",
"98",
"96",
"89",
"88",
"101",
"102",
"70",
"77",
"80",
"91",
"89",
"67",
"54",
"66",
"82",
"73",
"84",
"90",
"88",
"70",
"95",
"82",
"93",
"82",
"98",
"92",
"89",
"106",
"97",
"97",
"106",
"105",
"123",
"114",
"93",
"104",
"113",
"113",
"119",
"114",
"93",
"98",
"107",
"114",
"95",
"83",
"80",
"73",
"77",
"89",
"65",
"58",
"63",
"62",
"50",
"55",
"44",
"46",
"40",
"56",
"44",
"33",
"42",
"42",
"35",
"21",
"32",
"29",
"26",
"35",
"37",
"35",
"16533",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ge, As, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    GeLa         1.20     0.305",
"                      GeKa         9.88    16.197",
"                      AsKa        10.55     0.164",
"                      GeKb        10.99     2.213",
"                      RhKaC       19.21     0.152",
"                      RhKa        20.11     0.049",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
