"Sample    : Nb2O3_34690_8p",
"1849",
"1726",
"1553",
"1432",
"1284",
"1196",
"1021",
"989",
"813",
"743",
"605",
"504",
"448",
"390",
"326",
"292",
"215",
"202",
"158",
"143",
"115",
"103",
"69",
"99",
"83",
"73",
"62",
"48",
"49",
"41",
"31",
"42",
"33",
"38",
"39",
"33",
"38",
"54",
"57",
"54",
"80",
"62",
"60",
"64",
"78",
"53",
"54",
"68",
"52",
"42",
"33",
"40",
"45",
"24",
"32",
"32",
"15",
"27",
"21",
"31",
"21",
"23",
"22",
"27",
"29",
"25",
"25",
"25",
"25",
"19",
"19",
"24",
"23",
"23",
"19",
"20",
"17",
"20",
"22",
"18",
"23",
"19",
"18",
"26",
"17",
"16",
"19",
"22",
"24",
"18",
"20",
"25",
"20",
"20",
"23",
"20",
"16",
"31",
"17",
"15",
"30",
"15",
"25",
"24",
"18",
"21",
"21",
"25",
"22",
"22",
"13",
"15",
"16",
"19",
"25",
"25",
"14",
"19",
"16",
"23",
"28",
"33",
"30",
"27",
"13",
"17",
"25",
"30",
"34",
"38",
"45",
"62",
"58",
"113",
"105",
"182",
"222",
"289",
"355",
"396",
"533",
"597",
"641",
"750",
"701",
"726",
"669",
"670",
"593",
"534",
"434",
"399",
"278",
"230",
"181",
"155",
"89",
"86",
"54",
"51",
"45",
"54",
"50",
"55",
"40",
"49",
"42",
"58",
"54",
"59",
"73",
"62",
"88",
"109",
"99",
"121",
"107",
"109",
"96",
"92",
"96",
"98",
"84",
"79",
"65",
"51",
"54",
"36",
"46",
"26",
"25",
"34",
"24",
"26",
"28",
"22",
"35",
"34",
"22",
"36",
"24",
"32",
"41",
"30",
"32",
"30",
"39",
"40",
"46",
"31",
"43",
"39",
"45",
"42",
"52",
"42",
"42",
"44",
"53",
"47",
"47",
"42",
"65",
"63",
"48",
"57",
"43",
"32",
"57",
"45",
"46",
"43",
"57",
"47",
"55",
"49",
"43",
"50",
"49",
"62",
"44",
"59",
"35",
"51",
"35",
"46",
"46",
"49",
"45",
"34",
"36",
"36",
"41",
"44",
"35",
"47",
"40",
"40",
"43",
"46",
"32",
"55",
"40",
"40",
"51",
"41",
"33",
"47",
"39",
"40",
"27",
"35",
"41",
"41",
"41",
"38",
"37",
"33",
"41",
"44",
"44",
"47",
"42",
"32",
"44",
"53",
"46",
"49",
"36",
"39",
"39",
"45",
"50",
"42",
"32",
"53",
"48",
"41",
"38",
"40",
"46",
"34",
"56",
"42",
"45",
"38",
"40",
"33",
"48",
"57",
"65",
"43",
"58",
"44",
"50",
"44",
"50",
"39",
"54",
"49",
"61",
"66",
"52",
"50",
"37",
"51",
"56",
"46",
"52",
"49",
"45",
"43",
"56",
"50",
"54",
"46",
"35",
"43",
"40",
"52",
"56",
"45",
"53",
"49",
"52",
"58",
"49",
"49",
"46",
"58",
"48",
"47",
"33",
"64",
"53",
"63",
"53",
"42",
"49",
"68",
"62",
"72",
"66",
"58",
"55",
"70",
"54",
"60",
"50",
"56",
"55",
"50",
"68",
"60",
"56",
"69",
"68",
"74",
"43",
"67",
"63",
"49",
"51",
"65",
"60",
"71",
"61",
"73",
"68",
"78",
"74",
"76",
"59",
"59",
"65",
"84",
"70",
"77",
"65",
"65",
"65",
"77",
"60",
"76",
"99",
"78",
"87",
"63",
"68",
"74",
"82",
"75",
"75",
"92",
"72",
"82",
"71",
"85",
"72",
"87",
"76",
"96",
"66",
"97",
"88",
"86",
"74",
"74",
"68",
"85",
"66",
"87",
"72",
"65",
"81",
"64",
"64",
"78",
"81",
"82",
"79",
"89",
"65",
"67",
"66",
"82",
"80",
"78",
"102",
"67",
"91",
"67",
"84",
"73",
"75",
"76",
"82",
"79",
"73",
"90",
"89",
"88",
"85",
"87",
"94",
"86",
"84",
"82",
"102",
"92",
"75",
"72",
"89",
"86",
"75",
"78",
"78",
"86",
"67",
"90",
"89",
"81",
"84",
"88",
"67",
"80",
"76",
"85",
"89",
"74",
"72",
"72",
"89",
"80",
"76",
"85",
"65",
"92",
"58",
"64",
"70",
"91",
"88",
"77",
"67",
"82",
"77",
"81",
"81",
"82",
"83",
"86",
"75",
"87",
"65",
"88",
"95",
"74",
"73",
"91",
"76",
"84",
"69",
"86",
"75",
"102",
"78",
"83",
"84",
"87",
"76",
"71",
"74",
"99",
"65",
"93",
"96",
"71",
"70",
"78",
"82",
"77",
"93",
"71",
"82",
"87",
"95",
"92",
"92",
"86",
"101",
"81",
"94",
"85",
"79",
"103",
"110",
"107",
"90",
"118",
"89",
"96",
"97",
"107",
"108",
"102",
"106",
"111",
"98",
"122",
"94",
"133",
"129",
"109",
"126",
"135",
"131",
"164",
"131",
"154",
"149",
"133",
"141",
"122",
"154",
"132",
"107",
"106",
"93",
"129",
"113",
"121",
"97",
"92",
"105",
"98",
"76",
"89",
"78",
"76",
"81",
"76",
"75",
"84",
"85",
"83",
"84",
"83",
"81",
"83",
"71",
"98",
"83",
"86",
"97",
"79",
"87",
"76",
"74",
"88",
"93",
"91",
"92",
"87",
"84",
"94",
"90",
"97",
"112",
"92",
"109",
"130",
"111",
"100",
"117",
"119",
"129",
"124",
"117",
"129",
"122",
"143",
"118",
"121",
"129",
"131",
"108",
"98",
"101",
"94",
"91",
"88",
"96",
"95",
"84",
"66",
"97",
"84",
"82",
"63",
"87",
"93",
"93",
"83",
"92",
"76",
"91",
"84",
"88",
"96",
"97",
"83",
"75",
"79",
"89",
"78",
"91",
"87",
"74",
"89",
"90",
"95",
"88",
"80",
"79",
"77",
"102",
"84",
"78",
"88",
"84",
"78",
"92",
"90",
"81",
"77",
"75",
"76",
"66",
"78",
"84",
"83",
"88",
"72",
"67",
"77",
"77",
"69",
"77",
"92",
"79",
"74",
"84",
"87",
"83",
"61",
"72",
"69",
"65",
"79",
"81",
"100",
"76",
"78",
"72",
"87",
"90",
"74",
"89",
"86",
"87",
"84",
"90",
"90",
"88",
"85",
"90",
"67",
"112",
"60",
"79",
"78",
"77",
"86",
"69",
"76",
"80",
"82",
"74",
"70",
"73",
"75",
"74",
"74",
"89",
"100",
"64",
"84",
"80",
"63",
"73",
"77",
"71",
"72",
"75",
"74",
"68",
"69",
"87",
"68",
"72",
"80",
"79",
"82",
"56",
"86",
"78",
"73",
"69",
"80",
"86",
"89",
"71",
"78",
"86",
"73",
"80",
"88",
"77",
"80",
"71",
"83",
"71",
"83",
"75",
"84",
"73",
"72",
"72",
"79",
"70",
"58",
"69",
"70",
"73",
"68",
"58",
"73",
"62",
"75",
"64",
"85",
"66",
"79",
"80",
"71",
"64",
"74",
"76",
"63",
"78",
"66",
"67",
"78",
"97",
"80",
"71",
"64",
"61",
"82",
"64",
"79",
"74",
"68",
"60",
"72",
"79",
"63",
"78",
"80",
"73",
"85",
"72",
"73",
"84",
"79",
"74",
"65",
"74",
"75",
"72",
"78",
"72",
"80",
"67",
"76",
"71",
"71",
"67",
"73",
"83",
"86",
"64",
"70",
"76",
"70",
"62",
"75",
"77",
"76",
"72",
"70",
"75",
"65",
"75",
"78",
"65",
"81",
"66",
"69",
"78",
"64",
"65",
"72",
"83",
"79",
"72",
"84",
"82",
"74",
"75",
"57",
"75",
"56",
"62",
"81",
"90",
"77",
"73",
"77",
"68",
"74",
"64",
"70",
"69",
"61",
"50",
"75",
"64",
"73",
"68",
"83",
"70",
"60",
"58",
"68",
"63",
"75",
"66",
"71",
"74",
"61",
"69",
"70",
"68",
"70",
"56",
"82",
"72",
"82",
"60",
"78",
"68",
"75",
"51",
"63",
"71",
"68",
"63",
"57",
"70",
"66",
"67",
"75",
"72",
"92",
"74",
"69",
"82",
"82",
"74",
"63",
"70",
"65",
"69",
"73",
"59",
"68",
"56",
"67",
"67",
"83",
"54",
"79",
"73",
"71",
"61",
"59",
"75",
"76",
"59",
"65",
"71",
"65",
"81",
"66",
"68",
"75",
"62",
"74",
"73",
"58",
"67",
"56",
"66",
"65",
"69",
"72",
"60",
"65",
"63",
"70",
"77",
"51",
"66",
"66",
"63",
"73",
"81",
"70",
"77",
"89",
"61",
"56",
"62",
"58",
"81",
"70",
"52",
"55",
"63",
"52",
"64",
"66",
"60",
"68",
"66",
"65",
"56",
"62",
"58",
"68",
"76",
"67",
"71",
"77",
"55",
"69",
"71",
"54",
"57",
"64",
"71",
"68",
"57",
"65",
"58",
"60",
"43",
"66",
"55",
"61",
"58",
"47",
"61",
"60",
"72",
"70",
"58",
"80",
"77",
"61",
"69",
"79",
"52",
"63",
"58",
"61",
"58",
"67",
"72",
"65",
"51",
"68",
"67",
"57",
"59",
"60",
"61",
"51",
"61",
"65",
"67",
"66",
"67",
"55",
"66",
"59",
"67",
"52",
"60",
"61",
"52",
"86",
"63",
"75",
"53",
"67",
"62",
"58",
"78",
"62",
"57",
"65",
"55",
"67",
"66",
"67",
"58",
"44",
"53",
"58",
"54",
"63",
"77",
"53",
"56",
"77",
"53",
"60",
"50",
"51",
"61",
"59",
"45",
"61",
"62",
"48",
"63",
"60",
"52",
"51",
"52",
"72",
"55",
"60",
"64",
"65",
"63",
"73",
"66",
"55",
"65",
"66",
"59",
"60",
"58",
"70",
"58",
"70",
"56",
"54",
"58",
"42",
"57",
"66",
"53",
"62",
"57",
"68",
"73",
"58",
"55",
"65",
"49",
"56",
"62",
"41",
"56",
"57",
"60",
"72",
"62",
"49",
"61",
"49",
"60",
"49",
"69",
"78",
"56",
"65",
"63",
"49",
"58",
"55",
"55",
"58",
"54",
"60",
"67",
"67",
"46",
"56",
"68",
"72",
"53",
"61",
"59",
"45",
"56",
"63",
"47",
"58",
"50",
"62",
"43",
"52",
"51",
"65",
"45",
"42",
"51",
"41",
"61",
"55",
"55",
"50",
"61",
"57",
"55",
"41",
"59",
"49",
"61",
"43",
"71",
"57",
"45",
"59",
"64",
"56",
"54",
"55",
"58",
"65",
"57",
"54",
"61",
"45",
"64",
"49",
"52",
"62",
"55",
"55",
"51",
"50",
"50",
"63",
"65",
"47",
"53",
"63",
"55",
"65",
"63",
"58",
"45",
"61",
"55",
"67",
"49",
"51",
"59",
"56",
"49",
"57",
"61",
"54",
"71",
"56",
"50",
"63",
"53",
"56",
"62",
"43",
"61",
"55",
"53",
"42",
"54",
"45",
"53",
"63",
"69",
"48",
"76",
"46",
"61",
"61",
"69",
"56",
"58",
"65",
"57",
"62",
"56",
"55",
"47",
"57",
"67",
"59",
"59",
"58",
"68",
"45",
"52",
"51",
"59",
"49",
"51",
"64",
"61",
"61",
"47",
"54",
"56",
"46",
"73",
"54",
"67",
"53",
"61",
"54",
"68",
"50",
"61",
"50",
"64",
"55",
"55",
"61",
"61",
"45",
"64",
"62",
"61",
"51",
"67",
"65",
"70",
"73",
"75",
"84",
"53",
"71",
"70",
"61",
"62",
"78",
"57",
"62",
"67",
"61",
"80",
"57",
"59",
"54",
"70",
"66",
"75",
"86",
"66",
"64",
"63",
"71",
"68",
"75",
"57",
"81",
"86",
"72",
"76",
"78",
"66",
"92",
"83",
"67",
"74",
"65",
"65",
"91",
"98",
"86",
"83",
"84",
"80",
"86",
"89",
"105",
"86",
"87",
"103",
"91",
"93",
"108",
"106",
"123",
"128",
"128",
"113",
"140",
"146",
"140",
"160",
"196",
"196",
"231",
"300",
"343",
"412",
"468",
"586",
"675",
"754",
"902",
"1263",
"1422",
"1578",
"1939",
"2246",
"2629",
"3009",
"3395",
"4073",
"4601",
"4925",
"5488",
"6285",
"6999",
"7285",
"8176",
"8871",
"9557",
"9639",
"10376",
"11083",
"11944",
"11746",
"12306",
"12781",
"13021",
"12432",
"12977",
"12867",
"12489",
"12142",
"12146",
"11975",
"11286",
"10334",
"10012",
"9342",
"8798",
"7974",
"7345",
"6808",
"6275",
"5446",
"4791",
"4414",
"3849",
"3275",
"2883",
"2462",
"2063",
"1730",
"1526",
"1285",
"1040",
"820",
"731",
"578",
"477",
"392",
"328",
"272",
"218",
"173",
"123",
"132",
"118",
"118",
"103",
"90",
"76",
"85",
"71",
"67",
"70",
"63",
"66",
"75",
"70",
"56",
"58",
"60",
"73",
"64",
"72",
"50",
"44",
"53",
"57",
"73",
"52",
"53",
"54",
"58",
"57",
"60",
"54",
"64",
"52",
"60",
"60",
"51",
"66",
"40",
"57",
"52",
"58",
"55",
"63",
"62",
"56",
"51",
"54",
"57",
"51",
"47",
"67",
"49",
"51",
"71",
"49",
"55",
"59",
"46",
"51",
"46",
"55",
"49",
"46",
"61",
"44",
"55",
"46",
"56",
"64",
"57",
"58",
"62",
"57",
"61",
"44",
"53",
"67",
"54",
"51",
"60",
"62",
"52",
"49",
"66",
"46",
"57",
"66",
"62",
"55",
"56",
"73",
"71",
"51",
"60",
"46",
"64",
"65",
"57",
"70",
"60",
"62",
"57",
"57",
"71",
"61",
"56",
"71",
"60",
"70",
"75",
"66",
"54",
"71",
"64",
"70",
"66",
"63",
"61",
"63",
"72",
"73",
"78",
"62",
"89",
"77",
"76",
"85",
"93",
"97",
"85",
"102",
"94",
"122",
"125",
"128",
"141",
"192",
"208",
"211",
"266",
"291",
"315",
"433",
"473",
"521",
"554",
"678",
"730",
"787",
"866",
"994",
"1139",
"1202",
"1292",
"1406",
"1513",
"1674",
"1621",
"1724",
"1939",
"1902",
"1924",
"2000",
"2156",
"2183",
"2099",
"2099",
"2118",
"2111",
"1991",
"1977",
"1927",
"1834",
"1743",
"1644",
"1589",
"1575",
"1357",
"1258",
"1263",
"1172",
"1058",
"1025",
"981",
"836",
"830",
"742",
"710",
"712",
"632",
"649",
"640",
"624",
"537",
"532",
"552",
"549",
"561",
"566",
"564",
"566",
"493",
"538",
"568",
"500",
"511",
"453",
"504",
"472",
"444",
"445",
"409",
"444",
"397",
"418",
"431",
"371",
"328",
"346",
"348",
"334",
"324",
"329",
"310",
"273",
"246",
"296",
"248",
"252",
"244",
"272",
"236",
"247",
"229",
"227",
"229",
"186",
"217",
"195",
"197",
"181",
"184",
"167",
"202",
"172",
"173",
"159",
"176",
"139",
"129",
"127",
"154",
"128",
"129",
"138",
"124",
"115",
"111",
"80",
"104",
"98",
"82",
"69",
"101",
"85",
"102",
"77",
"91",
"68",
"87",
"73",
"75",
"70",
"53",
"60",
"51",
"51",
"62",
"52",
"63",
"66",
"57",
"51",
"56",
"56",
"57",
"64",
"48",
"55",
"47",
"49",
"68",
"69",
"77",
"67",
"69",
"75",
"77",
"89",
"90",
"94",
"90",
"83",
"105",
"87",
"106",
"98",
"110",
"108",
"103",
"115",
"124",
"111",
"107",
"131",
"134",
"124",
"118",
"123",
"122",
"113",
"107",
"105",
"115",
"108",
"92",
"91",
"80",
"83",
"79",
"78",
"79",
"77",
"55",
"74",
"64",
"65",
"49",
"61",
"38",
"40",
"47",
"39",
"29",
"41",
"33",
"34",
"37",
"32",
"42",
"19500",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Nb, Ca, Cu",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.42     0.013",
"                      ----         0.51     0.008",
"                      ----         1.90     0.033",
"                      NbLa         2.16     0.577",
"                      CaKa         3.68     0.175",
"                      CaKb         4.00     0.022",
"                      CuKa         8.02     0.021",
"                      NbKa        16.56     4.887",
"                      NbKb        18.61     0.790",
"                      ----        18.99     0.115",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
