"Sample    : Co_34678_8p",
"48",
"36",
"49",
"42",
"52",
"30",
"38",
"39",
"47",
"35",
"41",
"55",
"36",
"46",
"47",
"40",
"59",
"49",
"42",
"41",
"54",
"37",
"43",
"41",
"41",
"39",
"41",
"48",
"39",
"39",
"47",
"42",
"47",
"42",
"35",
"37",
"42",
"36",
"46",
"41",
"48",
"30",
"51",
"42",
"51",
"40",
"48",
"43",
"39",
"35",
"50",
"42",
"46",
"39",
"47",
"39",
"49",
"36",
"51",
"49",
"37",
"40",
"36",
"37",
"35",
"36",
"34",
"38",
"34",
"30",
"54",
"42",
"43",
"31",
"42",
"43",
"47",
"35",
"38",
"44",
"40",
"46",
"38",
"36",
"46",
"46",
"33",
"42",
"38",
"36",
"39",
"35",
"35",
"35",
"37",
"37",
"33",
"41",
"44",
"42",
"34",
"41",
"45",
"40",
"46",
"35",
"41",
"35",
"39",
"36",
"35",
"41",
"31",
"39",
"41",
"41",
"41",
"39",
"40",
"40",
"37",
"35",
"43",
"46",
"32",
"45",
"41",
"31",
"39",
"37",
"43",
"45",
"39",
"43",
"48",
"45",
"54",
"42",
"39",
"44",
"41",
"33",
"44",
"41",
"38",
"44",
"46",
"43",
"41",
"41",
"38",
"43",
"48",
"31",
"44",
"37",
"33",
"41",
"38",
"42",
"42",
"34",
"43",
"30",
"44",
"37",
"39",
"53",
"44",
"42",
"47",
"36",
"49",
"27",
"45",
"38",
"41",
"37",
"41",
"34",
"41",
"39",
"38",
"48",
"48",
"47",
"46",
"48",
"41",
"51",
"43",
"41",
"44",
"41",
"29",
"36",
"49",
"38",
"43",
"31",
"32",
"39",
"30",
"33",
"55",
"39",
"52",
"35",
"36",
"28",
"40",
"46",
"42",
"34",
"42",
"49",
"40",
"39",
"33",
"29",
"31",
"42",
"45",
"42",
"38",
"48",
"37",
"30",
"41",
"38",
"21",
"45",
"37",
"31",
"43",
"33",
"38",
"43",
"31",
"49",
"39",
"37",
"31",
"38",
"44",
"39",
"34",
"38",
"35",
"37",
"32",
"34",
"37",
"37",
"44",
"43",
"40",
"49",
"39",
"44",
"47",
"40",
"53",
"48",
"65",
"67",
"43",
"56",
"57",
"57",
"68",
"62",
"84",
"74",
"73",
"96",
"69",
"89",
"70",
"81",
"73",
"83",
"83",
"73",
"76",
"70",
"67",
"66",
"65",
"57",
"44",
"44",
"44",
"48",
"40",
"42",
"37",
"35",
"45",
"46",
"43",
"38",
"36",
"38",
"32",
"32",
"42",
"43",
"34",
"33",
"34",
"34",
"31",
"36",
"38",
"31",
"27",
"31",
"31",
"27",
"28",
"26",
"38",
"37",
"36",
"36",
"31",
"37",
"33",
"30",
"33",
"39",
"35",
"42",
"38",
"52",
"47",
"48",
"42",
"38",
"34",
"44",
"40",
"31",
"43",
"37",
"44",
"50",
"45",
"44",
"39",
"40",
"48",
"43",
"48",
"46",
"52",
"38",
"40",
"49",
"36",
"33",
"45",
"44",
"41",
"31",
"40",
"33",
"27",
"35",
"40",
"39",
"34",
"40",
"31",
"36",
"35",
"41",
"27",
"28",
"32",
"36",
"23",
"27",
"43",
"37",
"32",
"22",
"37",
"38",
"24",
"30",
"28",
"28",
"31",
"32",
"48",
"33",
"22",
"26",
"30",
"28",
"21",
"23",
"38",
"35",
"30",
"37",
"32",
"18",
"29",
"33",
"36",
"34",
"28",
"32",
"27",
"43",
"27",
"22",
"33",
"19",
"38",
"42",
"32",
"29",
"41",
"42",
"32",
"22",
"32",
"33",
"32",
"31",
"27",
"32",
"33",
"35",
"32",
"37",
"24",
"43",
"24",
"40",
"35",
"27",
"29",
"30",
"36",
"30",
"29",
"28",
"31",
"29",
"30",
"29",
"31",
"29",
"28",
"31",
"33",
"34",
"28",
"40",
"40",
"33",
"32",
"22",
"42",
"28",
"35",
"31",
"32",
"24",
"41",
"37",
"36",
"29",
"24",
"27",
"31",
"27",
"23",
"38",
"19",
"30",
"32",
"34",
"30",
"33",
"32",
"26",
"37",
"27",
"24",
"29",
"20",
"23",
"31",
"16",
"33",
"29",
"21",
"27",
"21",
"27",
"16",
"33",
"34",
"35",
"19",
"26",
"31",
"27",
"35",
"35",
"34",
"33",
"35",
"31",
"27",
"40",
"27",
"34",
"28",
"42",
"24",
"31",
"34",
"24",
"28",
"32",
"29",
"31",
"30",
"35",
"28",
"32",
"33",
"23",
"35",
"27",
"33",
"30",
"28",
"30",
"21",
"24",
"27",
"19",
"19",
"29",
"28",
"38",
"37",
"39",
"36",
"31",
"21",
"29",
"27",
"18",
"21",
"32",
"18",
"28",
"38",
"33",
"22",
"35",
"26",
"33",
"33",
"30",
"34",
"22",
"29",
"29",
"37",
"36",
"24",
"34",
"28",
"24",
"29",
"20",
"33",
"29",
"27",
"22",
"24",
"29",
"28",
"21",
"28",
"13",
"20",
"23",
"22",
"17",
"30",
"26",
"21",
"32",
"30",
"24",
"22",
"19",
"31",
"27",
"30",
"27",
"19",
"26",
"18",
"34",
"22",
"28",
"18",
"27",
"26",
"29",
"28",
"23",
"36",
"20",
"29",
"27",
"22",
"15",
"31",
"24",
"31",
"32",
"31",
"27",
"32",
"29",
"23",
"23",
"35",
"30",
"20",
"29",
"27",
"22",
"27",
"23",
"20",
"31",
"29",
"26",
"34",
"22",
"27",
"31",
"34",
"17",
"32",
"36",
"30",
"24",
"18",
"33",
"22",
"34",
"23",
"43",
"28",
"26",
"32",
"36",
"24",
"27",
"30",
"32",
"21",
"18",
"23",
"36",
"33",
"28",
"27",
"38",
"34",
"16",
"37",
"24",
"34",
"24",
"20",
"29",
"26",
"21",
"34",
"34",
"21",
"42",
"24",
"33",
"36",
"29",
"23",
"33",
"32",
"27",
"30",
"39",
"23",
"26",
"30",
"32",
"26",
"27",
"32",
"44",
"24",
"27",
"34",
"37",
"38",
"29",
"28",
"21",
"30",
"19",
"31",
"34",
"32",
"37",
"37",
"28",
"38",
"36",
"26",
"45",
"38",
"30",
"36",
"31",
"48",
"38",
"30",
"40",
"40",
"41",
"48",
"49",
"43",
"45",
"38",
"39",
"54",
"37",
"33",
"54",
"50",
"57",
"60",
"60",
"52",
"60",
"60",
"59",
"45",
"65",
"66",
"69",
"73",
"55",
"76",
"84",
"77",
"82",
"72",
"81",
"85",
"97",
"106",
"112",
"105",
"97",
"103",
"128",
"120",
"119",
"152",
"127",
"151",
"127",
"129",
"151",
"142",
"129",
"155",
"147",
"155",
"149",
"167",
"174",
"155",
"164",
"179",
"195",
"168",
"174",
"178",
"173",
"167",
"210",
"169",
"198",
"184",
"172",
"182",
"172",
"158",
"165",
"187",
"165",
"173",
"170",
"159",
"148",
"177",
"141",
"160",
"137",
"155",
"134",
"152",
"117",
"144",
"127",
"101",
"109",
"110",
"101",
"90",
"91",
"89",
"104",
"91",
"87",
"93",
"70",
"71",
"85",
"74",
"65",
"79",
"69",
"67",
"45",
"65",
"60",
"57",
"52",
"59",
"32",
"40",
"38",
"53",
"50",
"44",
"54",
"30",
"37",
"39",
"40",
"49",
"43",
"32",
"37",
"52",
"60",
"40",
"47",
"49",
"52",
"47",
"49",
"51",
"53",
"59",
"56",
"67",
"71",
"93",
"62",
"88",
"79",
"79",
"90",
"78",
"102",
"103",
"88",
"104",
"124",
"103",
"89",
"76",
"86",
"79",
"104",
"76",
"88",
"88",
"72",
"77",
"82",
"52",
"65",
"65",
"73",
"63",
"57",
"51",
"49",
"46",
"45",
"34",
"34",
"36",
"37",
"27",
"34",
"19",
"29",
"40",
"27",
"26",
"19",
"31",
"30",
"22",
"18",
"13075",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Co, P , Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CoLa         0.78     0.014",
"                      P Ka         2.02     0.016",
"                      CaKa         3.69     0.193",
"                      CaKb         4.02     0.024",
"                      CoKaESC      5.16     0.035",
"                      CoKa         6.92    14.174",
"                      CoKb         7.64     1.834",
"                      CoKaSUM     13.84     0.026",
"                      RhKaC       19.19     0.081",
"                      RhKa        20.07     0.044",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
