"Sample    : GaAs",
"40",
"34",
"42",
"34",
"35",
"34",
"32",
"28",
"15",
"16",
"12",
"12",
"13",
"13",
"10",
"11",
"5",
"11",
"9",
"9",
"12",
"9",
"10",
"13",
"7",
"14",
"8",
"12",
"11",
"10",
"15",
"10",
"8",
"5",
"14",
"13",
"7",
"12",
"17",
"13",
"9",
"3",
"8",
"3",
"5",
"7",
"8",
"8",
"7",
"7",
"8",
"5",
"8",
"10",
"8",
"11",
"9",
"10",
"4",
"11",
"9",
"9",
"7",
"12",
"13",
"12",
"8",
"11",
"16",
"11",
"11",
"15",
"14",
"12",
"12",
"10",
"13",
"14",
"13",
"15",
"9",
"14",
"11",
"15",
"16",
"15",
"15",
"11",
"18",
"8",
"13",
"8",
"8",
"14",
"8",
"15",
"5",
"5",
"7",
"7",
"12",
"17",
"15",
"12",
"12",
"8",
"8",
"14",
"14",
"9",
"14",
"13",
"14",
"16",
"14",
"9",
"10",
"13",
"10",
"11",
"12",
"14",
"15",
"8",
"20",
"15",
"10",
"9",
"14",
"13",
"12",
"14",
"10",
"13",
"13",
"8",
"7",
"12",
"11",
"10",
"12",
"10",
"13",
"12",
"5",
"15",
"14",
"10",
"13",
"14",
"8",
"15",
"7",
"18",
"26",
"40",
"36",
"32",
"64",
"76",
"97",
"106",
"123",
"167",
"177",
"248",
"262",
"304",
"351",
"338",
"377",
"339",
"340",
"310",
"329",
"254",
"231",
"169",
"165",
"103",
"88",
"60",
"56",
"38",
"49",
"39",
"42",
"37",
"35",
"22",
"39",
"30",
"37",
"30",
"46",
"48",
"35",
"36",
"56",
"52",
"61",
"63",
"55",
"55",
"64",
"56",
"61",
"45",
"54",
"25",
"30",
"34",
"27",
"27",
"25",
"17",
"20",
"26",
"21",
"22",
"25",
"16",
"18",
"21",
"27",
"17",
"25",
"17",
"21",
"20",
"14",
"24",
"25",
"22",
"27",
"14",
"26",
"27",
"26",
"30",
"36",
"28",
"21",
"34",
"29",
"34",
"46",
"29",
"35",
"32",
"41",
"32",
"39",
"26",
"43",
"30",
"38",
"29",
"39",
"41",
"28",
"35",
"32",
"37",
"40",
"36",
"45",
"37",
"35",
"28",
"27",
"35",
"25",
"28",
"39",
"27",
"29",
"26",
"46",
"32",
"24",
"36",
"27",
"40",
"25",
"27",
"25",
"37",
"27",
"30",
"28",
"18",
"25",
"35",
"25",
"23",
"21",
"32",
"30",
"26",
"40",
"23",
"18",
"26",
"23",
"24",
"33",
"26",
"33",
"33",
"22",
"23",
"29",
"25",
"33",
"29",
"32",
"27",
"22",
"24",
"25",
"25",
"37",
"26",
"27",
"32",
"26",
"35",
"33",
"27",
"33",
"34",
"34",
"29",
"20",
"22",
"32",
"32",
"26",
"34",
"30",
"23",
"39",
"33",
"40",
"39",
"38",
"33",
"30",
"50",
"34",
"34",
"36",
"25",
"28",
"38",
"41",
"36",
"37",
"34",
"41",
"29",
"39",
"32",
"38",
"32",
"40",
"43",
"43",
"39",
"34",
"47",
"49",
"33",
"39",
"42",
"38",
"38",
"48",
"27",
"43",
"41",
"35",
"34",
"50",
"37",
"28",
"40",
"38",
"43",
"39",
"46",
"43",
"52",
"58",
"41",
"47",
"42",
"39",
"40",
"48",
"39",
"56",
"33",
"47",
"50",
"53",
"47",
"53",
"43",
"45",
"38",
"55",
"48",
"52",
"51",
"54",
"34",
"50",
"49",
"49",
"67",
"45",
"48",
"65",
"52",
"54",
"47",
"58",
"59",
"64",
"56",
"53",
"49",
"53",
"71",
"65",
"72",
"68",
"63",
"71",
"55",
"84",
"54",
"73",
"70",
"60",
"59",
"63",
"78",
"51",
"53",
"70",
"65",
"61",
"58",
"73",
"59",
"45",
"71",
"48",
"62",
"73",
"64",
"61",
"52",
"66",
"68",
"66",
"75",
"70",
"53",
"75",
"67",
"63",
"65",
"54",
"58",
"72",
"47",
"63",
"70",
"79",
"71",
"65",
"55",
"54",
"64",
"67",
"68",
"71",
"71",
"81",
"50",
"66",
"80",
"71",
"77",
"91",
"75",
"58",
"62",
"73",
"45",
"60",
"80",
"73",
"75",
"70",
"54",
"81",
"63",
"52",
"61",
"67",
"85",
"77",
"71",
"68",
"66",
"66",
"43",
"65",
"71",
"61",
"59",
"68",
"58",
"70",
"73",
"60",
"54",
"63",
"50",
"47",
"56",
"53",
"66",
"68",
"65",
"77",
"58",
"76",
"79",
"95",
"83",
"84",
"90",
"85",
"77",
"95",
"70",
"96",
"88",
"80",
"60",
"89",
"91",
"79",
"55",
"75",
"72",
"91",
"64",
"73",
"67",
"83",
"52",
"67",
"52",
"81",
"89",
"66",
"71",
"72",
"83",
"70",
"63",
"71",
"52",
"53",
"76",
"63",
"79",
"74",
"64",
"79",
"58",
"72",
"86",
"67",
"68",
"89",
"81",
"84",
"76",
"85",
"90",
"96",
"99",
"100",
"108",
"98",
"77",
"111",
"103",
"104",
"97",
"84",
"91",
"92",
"99",
"84",
"86",
"80",
"93",
"91",
"70",
"71",
"72",
"75",
"97",
"63",
"71",
"61",
"51",
"84",
"62",
"65",
"79",
"75",
"66",
"74",
"73",
"81",
"60",
"63",
"63",
"78",
"73",
"88",
"80",
"72",
"64",
"70",
"67",
"71",
"66",
"67",
"79",
"85",
"65",
"83",
"84",
"88",
"86",
"102",
"109",
"98",
"103",
"122",
"111",
"131",
"95",
"109",
"125",
"117",
"109",
"129",
"111",
"127",
"89",
"106",
"111",
"104",
"90",
"101",
"106",
"122",
"79",
"92",
"95",
"109",
"93",
"97",
"115",
"96",
"109",
"76",
"80",
"85",
"83",
"95",
"111",
"92",
"101",
"97",
"108",
"128",
"106",
"110",
"133",
"156",
"191",
"211",
"306",
"351",
"436",
"526",
"716",
"916",
"1148",
"1386",
"1647",
"1946",
"2251",
"2898",
"3163",
"3610",
"3860",
"4430",
"4743",
"5207",
"5089",
"5428",
"5485",
"5494",
"5305",
"5500",
"5110",
"4697",
"4377",
"4025",
"3568",
"3320",
"2732",
"2356",
"2017",
"1756",
"1364",
"1137",
"906",
"719",
"542",
"443",
"357",
"268",
"237",
"186",
"156",
"124",
"134",
"108",
"100",
"91",
"83",
"76",
"70",
"84",
"70",
"80",
"83",
"81",
"80",
"73",
"76",
"83",
"102",
"80",
"92",
"84",
"93",
"80",
"103",
"81",
"78",
"73",
"77",
"96",
"108",
"64",
"85",
"93",
"88",
"73",
"79",
"74",
"83",
"78",
"68",
"100",
"84",
"79",
"108",
"115",
"91",
"108",
"110",
"88",
"99",
"90",
"113",
"95",
"121",
"102",
"123",
"139",
"150",
"154",
"150",
"222",
"217",
"239",
"287",
"314",
"341",
"430",
"495",
"514",
"571",
"550",
"680",
"741",
"733",
"804",
"919",
"954",
"958",
"1052",
"1097",
"1154",
"1256",
"1483",
"1609",
"1922",
"2175",
"2744",
"3208",
"3827",
"4368",
"5627",
"6293",
"7651",
"8540",
"10131",
"11460",
"13158",
"14028",
"15678",
"16889",
"18525",
"18472",
"19451",
"20249",
"20519",
"19872",
"20185",
"19606",
"18975",
"17077",
"16470",
"15337",
"13683",
"12034",
"10877",
"9451",
"8249",
"6548",
"5888",
"4797",
"4005",
"3131",
"2563",
"1996",
"1588",
"1211",
"919",
"665",
"561",
"392",
"351",
"246",
"187",
"164",
"137",
"109",
"115",
"86",
"113",
"91",
"104",
"98",
"103",
"86",
"84",
"103",
"74",
"87",
"86",
"87",
"62",
"68",
"98",
"71",
"65",
"85",
"76",
"75",
"81",
"72",
"84",
"75",
"77",
"86",
"65",
"78",
"80",
"106",
"95",
"85",
"73",
"72",
"72",
"74",
"90",
"96",
"99",
"102",
"93",
"78",
"95",
"87",
"84",
"114",
"78",
"88",
"127",
"113",
"115",
"103",
"113",
"96",
"122",
"99",
"109",
"118",
"128",
"136",
"177",
"181",
"215",
"210",
"297",
"355",
"390",
"454",
"512",
"568",
"762",
"858",
"1066",
"1190",
"1412",
"1489",
"1696",
"1872",
"2148",
"2201",
"2566",
"2566",
"2809",
"2806",
"2899",
"2953",
"2936",
"2823",
"2885",
"2862",
"2627",
"2389",
"2213",
"2146",
"1997",
"1764",
"1583",
"1494",
"1317",
"1096",
"984",
"829",
"727",
"601",
"499",
"462",
"380",
"315",
"250",
"213",
"222",
"167",
"140",
"111",
"124",
"80",
"88",
"95",
"73",
"65",
"72",
"66",
"64",
"52",
"47",
"52",
"55",
"58",
"54",
"66",
"47",
"47",
"52",
"62",
"68",
"62",
"54",
"54",
"60",
"51",
"47",
"61",
"51",
"41",
"55",
"48",
"65",
"43",
"61",
"45",
"45",
"47",
"42",
"41",
"56",
"41",
"43",
"52",
"51",
"56",
"38",
"53",
"52",
"50",
"52",
"55",
"39",
"47",
"50",
"58",
"53",
"51",
"53",
"47",
"55",
"55",
"60",
"51",
"43",
"36",
"26",
"52",
"42",
"38",
"45",
"51",
"38",
"46",
"50",
"51",
"45",
"52",
"51",
"45",
"39",
"46",
"51",
"50",
"42",
"52",
"52",
"51",
"46",
"51",
"52",
"59",
"41",
"56",
"55",
"49",
"42",
"54",
"55",
"51",
"43",
"45",
"43",
"41",
"52",
"34",
"49",
"28",
"55",
"49",
"40",
"40",
"51",
"40",
"53",
"42",
"49",
"41",
"43",
"38",
"42",
"49",
"52",
"53",
"56",
"36",
"45",
"64",
"42",
"38",
"37",
"50",
"41",
"28",
"52",
"41",
"46",
"40",
"47",
"50",
"65",
"52",
"45",
"40",
"40",
"46",
"46",
"45",
"51",
"35",
"41",
"50",
"68",
"48",
"52",
"48",
"47",
"47",
"60",
"37",
"47",
"53",
"34",
"42",
"48",
"36",
"50",
"34",
"41",
"61",
"58",
"40",
"45",
"50",
"48",
"59",
"30",
"41",
"42",
"41",
"43",
"43",
"32",
"50",
"55",
"41",
"39",
"49",
"49",
"43",
"55",
"46",
"45",
"41",
"50",
"42",
"54",
"39",
"40",
"47",
"43",
"33",
"41",
"41",
"41",
"36",
"55",
"47",
"55",
"39",
"55",
"32",
"52",
"45",
"51",
"39",
"37",
"42",
"47",
"46",
"38",
"38",
"46",
"41",
"38",
"42",
"51",
"53",
"41",
"42",
"36",
"51",
"42",
"28",
"58",
"37",
"43",
"32",
"40",
"43",
"47",
"36",
"41",
"41",
"40",
"43",
"40",
"54",
"41",
"29",
"50",
"48",
"43",
"52",
"33",
"32",
"48",
"37",
"47",
"42",
"43",
"43",
"39",
"46",
"45",
"46",
"40",
"32",
"30",
"41",
"45",
"41",
"42",
"40",
"28",
"46",
"46",
"42",
"35",
"45",
"49",
"52",
"46",
"38",
"27",
"45",
"41",
"36",
"48",
"34",
"40",
"43",
"39",
"43",
"36",
"36",
"32",
"39",
"28",
"42",
"33",
"41",
"46",
"42",
"39",
"34",
"41",
"49",
"37",
"27",
"34",
"33",
"36",
"39",
"29",
"36",
"45",
"33",
"42",
"29",
"54",
"45",
"30",
"49",
"47",
"45",
"34",
"36",
"43",
"61",
"35",
"43",
"28",
"49",
"39",
"45",
"40",
"35",
"38",
"36",
"41",
"37",
"36",
"42",
"36",
"34",
"41",
"34",
"35",
"27",
"43",
"50",
"36",
"42",
"47",
"42",
"27",
"29",
"42",
"35",
"35",
"38",
"40",
"39",
"37",
"32",
"43",
"50",
"43",
"34",
"37",
"38",
"28",
"37",
"34",
"34",
"41",
"35",
"32",
"39",
"30",
"42",
"40",
"37",
"43",
"29",
"32",
"37",
"33",
"49",
"39",
"49",
"26",
"41",
"40",
"35",
"47",
"40",
"33",
"34",
"39",
"46",
"35",
"41",
"38",
"32",
"34",
"34",
"36",
"32",
"34",
"30",
"34",
"28",
"43",
"38",
"48",
"27",
"25",
"38",
"42",
"38",
"24",
"43",
"29",
"32",
"29",
"37",
"37",
"40",
"33",
"43",
"34",
"36",
"38",
"37",
"46",
"34",
"38",
"42",
"43",
"32",
"34",
"25",
"34",
"40",
"30",
"25",
"43",
"35",
"40",
"32",
"35",
"38",
"30",
"34",
"38",
"39",
"32",
"29",
"40",
"46",
"51",
"28",
"35",
"40",
"29",
"28",
"33",
"30",
"50",
"29",
"40",
"35",
"50",
"39",
"45",
"30",
"32",
"46",
"40",
"28",
"41",
"29",
"39",
"29",
"37",
"35",
"28",
"34",
"39",
"35",
"40",
"27",
"28",
"52",
"28",
"48",
"38",
"25",
"32",
"32",
"36",
"49",
"35",
"42",
"28",
"34",
"37",
"29",
"38",
"29",
"29",
"29",
"40",
"32",
"40",
"29",
"40",
"23",
"35",
"38",
"40",
"37",
"38",
"34",
"33",
"40",
"27",
"29",
"36",
"34",
"43",
"32",
"37",
"36",
"43",
"37",
"39",
"30",
"42",
"28",
"40",
"29",
"36",
"22",
"36",
"40",
"36",
"43",
"36",
"32",
"38",
"48",
"41",
"36",
"30",
"25",
"28",
"32",
"32",
"37",
"28",
"48",
"37",
"38",
"41",
"37",
"39",
"36",
"36",
"26",
"36",
"35",
"29",
"34",
"27",
"33",
"43",
"36",
"27",
"35",
"34",
"47",
"29",
"30",
"34",
"36",
"40",
"49",
"40",
"36",
"38",
"35",
"42",
"38",
"30",
"34",
"28",
"36",
"33",
"41",
"39",
"36",
"40",
"42",
"38",
"40",
"46",
"45",
"38",
"30",
"42",
"41",
"42",
"38",
"48",
"35",
"35",
"39",
"41",
"38",
"34",
"38",
"30",
"33",
"46",
"25",
"52",
"35",
"39",
"41",
"40",
"41",
"40",
"40",
"51",
"58",
"43",
"47",
"61",
"36",
"54",
"54",
"40",
"46",
"34",
"55",
"52",
"59",
"38",
"51",
"46",
"35",
"54",
"61",
"61",
"50",
"43",
"55",
"51",
"45",
"64",
"60",
"61",
"49",
"56",
"58",
"68",
"62",
"81",
"88",
"71",
"59",
"68",
"79",
"62",
"79",
"87",
"97",
"92",
"100",
"95",
"113",
"124",
"104",
"104",
"118",
"135",
"123",
"124",
"131",
"129",
"151",
"155",
"162",
"178",
"155",
"141",
"173",
"189",
"187",
"193",
"213",
"251",
"187",
"185",
"203",
"224",
"222",
"223",
"229",
"225",
"193",
"240",
"210",
"216",
"192",
"241",
"259",
"286",
"246",
"252",
"250",
"221",
"199",
"240",
"249",
"225",
"219",
"221",
"216",
"225",
"237",
"209",
"197",
"198",
"178",
"190",
"192",
"183",
"175",
"165",
"155",
"175",
"149",
"154",
"134",
"158",
"127",
"111",
"147",
"114",
"103",
"111",
"97",
"103",
"100",
"102",
"79",
"87",
"90",
"90",
"83",
"71",
"92",
"73",
"70",
"76",
"89",
"79",
"80",
"77",
"67",
"55",
"61",
"58",
"67",
"63",
"68",
"65",
"58",
"73",
"59",
"73",
"75",
"74",
"70",
"65",
"65",
"78",
"74",
"78",
"93",
"78",
"100",
"102",
"97",
"88",
"122",
"124",
"136",
"98",
"112",
"103",
"100",
"118",
"124",
"135",
"114",
"114",
"106",
"118",
"121",
"122",
"138",
"110",
"104",
"104",
"108",
"98",
"87",
"75",
"79",
"61",
"72",
"65",
"55",
"53",
"59",
"58",
"45",
"35",
"35",
"48",
"40",
"41",
"35",
"30",
"35",
"24",
"35",
"29",
"37",
"36",
"27",
"17859",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ga, As, P , Ca, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    GaLa         1.12     0.065",
"                      AsLa         1.30     0.348",
"                      P Ka         2.00     0.013",
"                      CaKa         3.68     0.174",
"                      CaKb         4.03     0.021",
"                      GaKa         9.24     3.567",
"                      AsKa        10.53    13.766",
"                      AsKb        11.72     2.032",
"                      RuKa        19.21     0.159",
"                      ----        19.45     0.071",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
