"Sample    : Ge 31504",
"86",
"86",
"76",
"78",
"55",
"52",
"46",
"41",
"37",
"34",
"28",
"26",
"25",
"25",
"20",
"22",
"24",
"21",
"26",
"27",
"11",
"22",
"21",
"16",
"25",
"28",
"29",
"22",
"30",
"26",
"31",
"27",
"24",
"31",
"30",
"24",
"25",
"28",
"34",
"28",
"25",
"33",
"40",
"39",
"26",
"35",
"28",
"47",
"45",
"38",
"40",
"35",
"41",
"35",
"38",
"34",
"37",
"33",
"30",
"40",
"43",
"50",
"34",
"38",
"33",
"45",
"35",
"36",
"39",
"55",
"30",
"35",
"33",
"28",
"27",
"29",
"23",
"24",
"27",
"29",
"26",
"24",
"24",
"14",
"31",
"29",
"21",
"34",
"25",
"24",
"28",
"25",
"31",
"29",
"26",
"21",
"25",
"23",
"22",
"23",
"27",
"35",
"28",
"24",
"21",
"29",
"22",
"25",
"21",
"22",
"28",
"25",
"17",
"27",
"17",
"24",
"28",
"24",
"37",
"18",
"22",
"34",
"29",
"18",
"38",
"30",
"29",
"23",
"35",
"33",
"27",
"35",
"36",
"27",
"27",
"30",
"36",
"37",
"31",
"40",
"38",
"28",
"34",
"24",
"33",
"33",
"39",
"30",
"36",
"24",
"35",
"23",
"38",
"31",
"41",
"39",
"38",
"30",
"27",
"25",
"33",
"39",
"40",
"35",
"26",
"33",
"46",
"48",
"31",
"38",
"50",
"29",
"35",
"34",
"37",
"34",
"39",
"30",
"34",
"27",
"31",
"41",
"41",
"46",
"37",
"53",
"46",
"42",
"55",
"35",
"47",
"41",
"45",
"41",
"34",
"56",
"35",
"42",
"45",
"50",
"48",
"50",
"51",
"52",
"73",
"43",
"43",
"53",
"52",
"48",
"56",
"47",
"55",
"66",
"42",
"47",
"48",
"63",
"47",
"55",
"55",
"65",
"48",
"50",
"53",
"63",
"80",
"48",
"65",
"56",
"61",
"68",
"74",
"72",
"76",
"51",
"73",
"83",
"76",
"67",
"71",
"58",
"72",
"55",
"78",
"64",
"69",
"69",
"75",
"60",
"60",
"51",
"78",
"67",
"55",
"58",
"64",
"54",
"65",
"52",
"53",
"67",
"71",
"59",
"61",
"58",
"65",
"68",
"58",
"75",
"66",
"45",
"68",
"52",
"65",
"60",
"65",
"77",
"73",
"64",
"78",
"62",
"79",
"59",
"81",
"76",
"65",
"80",
"78",
"68",
"65",
"54",
"67",
"69",
"73",
"59",
"67",
"50",
"59",
"52",
"63",
"78",
"73",
"75",
"61",
"74",
"68",
"66",
"66",
"61",
"78",
"69",
"63",
"79",
"68",
"66",
"72",
"56",
"65",
"54",
"67",
"43",
"72",
"71",
"65",
"63",
"75",
"58",
"54",
"59",
"69",
"61",
"75",
"51",
"66",
"65",
"73",
"64",
"65",
"64",
"67",
"78",
"81",
"78",
"76",
"66",
"67",
"47",
"62",
"86",
"85",
"69",
"64",
"71",
"77",
"68",
"67",
"64",
"85",
"56",
"61",
"65",
"54",
"62",
"62",
"60",
"62",
"54",
"69",
"60",
"65",
"56",
"62",
"54",
"59",
"56",
"73",
"61",
"71",
"65",
"59",
"74",
"73",
"62",
"73",
"64",
"85",
"69",
"81",
"72",
"88",
"77",
"77",
"86",
"89",
"94",
"111",
"113",
"113",
"98",
"117",
"121",
"114",
"134",
"145",
"134",
"126",
"114",
"117",
"122",
"114",
"91",
"111",
"106",
"97",
"75",
"102",
"104",
"76",
"93",
"93",
"78",
"75",
"72",
"75",
"69",
"65",
"75",
"77",
"71",
"72",
"67",
"78",
"67",
"64",
"65",
"80",
"65",
"84",
"76",
"62",
"92",
"66",
"77",
"96",
"77",
"74",
"78",
"84",
"74",
"62",
"89",
"107",
"113",
"106",
"112",
"113",
"107",
"122",
"116",
"125",
"121",
"104",
"105",
"113",
"103",
"88",
"93",
"84",
"81",
"81",
"77",
"74",
"81",
"85",
"72",
"69",
"67",
"66",
"81",
"75",
"79",
"55",
"69",
"64",
"64",
"72",
"62",
"54",
"81",
"87",
"64",
"66",
"78",
"73",
"59",
"68",
"76",
"89",
"63",
"75",
"78",
"78",
"76",
"69",
"63",
"84",
"66",
"73",
"61",
"78",
"78",
"76",
"65",
"83",
"77",
"69",
"85",
"117",
"87",
"80",
"88",
"83",
"94",
"86",
"77",
"86",
"64",
"83",
"76",
"87",
"81",
"85",
"96",
"96",
"105",
"103",
"116",
"110",
"96",
"111",
"113",
"111",
"116",
"112",
"118",
"117",
"123",
"113",
"148",
"136",
"135",
"178",
"154",
"193",
"198",
"191",
"278",
"379",
"447",
"575",
"699",
"987",
"1238",
"1616",
"2014",
"2725",
"3356",
"4277",
"5483",
"6894",
"7971",
"9962",
"11423",
"13744",
"14692",
"17339",
"18852",
"21317",
"21762",
"23502",
"25205",
"26144",
"25556",
"26337",
"25935",
"25815",
"23483",
"23016",
"22415",
"20106",
"17532",
"16454",
"14200",
"12737",
"10386",
"9074",
"7578",
"6227",
"4785",
"3852",
"3086",
"2501",
"1759",
"1405",
"1053",
"822",
"628",
"472",
"372",
"239",
"230",
"191",
"149",
"142",
"132",
"107",
"89",
"101",
"114",
"93",
"112",
"100",
"87",
"93",
"94",
"94",
"86",
"85",
"88",
"102",
"97",
"87",
"72",
"107",
"75",
"94",
"85",
"98",
"92",
"88",
"91",
"110",
"107",
"106",
"94",
"112",
"107",
"117",
"88",
"101",
"97",
"81",
"98",
"107",
"111",
"111",
"112",
"123",
"91",
"125",
"112",
"145",
"129",
"152",
"151",
"154",
"153",
"188",
"199",
"232",
"266",
"288",
"350",
"365",
"438",
"559",
"645",
"755",
"899",
"1047",
"1227",
"1494",
"1654",
"2066",
"2170",
"2500",
"2569",
"2988",
"3019",
"3550",
"3295",
"3594",
"3703",
"3778",
"3685",
"3639",
"3481",
"3384",
"3077",
"3137",
"2706",
"2546",
"2137",
"1981",
"1779",
"1622",
"1358",
"1200",
"1006",
"848",
"673",
"605",
"480",
"373",
"318",
"299",
"220",
"183",
"145",
"140",
"115",
"100",
"94",
"90",
"75",
"74",
"53",
"66",
"65",
"72",
"43",
"60",
"47",
"58",
"60",
"40",
"52",
"35",
"63",
"52",
"55",
"52",
"45",
"66",
"47",
"60",
"56",
"50",
"47",
"45",
"43",
"56",
"54",
"53",
"45",
"39",
"53",
"47",
"55",
"49",
"50",
"40",
"38",
"52",
"55",
"59",
"49",
"48",
"48",
"60",
"53",
"52",
"39",
"48",
"48",
"53",
"56",
"39",
"40",
"40",
"40",
"46",
"55",
"53",
"46",
"53",
"42",
"42",
"47",
"51",
"49",
"45",
"51",
"60",
"43",
"47",
"52",
"51",
"48",
"46",
"63",
"37",
"51",
"63",
"46",
"42",
"56",
"35",
"54",
"52",
"52",
"73",
"56",
"53",
"29",
"38",
"41",
"38",
"42",
"53",
"47",
"40",
"40",
"53",
"51",
"60",
"65",
"59",
"56",
"54",
"46",
"45",
"45",
"42",
"45",
"43",
"52",
"54",
"39",
"38",
"60",
"48",
"38",
"51",
"42",
"51",
"46",
"38",
"40",
"36",
"43",
"48",
"40",
"42",
"43",
"39",
"41",
"49",
"43",
"53",
"64",
"43",
"51",
"56",
"43",
"62",
"45",
"55",
"54",
"46",
"50",
"52",
"52",
"50",
"39",
"43",
"47",
"40",
"43",
"50",
"50",
"53",
"51",
"53",
"48",
"48",
"54",
"38",
"63",
"52",
"27",
"40",
"42",
"48",
"30",
"41",
"50",
"45",
"37",
"39",
"41",
"40",
"43",
"39",
"40",
"58",
"46",
"41",
"38",
"49",
"45",
"50",
"41",
"52",
"34",
"35",
"50",
"41",
"56",
"33",
"45",
"43",
"42",
"50",
"49",
"42",
"46",
"46",
"51",
"35",
"52",
"53",
"47",
"29",
"42",
"45",
"49",
"41",
"45",
"52",
"39",
"48",
"51",
"49",
"48",
"33",
"39",
"52",
"47",
"35",
"55",
"42",
"42",
"45",
"51",
"29",
"46",
"46",
"42",
"31",
"47",
"31",
"38",
"36",
"51",
"52",
"47",
"53",
"46",
"30",
"41",
"49",
"51",
"40",
"45",
"31",
"31",
"36",
"33",
"45",
"60",
"45",
"46",
"52",
"60",
"55",
"39",
"38",
"37",
"29",
"52",
"38",
"25",
"41",
"30",
"47",
"50",
"50",
"36",
"36",
"41",
"42",
"34",
"36",
"38",
"37",
"47",
"49",
"47",
"33",
"33",
"38",
"46",
"41",
"37",
"47",
"36",
"38",
"38",
"36",
"39",
"38",
"43",
"46",
"49",
"33",
"41",
"46",
"41",
"53",
"40",
"33",
"33",
"47",
"43",
"43",
"34",
"37",
"41",
"46",
"38",
"29",
"39",
"47",
"28",
"50",
"34",
"23",
"38",
"37",
"34",
"34",
"40",
"46",
"39",
"33",
"45",
"46",
"38",
"45",
"28",
"38",
"36",
"30",
"42",
"28",
"27",
"34",
"37",
"50",
"46",
"35",
"39",
"34",
"41",
"53",
"36",
"29",
"37",
"39",
"46",
"37",
"41",
"46",
"52",
"37",
"30",
"42",
"39",
"33",
"37",
"41",
"37",
"34",
"31",
"25",
"42",
"41",
"33",
"36",
"46",
"42",
"39",
"43",
"37",
"38",
"26",
"39",
"34",
"36",
"33",
"37",
"34",
"34",
"35",
"39",
"35",
"28",
"46",
"37",
"33",
"38",
"42",
"35",
"27",
"30",
"28",
"36",
"38",
"36",
"31",
"38",
"40",
"35",
"43",
"30",
"36",
"43",
"35",
"21",
"40",
"28",
"37",
"35",
"42",
"35",
"33",
"30",
"42",
"34",
"42",
"33",
"36",
"35",
"36",
"30",
"40",
"38",
"31",
"33",
"40",
"29",
"37",
"42",
"35",
"43",
"41",
"33",
"46",
"35",
"33",
"30",
"43",
"35",
"31",
"39",
"41",
"33",
"27",
"30",
"28",
"46",
"29",
"28",
"30",
"34",
"25",
"41",
"45",
"31",
"29",
"41",
"37",
"25",
"26",
"36",
"31",
"34",
"39",
"29",
"30",
"31",
"30",
"36",
"35",
"42",
"39",
"50",
"41",
"33",
"36",
"28",
"38",
"30",
"28",
"33",
"20",
"27",
"28",
"26",
"36",
"37",
"37",
"24",
"29",
"36",
"42",
"36",
"48",
"42",
"33",
"38",
"31",
"37",
"40",
"35",
"29",
"30",
"35",
"38",
"38",
"34",
"30",
"36",
"46",
"30",
"40",
"29",
"33",
"37",
"40",
"28",
"31",
"37",
"33",
"34",
"25",
"36",
"37",
"27",
"25",
"30",
"26",
"34",
"27",
"39",
"33",
"34",
"33",
"39",
"36",
"33",
"31",
"33",
"37",
"31",
"35",
"36",
"37",
"41",
"36",
"35",
"29",
"33",
"35",
"29",
"43",
"29",
"34",
"37",
"26",
"29",
"35",
"20",
"33",
"33",
"33",
"30",
"38",
"56",
"26",
"23",
"31",
"48",
"35",
"45",
"28",
"39",
"33",
"23",
"36",
"29",
"36",
"25",
"39",
"21",
"27",
"33",
"40",
"45",
"35",
"28",
"31",
"36",
"33",
"37",
"25",
"27",
"36",
"29",
"37",
"37",
"37",
"37",
"27",
"33",
"36",
"28",
"31",
"30",
"38",
"35",
"36",
"29",
"33",
"41",
"29",
"31",
"34",
"28",
"30",
"41",
"27",
"23",
"24",
"30",
"29",
"27",
"36",
"30",
"45",
"36",
"31",
"29",
"28",
"41",
"27",
"33",
"31",
"37",
"25",
"39",
"37",
"35",
"27",
"39",
"35",
"42",
"30",
"35",
"43",
"31",
"28",
"37",
"33",
"34",
"30",
"36",
"40",
"35",
"39",
"39",
"41",
"28",
"36",
"33",
"45",
"40",
"25",
"33",
"36",
"39",
"33",
"29",
"33",
"33",
"35",
"47",
"41",
"42",
"39",
"30",
"37",
"43",
"34",
"37",
"43",
"38",
"25",
"41",
"47",
"42",
"27",
"41",
"42",
"41",
"26",
"36",
"38",
"39",
"39",
"36",
"42",
"43",
"30",
"43",
"33",
"45",
"51",
"52",
"54",
"42",
"31",
"42",
"52",
"41",
"60",
"43",
"40",
"45",
"52",
"53",
"58",
"38",
"53",
"58",
"39",
"78",
"45",
"40",
"45",
"63",
"61",
"61",
"51",
"68",
"88",
"59",
"71",
"65",
"72",
"75",
"86",
"94",
"90",
"92",
"98",
"87",
"84",
"103",
"115",
"121",
"132",
"98",
"127",
"122",
"111",
"131",
"141",
"148",
"155",
"168",
"150",
"148",
"143",
"144",
"167",
"169",
"175",
"226",
"203",
"208",
"220",
"203",
"195",
"249",
"207",
"198",
"220",
"201",
"193",
"202",
"225",
"258",
"183",
"210",
"216",
"224",
"202",
"231",
"213",
"223",
"188",
"195",
"197",
"214",
"181",
"206",
"181",
"210",
"176",
"178",
"187",
"187",
"200",
"138",
"165",
"144",
"152",
"135",
"148",
"138",
"109",
"128",
"118",
"113",
"122",
"109",
"110",
"125",
"105",
"103",
"110",
"114",
"115",
"106",
"99",
"103",
"87",
"103",
"103",
"115",
"86",
"76",
"79",
"106",
"110",
"115",
"102",
"87",
"89",
"99",
"79",
"88",
"92",
"75",
"92",
"76",
"59",
"66",
"93",
"68",
"86",
"73",
"87",
"83",
"93",
"84",
"88",
"90",
"102",
"100",
"105",
"107",
"100",
"104",
"121",
"121",
"113",
"139",
"115",
"109",
"105",
"102",
"141",
"122",
"106",
"90",
"123",
"105",
"93",
"97",
"96",
"103",
"84",
"75",
"65",
"94",
"80",
"80",
"68",
"71",
"66",
"53",
"64",
"48",
"42",
"38",
"43",
"42",
"43",
"41",
"28",
"33",
"28",
"33",
"39",
"34",
"36",
"29",
"31",
"35",
"35",
"15901",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Na, Ge, P , Ca, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    NaKa         1.00     0.011",
"                      GeLa         1.20     0.378",
"                      P Ka         1.99     0.020",
"                      CaKa         3.68     0.278",
"                      CaKb         4.01     0.036",
"                      GeKaESC      8.07     0.049",
"                      GeKa         9.87    17.363",
"                      GeKb        10.97     2.541",
"                      ----        19.04     0.112",
"                      RuKa        19.36     0.081",
"                      ----        20.01     0.048",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                  10.801 ug/cm2    -------- Flux       -------- --------",
"Na                      10.801 ug/cm2    -------- ********** -------- --------",
