"Sample    : GaAs 31503",
"92",
"72",
"80",
"56",
"59",
"60",
"41",
"41",
"31",
"27",
"27",
"23",
"30",
"22",
"26",
"18",
"25",
"13",
"23",
"27",
"27",
"17",
"16",
"17",
"25",
"16",
"12",
"23",
"21",
"25",
"23",
"30",
"34",
"30",
"26",
"24",
"33",
"34",
"29",
"29",
"26",
"28",
"25",
"35",
"26",
"35",
"29",
"23",
"33",
"34",
"34",
"36",
"34",
"34",
"27",
"36",
"31",
"39",
"38",
"43",
"46",
"42",
"40",
"31",
"39",
"41",
"40",
"39",
"23",
"29",
"27",
"28",
"34",
"28",
"29",
"25",
"26",
"30",
"34",
"34",
"33",
"30",
"28",
"25",
"36",
"20",
"29",
"14",
"34",
"26",
"22",
"27",
"35",
"28",
"21",
"21",
"36",
"28",
"28",
"22",
"30",
"18",
"43",
"34",
"23",
"25",
"31",
"23",
"29",
"33",
"33",
"26",
"20",
"18",
"23",
"21",
"26",
"35",
"25",
"34",
"25",
"29",
"30",
"27",
"35",
"22",
"21",
"17",
"30",
"29",
"13",
"31",
"35",
"35",
"37",
"34",
"30",
"24",
"46",
"35",
"37",
"36",
"33",
"37",
"39",
"36",
"31",
"25",
"36",
"33",
"37",
"35",
"39",
"36",
"28",
"25",
"36",
"34",
"39",
"37",
"31",
"39",
"27",
"40",
"36",
"27",
"38",
"40",
"45",
"39",
"39",
"37",
"47",
"29",
"41",
"36",
"42",
"42",
"31",
"40",
"40",
"48",
"38",
"45",
"49",
"42",
"49",
"36",
"59",
"50",
"37",
"42",
"48",
"43",
"52",
"42",
"51",
"41",
"53",
"49",
"60",
"47",
"53",
"41",
"46",
"45",
"51",
"39",
"47",
"53",
"55",
"52",
"45",
"51",
"63",
"51",
"47",
"46",
"43",
"66",
"65",
"67",
"60",
"56",
"56",
"71",
"49",
"64",
"79",
"55",
"56",
"68",
"72",
"67",
"83",
"77",
"66",
"65",
"72",
"74",
"60",
"54",
"73",
"58",
"63",
"64",
"55",
"63",
"46",
"62",
"71",
"73",
"55",
"64",
"62",
"48",
"62",
"66",
"59",
"59",
"54",
"69",
"65",
"55",
"74",
"68",
"59",
"54",
"58",
"52",
"62",
"60",
"64",
"59",
"75",
"49",
"75",
"67",
"66",
"64",
"80",
"69",
"73",
"49",
"62",
"61",
"54",
"52",
"97",
"67",
"68",
"46",
"55",
"66",
"59",
"55",
"67",
"62",
"76",
"72",
"69",
"58",
"59",
"75",
"62",
"55",
"78",
"60",
"63",
"66",
"69",
"63",
"64",
"66",
"62",
"53",
"81",
"62",
"69",
"58",
"56",
"79",
"71",
"60",
"72",
"75",
"61",
"72",
"62",
"58",
"65",
"65",
"60",
"73",
"61",
"69",
"85",
"86",
"78",
"76",
"88",
"72",
"97",
"85",
"87",
"81",
"100",
"83",
"90",
"72",
"94",
"65",
"77",
"83",
"80",
"80",
"74",
"78",
"58",
"66",
"55",
"61",
"85",
"75",
"73",
"66",
"54",
"58",
"65",
"73",
"62",
"58",
"73",
"72",
"63",
"47",
"73",
"60",
"61",
"71",
"77",
"75",
"88",
"75",
"73",
"58",
"76",
"63",
"79",
"79",
"84",
"85",
"83",
"87",
"101",
"87",
"91",
"83",
"111",
"94",
"83",
"97",
"84",
"90",
"117",
"85",
"80",
"79",
"78",
"87",
"81",
"76",
"69",
"79",
"73",
"72",
"75",
"71",
"85",
"62",
"62",
"69",
"55",
"63",
"79",
"71",
"75",
"49",
"59",
"48",
"88",
"56",
"49",
"68",
"63",
"63",
"68",
"76",
"67",
"54",
"75",
"55",
"62",
"73",
"84",
"71",
"80",
"85",
"92",
"74",
"99",
"77",
"98",
"93",
"100",
"88",
"104",
"85",
"123",
"105",
"119",
"111",
"115",
"119",
"125",
"116",
"127",
"102",
"111",
"116",
"123",
"130",
"125",
"93",
"107",
"97",
"104",
"101",
"96",
"105",
"80",
"91",
"79",
"91",
"83",
"93",
"80",
"98",
"98",
"84",
"88",
"97",
"87",
"114",
"122",
"105",
"138",
"143",
"203",
"225",
"320",
"426",
"496",
"673",
"810",
"1039",
"1342",
"1518",
"1998",
"2407",
"2746",
"3175",
"3755",
"4222",
"4804",
"5067",
"5669",
"6013",
"6341",
"6238",
"6548",
"6498",
"6437",
"5985",
"6070",
"5633",
"5350",
"4685",
"4285",
"3704",
"3319",
"2707",
"2374",
"1960",
"1673",
"1327",
"1011",
"804",
"707",
"506",
"384",
"315",
"237",
"168",
"147",
"138",
"122",
"97",
"103",
"85",
"90",
"72",
"98",
"73",
"77",
"81",
"101",
"79",
"71",
"66",
"87",
"73",
"87",
"62",
"74",
"73",
"85",
"61",
"83",
"63",
"74",
"71",
"74",
"77",
"91",
"80",
"63",
"90",
"68",
"85",
"80",
"85",
"92",
"92",
"104",
"69",
"84",
"93",
"85",
"89",
"96",
"92",
"98",
"103",
"109",
"102",
"109",
"105",
"119",
"107",
"144",
"143",
"143",
"175",
"160",
"199",
"264",
"270",
"326",
"331",
"398",
"440",
"503",
"598",
"649",
"656",
"743",
"842",
"909",
"928",
"1011",
"1079",
"1101",
"1102",
"1275",
"1335",
"1353",
"1521",
"1684",
"1960",
"2257",
"2593",
"3146",
"3663",
"4418",
"5208",
"6495",
"7244",
"8716",
"9336",
"11051",
"12325",
"14061",
"14723",
"16158",
"17145",
"18329",
"17991",
"19056",
"19135",
"19320",
"18236",
"18458",
"17415",
"16907",
"14800",
"14327",
"12898",
"11559",
"9713",
"8935",
"7552",
"6618",
"5207",
"4505",
"3558",
"2941",
"2230",
"1900",
"1353",
"1085",
"889",
"620",
"474",
"414",
"307",
"240",
"170",
"137",
"128",
"109",
"102",
"91",
"67",
"101",
"90",
"77",
"75",
"80",
"71",
"97",
"73",
"69",
"80",
"91",
"67",
"81",
"76",
"86",
"76",
"81",
"69",
"78",
"64",
"78",
"71",
"86",
"91",
"72",
"75",
"78",
"67",
"86",
"88",
"74",
"62",
"59",
"80",
"75",
"81",
"71",
"83",
"87",
"84",
"66",
"87",
"102",
"80",
"96",
"105",
"96",
"96",
"102",
"86",
"81",
"102",
"113",
"97",
"124",
"124",
"115",
"135",
"144",
"167",
"205",
"198",
"243",
"250",
"330",
"360",
"456",
"496",
"636",
"723",
"820",
"911",
"1173",
"1276",
"1496",
"1678",
"1860",
"2049",
"2254",
"2252",
"2529",
"2461",
"2759",
"2704",
"2850",
"2726",
"2776",
"2611",
"2593",
"2474",
"2396",
"2104",
"1995",
"1808",
"1722",
"1427",
"1353",
"1214",
"1044",
"794",
"753",
"657",
"590",
"434",
"416",
"334",
"335",
"235",
"195",
"156",
"165",
"118",
"110",
"124",
"83",
"75",
"80",
"68",
"54",
"65",
"50",
"67",
"55",
"60",
"42",
"60",
"48",
"39",
"39",
"53",
"67",
"46",
"53",
"55",
"51",
"56",
"48",
"50",
"50",
"41",
"46",
"52",
"45",
"40",
"53",
"46",
"45",
"39",
"59",
"38",
"49",
"63",
"41",
"47",
"36",
"54",
"48",
"43",
"48",
"40",
"38",
"40",
"40",
"48",
"54",
"52",
"35",
"49",
"40",
"45",
"46",
"39",
"43",
"58",
"41",
"45",
"48",
"66",
"58",
"46",
"54",
"29",
"46",
"40",
"43",
"46",
"40",
"48",
"41",
"47",
"46",
"47",
"52",
"42",
"55",
"50",
"46",
"46",
"39",
"49",
"35",
"52",
"55",
"43",
"45",
"55",
"53",
"45",
"54",
"49",
"47",
"40",
"52",
"42",
"41",
"41",
"43",
"52",
"43",
"51",
"46",
"40",
"45",
"43",
"42",
"49",
"55",
"42",
"49",
"46",
"49",
"52",
"41",
"46",
"42",
"48",
"52",
"43",
"50",
"43",
"51",
"60",
"47",
"33",
"39",
"28",
"45",
"55",
"37",
"34",
"36",
"41",
"46",
"38",
"39",
"38",
"52",
"46",
"56",
"47",
"47",
"43",
"46",
"47",
"41",
"42",
"30",
"41",
"56",
"37",
"49",
"37",
"51",
"50",
"53",
"26",
"36",
"42",
"39",
"46",
"43",
"36",
"34",
"38",
"34",
"40",
"41",
"34",
"45",
"48",
"42",
"36",
"40",
"54",
"36",
"41",
"38",
"43",
"46",
"45",
"41",
"47",
"48",
"41",
"36",
"34",
"47",
"51",
"33",
"46",
"45",
"38",
"34",
"41",
"40",
"43",
"48",
"37",
"56",
"49",
"51",
"38",
"38",
"36",
"35",
"56",
"42",
"40",
"36",
"36",
"40",
"51",
"43",
"48",
"38",
"38",
"48",
"47",
"45",
"28",
"37",
"39",
"37",
"46",
"37",
"45",
"41",
"36",
"48",
"36",
"50",
"38",
"58",
"40",
"38",
"46",
"38",
"45",
"37",
"50",
"31",
"52",
"41",
"36",
"33",
"38",
"41",
"37",
"38",
"40",
"42",
"47",
"38",
"40",
"47",
"48",
"49",
"38",
"30",
"47",
"33",
"38",
"49",
"34",
"41",
"50",
"40",
"37",
"39",
"35",
"47",
"37",
"34",
"48",
"36",
"35",
"41",
"31",
"31",
"38",
"47",
"41",
"41",
"47",
"28",
"37",
"38",
"37",
"38",
"36",
"48",
"35",
"41",
"28",
"33",
"38",
"21",
"42",
"50",
"34",
"37",
"30",
"38",
"36",
"51",
"37",
"43",
"33",
"28",
"31",
"41",
"35",
"30",
"34",
"39",
"25",
"33",
"39",
"40",
"38",
"40",
"52",
"37",
"43",
"40",
"37",
"43",
"38",
"29",
"37",
"31",
"36",
"39",
"41",
"38",
"43",
"43",
"36",
"41",
"42",
"35",
"37",
"45",
"41",
"37",
"36",
"30",
"39",
"35",
"53",
"39",
"28",
"39",
"20",
"33",
"37",
"35",
"29",
"37",
"28",
"37",
"42",
"28",
"41",
"45",
"40",
"41",
"30",
"36",
"36",
"30",
"37",
"40",
"36",
"39",
"41",
"28",
"39",
"40",
"35",
"24",
"41",
"54",
"37",
"39",
"24",
"34",
"36",
"30",
"29",
"35",
"40",
"34",
"40",
"38",
"50",
"35",
"29",
"34",
"35",
"23",
"36",
"33",
"26",
"40",
"36",
"40",
"33",
"52",
"27",
"47",
"33",
"46",
"34",
"39",
"29",
"29",
"36",
"35",
"33",
"38",
"42",
"31",
"27",
"35",
"36",
"29",
"18",
"37",
"31",
"31",
"29",
"34",
"40",
"38",
"33",
"30",
"34",
"40",
"34",
"36",
"33",
"34",
"33",
"36",
"30",
"30",
"29",
"24",
"36",
"37",
"33",
"31",
"38",
"34",
"38",
"24",
"29",
"35",
"24",
"27",
"37",
"31",
"29",
"30",
"40",
"39",
"25",
"27",
"25",
"49",
"40",
"25",
"28",
"31",
"30",
"40",
"34",
"39",
"30",
"37",
"24",
"31",
"27",
"33",
"27",
"26",
"24",
"33",
"39",
"35",
"29",
"22",
"34",
"34",
"28",
"42",
"41",
"26",
"23",
"38",
"41",
"41",
"31",
"30",
"33",
"35",
"26",
"29",
"30",
"36",
"24",
"25",
"34",
"37",
"38",
"42",
"34",
"24",
"49",
"22",
"35",
"29",
"24",
"29",
"35",
"18",
"21",
"27",
"31",
"29",
"29",
"40",
"30",
"33",
"39",
"27",
"26",
"27",
"42",
"26",
"34",
"31",
"33",
"30",
"29",
"45",
"36",
"31",
"38",
"30",
"36",
"31",
"37",
"39",
"31",
"34",
"28",
"39",
"31",
"31",
"46",
"35",
"27",
"39",
"42",
"38",
"35",
"24",
"43",
"39",
"27",
"46",
"28",
"30",
"31",
"42",
"28",
"46",
"28",
"30",
"46",
"31",
"33",
"30",
"45",
"33",
"36",
"15",
"28",
"45",
"42",
"33",
"26",
"42",
"30",
"38",
"29",
"23",
"43",
"47",
"33",
"43",
"35",
"43",
"23",
"37",
"29",
"25",
"36",
"30",
"30",
"55",
"52",
"39",
"33",
"45",
"36",
"42",
"42",
"35",
"41",
"58",
"36",
"38",
"39",
"46",
"31",
"31",
"50",
"53",
"41",
"37",
"47",
"38",
"41",
"41",
"48",
"42",
"43",
"38",
"50",
"60",
"46",
"49",
"49",
"58",
"38",
"43",
"49",
"58",
"55",
"49",
"76",
"52",
"52",
"61",
"53",
"65",
"64",
"65",
"65",
"52",
"53",
"67",
"63",
"60",
"64",
"78",
"86",
"83",
"79",
"71",
"99",
"97",
"74",
"98",
"113",
"107",
"101",
"128",
"127",
"126",
"127",
"129",
"141",
"165",
"145",
"140",
"151",
"145",
"161",
"162",
"151",
"215",
"166",
"182",
"191",
"208",
"207",
"202",
"195",
"170",
"180",
"202",
"204",
"224",
"216",
"241",
"215",
"223",
"230",
"251",
"274",
"205",
"211",
"225",
"194",
"217",
"198",
"217",
"221",
"224",
"180",
"187",
"180",
"198",
"205",
"167",
"187",
"176",
"166",
"167",
"137",
"144",
"137",
"140",
"142",
"132",
"130",
"123",
"121",
"113",
"110",
"101",
"118",
"128",
"99",
"89",
"77",
"107",
"92",
"83",
"91",
"74",
"74",
"81",
"86",
"64",
"58",
"81",
"74",
"71",
"68",
"60",
"58",
"65",
"55",
"67",
"49",
"66",
"62",
"49",
"56",
"73",
"77",
"62",
"64",
"68",
"84",
"81",
"69",
"60",
"88",
"65",
"77",
"105",
"110",
"93",
"99",
"86",
"101",
"94",
"106",
"115",
"116",
"109",
"107",
"118",
"136",
"107",
"111",
"101",
"114",
"122",
"96",
"118",
"105",
"83",
"86",
"86",
"78",
"99",
"74",
"93",
"74",
"63",
"63",
"74",
"64",
"51",
"48",
"65",
"41",
"56",
"40",
"46",
"38",
"34",
"39",
"31",
"29",
"38",
"28",
"34",
"25",
"29",
"35",
"26",
"26",
"16935",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ga, As, Ir, Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    GaLa         1.11     0.066",
"                      AsLa         1.30     0.346",
"                      IrMa         2.01     0.018",
"                      CaKa         3.68     0.309",
"                      CaKb         4.02     0.037",
"                      GaKa         9.24     2.926",
"                      IrLa         9.24     1.336",
"                      GaKb        10.20     0.439",
"                      AsKa        10.52    13.125",
"                      AsKb        11.72     1.930",
"                      RhKaC       19.18     0.132",
"                      RhKa        20.05     0.065",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
